Unnamed: 0,CPU,Single,Internal,Talk time,Model Image,SIM,WLAN,Price,Dimensions,128GB 6GB RAM,128GB 8GB RAM,Dual,Model Name,NFC,Infrared port,Quad,OS,128GB 4GB RAM,SAR EU,4G bands,USB,Video,5G bands,Size,Speed,Card slot,3G bands,2G bands,Positioning,Announced,Type,Type_1,Video_1,GPRS,256GB 8GB RAM,Build,Bluetooth,Radio,Chipset,Features,Sensors,Technology,Colors,Weight,Status,Music play,Models,Loudspeaker,Single_1,_1,Charging,Features_1,EDGE,GPU,_2,3.5mm jack,Resolution,Protection,Stand-by,Brand,Triple,URL,Image
,Dual-core 1.3 GHz,5 MP,4GB 512MB RAM,Up to 5 h,https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-404f.jpg,Dual SIM,"Wi-Fi 802.11 a/b/g/n, dual-band",,125 x 64 x 10.2 mm (4.92 x 2.52 x 0.40 in),,,,Lava Iris 404 Flair,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~56.9% screen-to-body ratio)","Yes, 384 kbps",microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,A-GPS,"2014, August. Released 2014, August",TFT,"Li-Ion 1400 mAh, removable",,,,,3.0,FM radio,,"LED flash, panorama",Accelerometer,GSM / HSPA,"Champagne Gold, Silver, Blue",-,Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 250 h,Lava,,,
,Quad-core 1.2 GHz,5 MP,4GB 512MB RAM,Up to 9 h 10 min,https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-400q.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,129 x 63 x 10 mm (5.08 x 2.48 x 0.39 in),,,,Lava Iris 400Q,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~56.0% screen-to-body ratio)","Yes, 384 kbps",microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,A-GPS,"2014, August. Released 2014, August",TFT,"Li-Ion 1700 mAh, removable",,,,,"4.0, A2DP",FM radio,,LED flash,"Accelerometer, proximity",GSM / HSPA,"Black, White",-,Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 153 h,Lava,,,
,Dual-core 1.3 GHz,3.15 MP,4GB 512MB RAM,Up to 9 h 45 min,https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-410.jpg,Dual SIM,"Wi-Fi 802.11 a/b/g/n, dual-band",,124 x 64.5 x 9.9 mm (4.88 x 2.54 x 0.39 in),,,,Lava Iris 410,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~56.9% screen-to-body ratio)",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,A-GPS,"2014, September. Released 2014, September",TFT,"Li-Ion 1500 mAh, removable",,Yes,,,"4.0, A2DP",FM radio,,Panorama,Accelerometer,GSM,Black,-,Discontinued,,,Yes,VGA,,,,Yes,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 250 h,Lava,,,
,Quad-core 1.3 GHz,"8 MP, AF",8GB 1GB RAM,Up to 17 h (2G) / Up to 13 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-fuel-50.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 100 EUR,144.8 x 72.9 x 9.5 mm (5.70 x 2.87 x 0.37 in),,,,Lava Iris Fuel 50,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"5.0 inches, 74.4 cm2(~70.5% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2014, October. Released 2014, October",IPS LCD,"Li-Po 3000 mAh, removable",,,,,"4.0, A2DP, LE",FM radio,,Dual-LED flash,"Accelerometer, proximity",GSM / HSPA,Black,160 g (5.64 oz),Discontinued,,,Yes,2 MP,,,,,,,Yes,"480 x 854 pixels, 3:2 ratio",,Up to 370 h,Lava,,,
,Dual-core 1.3 GHz,2 MP,2GB 256MB RAM,Up to 11 h 45 m,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-310.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,-,,,,Lava Iris 310 Style,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"3.5 inches, 36.5 cm2",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,No,"2014, August. Released 2014, August",TFT,"Li-Ion 1400 mAh, removable",,Yes,,,3.0,FM radio,,LED flash,"Accelerometer, proximity",GSM,"Brown, Black, White, Blue",-,Discontinued,,,Yes,VGA,,,,Yes,,,Yes,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Up to 290 h,Lava,,,
,Dual-core 1.0 GHz,3.15 MP,4GB 512MB RAM,Up to 6 h,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-360.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,-,,,,Lava Iris 360 Music,No,,,Android 4.2 (Jelly Bean),,,,microUSB 2.0,Yes,,"3.5 inches, 36.5 cm2","Yes, 384 kbps",microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2014, August. Released 2014, August",TFT,"Li-Ion 1400 mAh, removable",,,,,"4.0, A2DP",FM radio,,LED flash,"Accelerometer, proximity",GSM / HSPA,"White, Black, Grey",-,Discontinued,,,Yes,VGA,,,,,,,Yes,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Up to 250 h,Lava,,,
,Dual-core 1.3 GHz,5 MP,8GB 1GB RAM,Up to 6 h,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-460.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,-,,,,Lava Iris 460,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,720p,,"4.5 inches, 55.8 cm2",HSPA,microSDHC,HSDPA 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2014, August. Released 2014, August",IPS LCD,"Li-Ion 1650 mAh, removable",,,,,"4.0, A2DP, LE",FM radio,,"LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA,"Black, Grey",-,Discontinued,,,Yes,VGA,,,,,Mali-400,,Yes,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Up to 250 h,Lava,,,
,Quad-core 1.2 GHz,"8 MP, AF",8GB 1GB RAM,Up to 6 h (2G) / Up to 4 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-iris-x5.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 110 EUR,143.5 x 71.5 x 7.7 mm (5.65 x 2.81 x 0.30 in),,,,Lava Iris X5,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,1080p@30fps,,"5.0 inches, 68.9 cm2(~67.2% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,"GPS, GLONASS","2014, September. Released 2014, September",IPS LCD,"Li-Ion 2100 mAh, removable",,,,,"4.0, LE",FM radio,,LED flash,"Accelerometer, proximity",GSM / HSPA,"Black, White, Grey",134 g (4.73 oz),Discontinued,,,Yes,5 MP,,,LED flash,,Broadcom VideoCore IV,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Up to 200 h (2G) / Up to 200 h (3G),Lava,,,
,Quad-core 1.5 GHz,"13 MP, AF",16GB 1GB RAM,Up to 15 h (2G) / Up to 8 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-iris-pro-30-plus.jpg,Dual SIM (Mini-SIM/ Micro-SIM),"Wi-Fi 802.11 b/g/n, hotspot",About 150 EUR,138 x 67.5 x 7.9 mm (5.43 x 2.66 x 0.31 in),,,,Lava Iris Pro 30+,No,,,Android 4.2 (Jelly Bean),,,,"microUSB 2.0, OTG","1080p, HDR",,"4.7 inches, 60.9 cm2(~65.4% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2014, August. Released 2014, August",IPS LCD,"Li-Po 2000 mAh, removable",,,,,"4.0, A2DP",FM radio,,"Dual-LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA,Grey/Black,116 g (4.09 oz),Discontinued,,,Yes,3 MP,,,,,PowerVR SGX544,,Yes,"720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Asahi Dragontrail Glass,Up to 390 h (2G) / Up to 285 h (3G),Lava,,,
,Dual-core 1.3 GHz,3.15 MP,512MB 512MB RAM,Up to 9 h 40 min,https://fdn2.gsmarena.com/vv/bigpic/lava-402e.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,126 x 65 x 10.4 mm (4.96 x 2.56 x 0.41 in),,,,Lava Iris 402e,No,,,Android 4.2.2 (Jelly Bean),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~55.6% screen-to-body ratio)",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,No,"2014, June. Released 2014, June",TFT,"Li-Ion 1450 mAh, removable",,Yes,,,2.0,"FM radio, recording",,LED flash,Accelerometer,GSM,"Pink, Blue, Gray",100 g (3.53 oz),Discontinued,,,Yes,VGA,,,,Yes,Mali-400,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 200 h,Lava,,,
,Dual-core 1.0 GHz,2 MP,512MB 512MB RAM,Up to 9 h 30 min,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-350m.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,118 x 62 x 10.2 mm (4.65 x 2.44 x 0.40 in),,,,Lava Iris 350m,No,,,Android 4.2.2 (Jelly Bean),,,,microUSB 2.0,Yes,,"3.5 inches, 36.5 cm2(~49.9% screen-to-body ratio)",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,No,"2014, June. Released 2014, June",TFT,"Li-Ion 1200 mAh, removable",,Yes,,,2.0,FM radio,,,Accelerometer,GSM,"Grey, Midnight Black",-,Discontinued,,,Yes,VGA,,,,Yes,Mali-400,,Yes,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Up to 240 h,Lava,,,
,Dual-core 1.0 GHz,2 MP,512MB 512MB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-3g-412.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,123 x 64 x 11.7 mm (4.84 x 2.52 x 0.46 in),,,,Lava 3G 412,No,,,Android 4.2.2 (Jelly Bean),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~57.9% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2014, June. Released 2014, June",TFT,"Li-Ion 1500 mAh, removable",,,,,2.0,FM radio,,LED flash,Accelerometer,GSM / HSPA,Dark grey,120 g (4.23 oz),Discontinued,,,Yes,VGA,,,,,Mali-400,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 200 h,Lava,,,
,Quad-core 1.2 GHz,"8 MP, AF",8GB 1GB RAM,Up to 9 h 45 min,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-x11.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",About 100 EUR,134 x 66 x 8.9 mm (5.28 x 2.60 x 0.35 in),,,,Lava Iris X1,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,1080p@30fps,,"4.5 inches, 55.8 cm2(~63.1% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2014, May. Released 2014, May",IPS LCD,"Li-Ion 2100 mAh, removable",,,,,"4.0, LE","FM radio, recording",Broadcom BCM23550,LED flash,"Accelerometer, proximity",GSM / HSPA,"Black, White",138 g (4.87 oz),Discontinued,,,Yes,2 MP,,,,,Broadcom VideoCore IV,,Yes,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Lava,,,
,Dual-core 1.0 GHz Cortex-A7,5 MP,4GB 512MB RAM,Up to 9 h 40 min,https://fdn2.gsmarena.com/vv/bigpic/lava-3g-415.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,125 x 64 x 10.7 mm (4.92 x 2.52 x 0.42 in),,,,Lava 3G 415,No,,,Android 4.2 (Jelly Bean),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~56.9% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2014, May. Released 2014, May","TFT, 256K colors","Li-Ion 1500 mAh, removable",,,,,2.0,FM radio,Mediatek MT6572 (28 nm),LED flash,Accelerometer,GSM / HSPA,"Black, Grey",119 g (4.20 oz),Discontinued,,,Yes,VGA,,,,,Mali-400,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 200 h,Lava,,,
,Dual-core 1.0 GHz Cortex-A7,2 MP,2GB 256MB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-3g-354.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,118 x 61 x 11.8 mm (4.65 x 2.40 x 0.46 in),,,,Lava 3G 354,No,,,Android 4.2 (Jelly Bean),,,,microUSB 2.0,Yes,,"3.5 inches, 36.5 cm2(~50.7% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2014, May. Released 2014, May","TFT, 256K colors","Li-Ion 1400 mAh, removable",,,,,2.0,FM radio,Mediatek MT6572 (28 nm),,Accelerometer,GSM / HSPA,Dark Blue & White,103.8 g (3.63 oz),Discontinued,,,Yes,VGA,,,,,Mali-400,,Yes,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,Lava,,,
,Quad-core 1.3 GHz,"10 MP, AF",8GB 1GB RAM,Up to 4 h 30 min,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-504q-plus.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,146.7 x 72.5 x 7.9 mm (5.78 x 2.85 x 0.31 in),,,,Lava Iris 504q+,No,,,"Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)",,,,microUSB 2.0,Yes,,"5.0 inches, 68.9 cm2(~64.8% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2014, April. Released 2014, April",IPS LCD,"Li-Po 2000 mAh, removable",,,,,"3.0, A2DP",FM radio,,"LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA,"Grey, White",149 g (5.26 oz),Discontinued,,,Yes,2 MP,,,,,Mali-400MP2,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Up to 230 h,Lava,,,
Flashlight,Dual-core 1.2 GHz,1.3 MP,512MB 256MB RAM,Up to 5 h,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-356.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,116.9 x 62.5 x 12.6 mm (4.60 x 2.46 x 0.50 in),,,,Lava Iris 356,No,,,Android 4.2 (Jelly Bean),,,,microUSB,Yes,,"3.5 inches, 36.5 cm2(~49.9% screen-to-body ratio)","Yes, 384 kbps",microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2014, April. Released 2014, April",TFT,"Li-Ion 1500 mAh, removable",,,,,2.0,"FM radio, recording",,,"Accelerometer, proximity",GSM / HSPA,"Crystal White, Black, Grey",112 g (3.95 oz),Discontinued,,,Yes,VGA,,,,,,,Yes,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Up to 200 h,Lava,,,
,Dual-core 1.3 GHz,5 MP,4GB 512MB RAM,Up to 9 h 15 min,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-450.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 100 EUR,136 x 63.5 x 10.5 mm (5.35 x 2.5 x 0.41 in),,,,Lava Iris 450 Colour,No,,,Android 4.2 (Jelly Bean),,,,microUSB 2.0,720p,,"4.5 inches, 55.8 cm2(~64.6% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2014, April. Released 2014, April",IPS LCD,"Li-Ion 1800 mAh, removable",,,,,"4.0, A2DP","FM radio, recording",,"LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA,"Blue, Tan Brown, Raspberry Pink, Ivory White, Pro Black",136 g (4.80 oz),Discontinued,,,Yes,VGA,,,,,Mali-400,,Yes,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Lava,,,
eMMC 4.5,Quad-core 1.2 GHz Cortex-A7,5 MP,4GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-406q.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",About 80 EUR,124 x 64.5 x 10.3 mm (4.88 x 2.54 x 0.41 in),,,,Lava Iris 406Q,No,,,"Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat)",,,,microUSB 2.0,720p,,"4.0 inches, 45.5 cm2(~56.9% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2014, April. Released 2014, April",TFT,"Li-Ion 1700 mAh, removable",,,,,"4.0, A2DP, LE","FM radio, recording",Qualcomm MSM8610 Snapdragon 200 (28 nm),"LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA,"Black, White",-,Discontinued,,,Yes,VGA,,,,,Adreno 302,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Lava,,,
,Quad-core 1.2 GHz,"8 MP, AF",4GB 1GB RAM,Up to 10 h (2G) / Up to 5 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-iris-550q.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 150 EUR,156 x 77.8 x 9.8 mm (6.14 x 3.06 x 0.39 in),,,,Lava Iris 550Q,No,,,Android 4.2 (Jelly Bean),,,,microUSB 2.0,1080p@30fps,,"5.5 inches, 83.4 cm2(~68.7% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2014, April. Released 2014, April",IPS LCD,Li-Po 2600 mAh battery,,,,,"4.0, A2DP","FM radio, recording",,"LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA,"Black, White",177 g (6.24 oz),Discontinued,,,Yes,2 MP,,,,,PowerVR SGX544,,Yes,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Up to 500 h,Lava,,,
,Quad-core 1.2 GHz,"8 MP, AF",4GB 1GB RAM,Up to 7 h 30 min,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-pro-20.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 150 EUR,138 x 67.5 x 7.7 mm (5.43 x 2.66 x 0.30 in),,,,Lava Iris Pro 20,No,,,Android 4.2.1 (Jelly Bean),,,,microUSB 2.0,1080p@30fps,,"4.7 inches, 60.9 cm2(~65.4% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2014, April. Released 2014, April",IPS LCD,"Li-Po 2000 mAh, removable",,,,,"4.0, A2DP",FM radio,,"Dual-LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA,Dark Blue,112 g (3.95 oz),Discontinued,,,Yes,VGA,,,,,PowerVR SGX544,,Yes,"540 x 960 pixels, 16:9 ratio (~234 ppi density)",Corning Gorilla Glass,Up to 400 h,Lava,,,
,Quad-core 1.2 GHz,"8 MP, AF",4GB 1GB RAM,Up to 7 h 30 min,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-pro-30.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 180 EUR,138 x 66.7 x 7.5 mm (5.43 x 2.63 x 0.30 in),,,,Lava Iris Pro 30,No,,,Android 4.2.1 (Jelly Bean),,,,microUSB 2.0,1080p@30fps,,"4.7 inches, 60.9 cm2(~66.2% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2014, January. Released 2014, January",IPS LCD,"Li-Po 2000 mAh, removable",,,,,"4.0, A2DP",FM radio,,"Dual-LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA,Grey/Black,114 g (4.02 oz),Discontinued,,,Yes,3 MP,,,,,PowerVR SGX544,,Yes,"720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Corning Gorilla Glass,Up to 400 h,Lava,,,
Flashlight,1.0 GHz,3.15 MP,512MB 256MB RAM,Up to 10 h 40 min,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-401e.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 50 EUR,124 x 63 x 10 mm (4.88 x 2.48 x 0.39 in),,,,Lava Iris 401e,No,,,Android 2.3.5 (Gingerbread),,,,Proprietary,Yes,,"4.0 inches, 45.5 cm2(~58.3% screen-to-body ratio)",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,A-GPS only,"2013, June. Released 2013, June","TFT, 256K colors","Li-Ion 1500 mAh, removable",,Yes,,,Yes,FM radio,,,Accelerometer,GSM,Grey/Blue,133 g (4.69 oz),Discontinued,,,Yes,,No,,,Yes,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 210 h,Lava,,,
,1.0 GHz,2 MP,512MB 256MB RAM,Up to 5 h,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-349s.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 40 EUR,115 x 61.5 x 13.3 mm (4.53 x 2.42 x 0.52 in),,,,Lava Iris 349S,No,,,Android 2.3 (Gingerbread),,,,Proprietary,Yes,,"3.5 inches, 36.5 cm2(~51.6% screen-to-body ratio)",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2013, June. Released 2013, June","TFT, 256K colors","Li-Ion 1400 mAh, removable",,Yes,,,Yes,FM radio,,,Accelerometer,GSM,Brown/cool gold,115.4 g (4.06 oz),Discontinued,,,Yes,VGA,,,,Yes,,,Yes,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Up to 250 h,Lava,,,
No,1.0 GHz,2 MP,512MB 256MB RAM,Up to 5 h,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-349-plus.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 40 EUR,115 x 61.5 x 13.3 mm (4.53 x 2.42 x 0.52 in),,,,Lava Iris 349+,No,,,Android 2.3 (Gingerbread),,,,Proprietary,Yes,,"3.5 inches, 36.5 cm2(~51.6% screen-to-body ratio)",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2013, July. Released 2013, July","TFT, 256K colors","Li-Ion 1400 mAh, removable",,Yes,,,Yes,FM radio,,,Accelerometer,GSM,Brown/cool gold,115.4 g (4.06 oz),Discontinued,,,Yes,,,,,Yes,,,Yes,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Up to 250 h,Lava,,,
,Dual-core 1.2 GHz,2 MP,2GB 256MB RAM,Up to 7 h,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-404.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 50 EUR,125 x 64 x 9.9 mm (4.92 x 2.52 x 0.39 in),,,,Lava Iris 404e,No,,,Android 4.2 (Jelly Bean),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~56.9% screen-to-body ratio)",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,No,"2013, December. Released 2013, December","TFT, 256K colors","Li-Ion 1400 mAh, removable",,Yes,,,"3.0, A2DP",FM radio,,Panorama,Accelerometer,GSM,Black/White,113 g (3.99 oz),Discontinued,,,Yes,VGA,,,,Yes,Mali-400,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 150 h,Lava,,,
,Dual-core 1.0 GHz,3.15 MP,4GB 512MB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-503.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 90 EUR,143.2 x 73.3 x 10.5 mm (5.64 x 2.89 x 0.41 in),,,,Lava Iris 503e,No,,,Android 4.2 (Jelly Bean),,,,microUSB 2.0,Yes,,"5.0 inches, 68.9 cm2(~65.6% screen-to-body ratio)",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2013, October. Released 2013, October",TFT,"Li-Ion 2000 mAh, removable",,Yes,,,Yes,FM radio,,LED flash,Accelerometer,GSM,Black,175 g (6.17 oz),Discontinued,,,Yes,1.3 MP,,,,Yes,Mali-400,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,Lava,,,
,Quad-core 1.2 GHz,"5 MP, AF",4GB 512MB RAM,Up to 5 h 20 min,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-506q.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 110 EUR,143 x 73 x 8.9 mm (5.63 x 2.87 x 0.35 in),,,,Lava Iris 506Q,No,,,Android 4.2 (Jelly Bean),,,,microUSB 2.0,Yes,,"5.0 inches, 68.9 cm2(~66.0% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2013, September. Released 2013, September",TFT,"Li-Po 2000 mAh, removable",,,,,Yes,FM radio,,"LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA,Dark Grey,143.5 g (5.04 oz),Discontinued,,,Yes,VGA,,,,,PowerVR SGX544,,Yes,"540 x 960 pixels, 16:9 ratio (~220 ppi density)",,Up to 230 h,Lava,,,
,Dual-core 1.2 GHz,"5 MP, AF",4GB 512MB RAM,Up to 6 h,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-505.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 100 EUR,149.6 x 75 x 9.5 mm (5.89 x 2.95 x 0.37 in),,,,Lava Iris 505,No,,,Android 4.2 (Jelly Bean),,,,microUSB 2.0,Yes,,"5.0 inches, 68.9 cm2(~61.4% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2013, August. Released 2013, August",TFT,"Li-Po 2000 mAh, removable",,,,,Yes,FM radio,,"LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA,Dark Grey,-,Discontinued,,iris505,Yes,VGA,,,,,Mali-400,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,Lava,,,
,Quad-core 1.2 GHz,"8 MP, AF",4GB 1GB RAM,Up to 4 h,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-504q.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 170 EUR,142.9 x 72.9 x 8.4 mm (5.63 x 2.87 x 0.33 in),,,,Lava Iris 504q,No,,,Android 4.2 (Jelly Bean),,,,microUSB 2.0,Yes,,"5.0 inches, 68.9 cm2(~66.2% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2013, June. Released 2013, June",TFT,"Li-Po 2000 mAh, removable",,,,,Yes,FM radio,,LED flash,Accelerometer,GSM / HSPA,Dark Grey,140 g (4.94 oz),Discontinued,,,Yes,2 MP,,,,,PowerVR SGX544,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Up to 230 h,Lava,,,
