Speed,,Loudspeaker,EDGE,GPRS,_4,Card slot,Features,CPU,Sensors,Model Image,512GB 12GB RAM,Type_1,OS,Dual,Bluetooth,SIM,Performance,2G bands,Internal,_1,Video_1,Positioning,Radio,Model Name,256GB 8GB RAM,Weight,5G bands,Video,Charging,Triple,Battery (old),3G bands,_2,Status,Loudspeaker_1,Quad,NFC,3.5mm jack,Single_1,WLAN,Price,Build,GPU,_3,4G bands,512GB 16GB RAM,Chipset,Resolution,Technology,Single,Announced,Brand,USB,Colors,Dimensions,Type,Size,Protection,Display
HSPA 42.2/5.76 Mbps,eMMC 5.1,Yes,,,,microSDXC (dedicated slot),LED flash,Quad-core 1.3 GHz Cortex-A7,"Accelerometer, proximity",https://fdn2.gsmarena.com/vv/bigpic/doogee-x93.jpg,,4350 mAh,Android 10 (Go edition),,"4.2, A2DP",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,16GB 2GB RAM,,720p,"GPS, GLONASS, BDS",FM radio,Doogee X93,,-,,1080p,10W wired,"8 MP, f/2.2, (wide)2 MP, f/2.2, (depth)2 MP",,HSDPA 900 / 2100,,"Available. Released 2021, August",,,No,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 90 EUR,,Mali-400MP2,,,,Mediatek MT6580 (28 nm),600 x 1280 pixels (~232 ppi density),GSM / HSPA,"5 MP, f/2.2, (wide)","2021, August",Doogee,"microUSB 2.0, OTG","Black, Blue, Green",156 x 73.8 x 9.8 mm (6.14 x 2.91 x 0.39 in),IPS LCD,"6.1 inches, 92.3 cm2(~80.1% screen-to-body ratio)",,
"HSPA, LTE, 5G",CDMA 800 / 1900,Yes,,,,Unspecified,"Dual-LED flash, HDR, panorama",Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, infrared thermometer (surface temperature)",https://fdn2.gsmarena.com/vv/bigpic/doogee-v10.jpg,,8500 mAh,Android 11,,"5.2, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 8GB RAM,IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee V10,,340 g (11.99 oz),"1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78, 79","1440p, 1080p","33W wired, 45% in 30 min10W wirelessReverse wired","48 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)2 MP, f/2.2, (depth)",,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,UFS 2.2,"Available. Released 2021, August",,,Yes,No,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 350 EUR,,Mali-G57 MC2,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66",,Mediatek Dimensity 700 (7 nm),"720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)",GSM / CDMA / HSPA / LTE / 5G,"16 MP, f/2.0, (wide)","2021, August 02",Doogee,"USB Type-C 2.0, OTG","Black, Orange, Red",169.3 x 81.2 x 16.1 mm (6.67 x 3.20 x 0.63 in),IPS LCD,"6.39 inches, 100.2 cm2(~72.9% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",IP68 dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5m,Yes,,,,microSDXC (uses shared SIM slot),LED flash,Quad-core 1.8 GHz Cortex-A53,"Accelerometer, proximity",https://fdn2.gsmarena.com/vv/bigpic/doogee-s35.jpg,,4350 mAh,Android 11,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,16GB 3GB RAM,eMMC 5.1,Yes,"GPS, GLONASS, BDS",FM radio,Doogee S35,,260 g (9.17 oz),,1080p,10W wired,"13 MP, f/2.2, (wide), AF2 MP, f/2.8, (macro)2 MP, f/2.8, (depth)",,HSDPA 900 / 2100,,"Available. Released 2021, August",,,No,Yes,,Wi-Fi 802.11 a/b/g/n,About 120 EUR,,PowerVR GE8320,,"1, 3, 7, 8, 20",,Mediatek MT6761D Helio A20 (12 nm),"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",GSM / HSPA / LTE,"5 MP, f/2.8, (wide)","2021, July 27",Doogee,"microUSB 2.0, OTG","Black, Orange, Red",153.4 x 82.9 x 15.7 mm (6.04 x 3.26 x 0.62 in),IPS LCD,"5.0 inches, 68.9 cm2(~54.2% screen-to-body ratio)",,
"HSPA, LTE",UFS 2.1,Yes,,,,microSDXC (uses shared SIM slot),LED flash,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-n40-pro.jpg,,6380 mAh,Android 11,,"4.2, A2DP",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 6GB RAM,,720p,"GPS, GLONASS, BDS",FM radio,Doogee N40 Pro,,210 g (7.41 oz),,1080p,24W wired,,,HSDPA 900 / 2100,,"Available. Released 2021, July 26",,"20 MP, f/2.2, (wide), PDAF8 MP, f/2.2, 120˚ (ultrawide)8 MP, f/2.2, (macro)2 MP, f/2.2, (depth)",No,Unspecified,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 190 EUR,,Mali-G72 MP3,,"1, 3, 7, 8, 20, 40",,Mediatek MT6771 Helio P60 (12 nm),"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",GSM / HSPA / LTE,"16 MP, f/2.0, (wide)","2021, July 06",Doogee,"USB Type-C 2.0, OTG","Black, Blue, Brown, Green",165.2 x 75.7 x 9.9 mm (6.50 x 2.98 x 0.39 in),IPS LCD,"6.52 inches, 102.6 cm2(~82.1% screen-to-body ratio)",,
"HSPA, LTE",IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,Yes,,,,microSDXC (uses shared SIM slot),"Quad-LED flash, HDR, panorama",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, infrared thermometer (surface temperature)",https://fdn2.gsmarena.com/vv/bigpic/doogee-s86-pro.jpg,,8500 mAh,Android 10,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 8GB RAM,UFS 2.1,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee S86 Pro,,323 g (11.39 oz),,1080p,24W wired,"16 MP, f/2.0, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)2 MP, f/2.2, (macro)",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2021, June 15",,,Yes,Yes,,Wi-Fi 802.11 a/b/g/n,About 230 EUR,,Mali-G72 MP3,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 66",,Mediatek MT6771 Helio P60 (12 nm),"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",GSM / HSPA / LTE,"8 MP, f/2.2, (wide)","2021, June 04",Doogee,"USB Type-C 2.0, OTG","Black, Orange, Red",164.6 x 81.2 x 16.8 mm (6.48 x 3.20 x 0.66 in),IPS LCD,"6.1 inches, 91.3 cm2(~68.3% screen-to-body ratio)",Corning Gorilla Glass,
,eMMC 5.1,Yes,No,No,,microSDXC (dedicated slot),,Quad-core 1.3 GHz,Accelerometer,https://fdn2.gsmarena.com/vv/bigpic/doogee-u7.jpg,,3400 mAh,Android 10,,4.0,No,,N/A,32GB 2GB RAM,,Yes,No,No,Doogee U7,,373 g (13.16 oz),,720p@30fps,10W wired,,,N/A,,Available. Released 2021,,,No,Yes,0.3 MP,Wi-Fi 802.11 b/g/n,,,,,N/A,,Mediatek MT6580,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",No cellular connectivity,2 MP,2021,Doogee,"USB Type-C 2.0, OTG","Blue, Pink",209.5 x 142.5 x 20 mm (8.25 x 5.61 x 0.79 in),IPS LCD,"7.0 inches, 137.9 cm2(~46.2% screen-to-body ratio)",,
"HSPA, LTE",eMMC 5.1,Yes,,,,microSDXC (dedicated slot),LED flash,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),"Fingerprint (rear-mounted), accelerometer, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-x96-pro.jpg,,5400 mAh,Android 11,,"4.2, A2DP",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,64GB 4GB RAM,,720p,"GPS, GLONASS, BDS",FM radio,Doogee X96 Pro,,198 g (6.98 oz),,1080p,10W wired,,,HSDPA 850 / 900 / 1900 / 2100,,"Available. Released 2021, May",,"13 MP, f/2.2, (wide), PDAF2 MP, f/2.8, (macro)2 MP, f/2.2, (depth)2 MP",No,Yes,,Wi-Fi 802.11 b/g/n,About 140 EUR,,IMG8322,,"1, 3, 5, 7, 8, 20, 40, 41",,Unisoc SC9863A (28 nm),"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",GSM / HSPA / LTE,"8 MP, f/2.0, (wide)","2021, May",Doogee,"microUSB 2.0, OTG","Black, Blue, Green, Red",165.2 x 76.7 x 9.7 mm (6.50 x 3.02 x 0.38 in),IPS LCD,"6.52 inches, 102.6 cm2(~81.0% screen-to-body ratio)",,
,50m water resistant (IP68),No,No,No,,No,,,"Accelerometer, heart rate",https://fdn2.gsmarena.com/vv/bigpic/doogee-cs2th.jpg,,Li-Ion 300 mAh,Proprietary,,"5.0, A2DP, LE",No,,N/A,,No,,No,No,Doogee CS2,,35 g (1.23 oz),,,,,,N/A,,"Available. Released 2021, May",,,No,No,,No,About 40 EUR,"Plastic frame, plastic back",,,N/A,,Realtek 8762C,240 x 240 pixels (~201 ppi density),No cellular connectivity,,"2021, May",Doogee,No,"Black, Rose Gold, Silver",43.8 x 36.9 x 10.5 mm (1.72 x 1.45 x 0.41 in),IPS LCD,1.69 inches,,
"HSPA, LTE",IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,Yes,,,,microSDXC (uses shared SIM slot),"Quad-LED flash, HDR, panorama",Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, laser rangefinder",https://fdn2.gsmarena.com/vv/bigpic/doogee-s97-pro-.jpg,,8500 mAh,Android 11,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 8GB RAM,UFS,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee S97 Pro,,-,,1080p,33W wired10W wireless,"48 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)2 MP, f/2.8, (macro)2 MP, f/2.8, (depth)",,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2021, April",,,Yes,Unspecified,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 300 EUR,,Mali-G76 MC4,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 40, 66",,Mediatek MT6785V/CD Helio G95 (12 nm),"720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)",GSM / HSPA / LTE,"16 MP, f/2.0, (wide)","2021, April",Doogee,"USB Type-C 2.0, OTG","Black, Orange, Red",170.2 x 83.6 x 16.2 mm (6.70 x 3.29 x 0.64 in),IPS LCD,"6.39 inches, 100.2 cm2(~70.4% screen-to-body ratio)",Corning Gorilla Glass,
,50m water resistant (IP68),No,No,No,,No,,,"Accelerometer, heart rate",https://fdn2.gsmarena.com/vv/bigpic/doogee-cr1thumb.jpg,,Li-Ion 300 mAh,Proprietary,,"5.0, A2DP, LE",No,,N/A,,No,,No,No,Doogee CR1,,42 g (1.48 oz),,,,,,N/A,,"Available. Released 2021, March 29",,,No,No,,No,About 40 EUR,"Plastic frame, plastic back",,,N/A,,Realtek 8762C,240 x 240 pixels (~265 ppi density),No cellular connectivity,,"2021, March 29",Doogee,No,"Basalt Grey, Charm Red, Rose Gold, Cypress Green, Charm Blue, Obsidian Black",46.2 x 46.2 x 10.3 mm (1.82 x 1.82 x 0.41 in),IPS LCD,1.28 inches,,
"HSPA, LTE",IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,Yes,,,,microSDXC (uses shared SIM slot),"Quad-LED flash, HDR, panorama",Octa-core 2.0 GHz Cortex-A53,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s59-pro.jpg,,10050 mAh,Android 10,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 4GB RAM,,1080p,"GPS, GLONASS, GALILEO, BDS",FM radio,Doogee S59 Pro,,340 g (11.99 oz),,1080p,24W wired,,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2021, April",,"16 MP, f/2.0, (wide), PDAF8 MP, f/2.2, 130˚ (wide), PDAF8 MP, f/2.2, 130˚ (macro), PDAF2 MP, f/2.4, (depth)",Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 210 EUR,,PowerVR GE8320,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 28, 34, 38, 39, 40, 41",,Mediatek MT6762 Helio P22 (12 nm),"720 x 1520 pixels, 19:9 ratio (~295 ppi density)",GSM / HSPA / LTE,"16 MP, f/2.0, (wide)","2021, March 22",Doogee,"USB Type-C 2.0, OTG","Black, Orange, Green",161 x 80.2 x 18.3 mm (6.34 x 3.16 x 0.72 in),IPS LCD,"5.71 inches, 81.4 cm2(~63.0% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,Yes,,,,microSDXC (uses shared SIM slot),"Quad-LED flash, HDR, panorama",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s86.jpg,,8500 mAh,Android 10,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 6GB RAM,UFS 2.1,1080p,"GPS, GLONASS, BDS",FM radio,Doogee S86,,323 g (11.39 oz),,1080p,24W wired,,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2021, March",,"16 MP, f/2.0, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)2 MP, f/2.2, (macro)2 MP, f/2.4, (depth)",Yes,Yes,,Wi-Fi 802.11 a/b/g/n,About 210 EUR,,Mali-G72 MP3,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 66",,Mediatek MT6771 Helio P60 (12 nm),"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",GSM / HSPA / LTE,"8 MP, f/2.2, (wide)","2021, February 26",Doogee,"USB Type-C 2.0, OTG","Black, Orange, Red",164.6 x 81.2 x 16.8 mm (6.48 x 3.20 x 0.66 in),IPS LCD,"6.1 inches, 91.3 cm2(~68.3% screen-to-body ratio)",Corning Gorilla Glass,
,50m water resistant (IP68)Metal bezel,No,No,No,,No,,,"Accelerometer, heart rate",https://fdn2.gsmarena.com/vv/bigpic/doogee-cs1th.jpg,,Li-Ion 200 mAh,Proprietary,,"4.0, A2DP, LE",No,,N/A,,No,,No,No,Doogee CS1,,45 g (1.59 oz),,,,,,N/A,,"Available. Released 2021, February",,,No,No,,No,About 30 EUR,"Plastic frame, plastic back",,,N/A,,nRF52832,240 x 240 pixels (~242 ppi density),No cellular connectivity,,"2021, February",Doogee,No,"Graphite Black, Space Gray",41.5 x 35.9 x 8.9 mm (1.63 x 1.41 x 0.35 in),IPS LCD,1.4 inches,,
"HSPA, LTE",IP68/IP69K dust/water resistant (up to 30m for 90 min)Drop resistant up to 1.5mMIL-STD-810G compliant,Yes,,,,microSDXC (uses shared SIM slot),"LED flash, HDR, panorama",Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s88-plus.jpg,,10000 mAh,Android 10,,"4.2, A2DP",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 8GB RAM,,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee S88 Plus,,372 g (13.12 oz),,1080p,24W wired10W wireless5W Reverse wireless,"48 MP, f/1.8, (wide), PDAF8 MP, (telephoto)8 MP, f/2.4, 130˚, (ultrawide)",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2021, February",,,Yes,Yes,,Wi-Fi 802.11 b/g/n,About 280 EUR,,Mali-G72 MP3,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 40, 66",,Mediatek MT6771 Helio P70 (12 nm),"1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",GSM / HSPA / LTE,"16 MP, f/2.0, (wide)","2021, January 26",Doogee,"USB Type-C 2.0, OTG","Black, Orange, Green",171.6 x 85.5 x 18.7 mm (6.76 x 3.37 x 0.74 in),IPS LCD,"6.3 inches, 97.4 cm2(~66.4% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",eMMC 5.1,Yes,,,,microSDXC (uses shared SIM slot),LED flash,Quad-core 1.8 GHz Cortex-A53,"Accelerometer, proximity",https://fdn2.gsmarena.com/vv/bigpic/doogee-x95-pro.jpg,,4350 mAh,Android 10,,"5.2, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,32GB 4GB RAM,,720p,"GPS, GLONASS, BDS",FM radio,Doogee X95 Pro,,-,,1080p,10W wired,"13 MP, (wide)2 MP, (depth)2 MP, (telephoto)",,HSDPA 900 / 2100,,"Available. Released 2021, January",,,No,Yes,,Wi-Fi 802.11 b/g/n,About 120 EUR,,PowerVR GE8300,,"1, 3, 7, 8, 20",,Mediatek MT6761V/WE Helio A22 (12 nm),"540 x 1200 pixels, 20:9 ratio (~202 ppi density)",GSM / HSPA / LTE,"5 MP, f/2.2, (wide)","2021, January 15",Doogee,"microUSB 2.0, OTG","Black, Blue, Green",167 x 77.4 x 8.9 mm (6.57 x 3.05 x 0.35 in),"IPS LCD, 600 nits","6.52 inches, 102.6 cm2(~79.4% screen-to-body ratio)",,
"HSPA, LTE",CDMA 800 / 1900,Yes,,,,microSDXC (dedicated slot),"Quad-LED flash, HDR, panorama",Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s96-pro.jpg,,6350 mAh,Android 10,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 8GB RAM,IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee S96 Pro,,310 g (10.93 oz),,1080p,24W wired10W wireless,,,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,UFS,"Available. Released 2020, November",,"48 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)20 MP, f/2.8, (night vision), 4 infrared night vision lights2 MP, f/2.4, (macro)",Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 280 EUR,,Mali-G76 MC4,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 40, 66",,Mediatek MT6785 Helio G90 (12 nm),"720 x 1520 pixels, 19:9 ratio (~270 ppi density)",GSM / CDMA / HSPA / LTE,"16 MP, f/2.0, (wide)","2020, October 26",Doogee,"USB Type-C 2.0, OTG","Black, Orange, Green",167 x 81.4 x 15.5 mm (6.57 x 3.20 x 0.61 in),IPS LCD,"6.22 inches, 96.6 cm2(~71.0% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",,Yes,,,,microSDXC (dedicated slot),LED flash,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),"Fingerprint (rear-mounted), accelerometer, proximity",https://fdn2.gsmarena.com/vv/bigpic/doogee-n30.jpg,,4500 mAh,Android 10,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 4GB RAM,,Yes,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee N30,,190 g (6.70 oz),,1080p,10W wired,,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2020, October",,"16 MP, f/2.0, (wide), PDAF8 MP, f/2.4, 130˚ (ultrawide)2 MP, f/2.2, (macro)2 MP, f/2.8, (depth)",No,Yes,,"Wi-Fi 802.11 a/b/g/n, dual-band",About 150 EUR,,PowerVR GE8320,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 28, 34, 38, 39, 40, 41",,Mediatek MT6762V/WD Helio A25 (12 nm),"720 x 1600 pixels, 20:9 ratio (~268 ppi density)",GSM / HSPA / LTE,"8 MP, f/2.0, (wide)","2020, September 18",Doogee,"USB Type-C 2.0, OTG","Black, Blue, White, Green",167 x 77.4 x 8.9 mm (6.57 x 3.05 x 0.35 in),IPS LCD,"6.55 inches, 103.6 cm2(~80.1% screen-to-body ratio)",,
"HSPA, LTE",IP68 dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,Yes,,,,microSDXC (uses shared SIM slot),"LED flash, HDR, panorama",Octa-core 2.0 GHz Cortex-A53,"Fingerprint (rear-mounted), accelerometer, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s58-pro.jpg,,5180 mAh,Android 10,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,64GB 6GB RAM,,1080p,"GPS, GLONASS, GALILEO, BDS",FM radio,Doogee S58 Pro,,284 g (10.02 oz),,1080p,24W wired,"16 MP, f/2.0, (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,HSDPA 850 / 900 / 1900 / 2100,,"Available. Released 2020, August",,,Yes,Yes,,Wi-Fi 802.11 a/b/g/n,About 170 EUR,,PowerVR GE8320,,"1, 3, 7, 8, 20",,Mediatek MT6762V Helio P22 (12 nm),"720 x 1520 pixels, 19:9 ratio (~295 ppi density)",GSM / HSPA / LTE,"16 MP, f/2.0, (wide)","2020, August 07",Doogee,"USB Type-C 2.0, OTG","Black, Orange, Green",162.8 x 81 x 15.9 mm (6.41 x 3.19 x 0.63 in),IPS LCD,"5.71 inches, 81.4 cm2(~61.7% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",eMMC 5.1,Yes,,,,microSDXC (uses shared SIM slot),LED flash,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"Fingerprint (rear-mounted), accelerometer, proximity",https://fdn2.gsmarena.com/vv/bigpic/doogee-n20-pro.jpg,,4400 mAh,Android 10,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 6GB RAM,,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee N20 Pro,,175 g (6.17 oz),,1080p,10W wired,,,HSDPA 850 / 900 / 2100,,"Available. Released 2020, August",,"16 MP, f/2.0, (wide), PDAF8 MP, f/2.4, 130˚ (ultrawide)2 MP, f/2.6, (macro)2 MP, f/2.8, (depth)",No,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 170 EUR,,Mali-G72 MP3,,"1, 3, 5, 7, 8, 19, 20",,Mediatek MT6771V/CA Helio P60 (12 nm),"1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",GSM / HSPA / LTE,"16 MP, f/2.0, (wide)","2020, August 04",Doogee,microUSB 2.0,"Gray, Purple, Forest",159 x 77.1 x 8.8 mm (6.26 x 3.04 x 0.35 in),IPS LCD,"6.3 inches, 99.1 cm2(~80.8% screen-to-body ratio)",,
"HSPA, LTE",IP68 dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,Yes,,,,microSDXC (uses shared SIM slot),LED flash,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),"Fingerprint (rear-mounted), accelerometer, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s40-pro.jpg,,4650 mAh,Android 10,"13 MP, f/2.8, (wide)2 MP, f/2.8, (depth)","5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,64GB 4GB RAM,eMMC 5.1,Yes,"GPS, GLONASS, GALILEO, BDS",FM radio,Doogee S40 Pro,,238 g (8.40 oz),,1080p,10W wired,,,HSDPA 900 / 2100,,"Available. Released 2020, July",,,Yes,Yes,,Wi-Fi 802.11 a/b/g/n,About 150 EUR,,PowerVR GE8320,,"1, 3, 7, 8, 20",,Mediatek MT6762 Helio A25 (12 nm),"720 x 1440 pixels, 18:9 ratio (~295 ppi density)",GSM / HSPA / LTE,"5 MP, f/2.8, (wide)","2020, July 17",Doogee,"microUSB 2.0, OTG","Black, Orange, Green",158.2 x 79.4 x 14.1 mm (6.23 x 3.13 x 0.56 in),IPS LCD,"5.45 inches, 76.7 cm2(~61.0% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",IP68/IP69K dust/water resistant (up to 30m for 90 min)Drop resistant up to 1.5mMIL-STD-810G compliant,Yes,,,,microSDXC (uses shared SIM slot),"Quad-LED flash, HDR, panorama",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s59.jpg,,10050 mAh,Android 10,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,64GB 4GB RAM,eMMC 5.1,1080p,"GPS, GLONASS, GALILEO, BDS",FM radio,Doogee S59,,340 g (11.99 oz),,1080p,24W wired,,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2020, Q2",,"16 MP, f/2.0, (wide), PDAF8 MP, f/2.2, 130˚ (wide), PDAF8 MP, f/2.2, 130˚ (macro), PDAF2 MP, f/2.4, (depth)",Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 180 EUR,,PowerVR GE8320,,"1, 3, 7, 8, 20",,Mediatek MT6762 Helio A25 (12 nm),"720 x 1520 pixels, 19:9 ratio (~295 ppi density)",GSM / HSPA / LTE,"16 MP, f/2.0, (wide)","2020, Q2",Doogee,"USB Type-C 2.0, OTG","Black, Orange, Green",161 x 80.2 x 18.3 mm (6.34 x 3.16 x 0.72 in),IPS LCD,"5.71 inches, 81.4 cm2(~63.0% screen-to-body ratio)",Corning Gorilla Glass,
