,256GB 12GB RAM,Dimensions,Camera,Model Image,Type_1,Build,Battery (old),_1,512GB 12GB,Model Name,Models,Loudspeaker_1,Card slot,Brand,256GB 8GB,Speed,SAR,Quad,Sensors,Video_1,Charging,_2,GPU,Announced,CPU,Positioning,Technology,Loudspeaker,SIM,64GB 4GB RAM,_3,2G bands,3.5mm jack,Video,NFC,Triple,4G bands,Features,Features_1,128GB 6GB RAM,Price,Display,Single_1,Type,256GB 8GB RAM,Chipset,64GB 3GB RAM,WLAN,128GB 8GB RAM,3G bands,Size,Single,Bluetooth,Radio,USB,Protection,Dual,Status,Internal,Performance,OS,Colors,128GB 4GB RAM,Battery (new),5G bands,512GB 12GB RAM,Weight,Infrared port,Resolution
,,145 x 74.2 x 9.7 mm (5.71 x 2.92 x 0.38 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pop1-lite.jpg,Li-Ion 2000 mAh battery,,,,,Tecno Pop 1 Lite,,,microSDHC,Tecno,,HSPA 21.1/5.76 Mbps,,,Accelerometer,,,,Mali-400MP2,"2018, July",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA,Yes,Dual SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,,"Dual-LED flash, HDR",,,,,2 MP,TFT,,Mediatek MT6580M (28 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 2100,"5.0 inches, 68.9 cm2(~64.0% screen-to-body ratio)",5 MP,4.0,FM radio,microUSB 2.0,,,"Available. Released 2018, July",8GB 512MB RAM,,Android 8.1 Oreo (Go edition),"Champagne Gold, Ice Blue, Dark Blue, Elegant Black",,,,,152.4 g (5.36 oz),,"480 x 854 pixels, 16:9 ratio (~196 ppi density)"
,,159.8 x 76.8 x 8.2 mm (6.29 x 3.02 x 0.32 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pouvoir-2-pro.jpg,"Li-Ion 5000 mAh, non-removable",,,,,Tecno Pouvoir 2 Pro,LA7 Pro,,microSDHC,Tecno,,"HSPA, LTE",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,,"2018, August",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA / LTE,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 900 / 1800,Yes,1080p@30fps,No,,"3, 7, 20",Dual-LED dual-tone flash,LED flash,,,,13 MP,TFT,,,,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"6.0 inches, 92.9 cm2(~75.7% screen-to-body ratio)","13 MP, AF","4.2, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2018, August",16GB 3GB RAM,,Android 8.1 (Oreo),"City Blue, Phantom Black, Honor Gold, Champagne Gold",,,,,171 g (6.03 oz),,"720 x 1440 pixels, 18:9 ratio (~268 ppi density)"
,,159.8 x 76.8 x 8.5 mm (6.29 x 3.02 x 0.33 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pouvoir2.jpg,"Li-Ion 5000 mAh, non-removable",,,,,Tecno Pouvoir 2,"CA7, LA7",,microSDHC,Tecno,,"HSPA, LTE",,,"Accelerometer, proximity",1080p@30fps,,,,"2018, May",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA / LTE,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 900 / 1800,Yes,1080p@30fps,No,,"3, 7, 20",Dual-LED dual-tone flash,LED flash,,,,8 MP,TFT,,,,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"6.0 inches, 92.9 cm2(~75.7% screen-to-body ratio)","13 MP, AF","4.2, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2018, May",16GB 2GB RAM,,Android 8.1 (Oreo),"City Blue, Midnight Black, Champagne Gold",,,,,167 g (5.89 oz),,"720 x 1440 pixels, 18:9 ratio (~268 ppi density)"
,,154.5 x 77.2 x 8.8 mm (6.08 x 3.04 x 0.35 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pouvoir.jpg,"Li-Ion 5000 mAh, non-removable",,,,,Tecno Pouvoir 1,,,microSDHC,Tecno,,HSPA 21.1/5.76 Mbps,,,Accelerometer,1080p@30fps,,,Mali-400MP2,"2018, May",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,,LED flash,LED flash,,,,"5 MP, f/2.0",TFT,,Mediatek MT6580W (28 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 2100,"5.5 inches, 83.4 cm2(~69.9% screen-to-body ratio)","8 MP, AF","4.2, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2018, May",16GB 1GB RAM,,Android 7.0 (Nougat),"Dark Black, Spruce Green, Ice Blue, Amber Gold",,,,,164 g (5.78 oz),,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)"
,,153 x 76.4 x 7.9 mm (6.02 x 3.01 x 0.31 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-spark-pro.jpg,"Li-Ion 3000 mAh, non-removable",,,,,Tecno Spark Pro,K8,,microSDHC,Tecno,,"HSPA, LTE",,,"Fingerprint (rear-mounted), accelerometer, proximity",,,,,"2017, October",Quad-core 1.3 GHz,GPS,GSM / HSPA / LTE,Yes,Dual SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"3, 7, 20",LED flash,LED flash,,,,8 MP,IPS LCD,,,,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"5.5 inches, 83.4 cm2(~71.3% screen-to-body ratio)","13 MP, AF","4.2, A2DP, LE",FM radio,"microUSB 2.0, OTG",Corning Gorilla Glass (unspecified version),,"Available. Released 2017, November","16GB 1GB RAM, 16GB 2GB RAM",,Android 7.0 (Nougat),"Coral Blue, Champagne Gold, Black, Metallic Red",,,,,182 g (6.42 oz),,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)"
,,162 x 82.6 x 7.8 mm (6.38 x 3.25 x 0.31 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-spark-plus.jpg,"Li-Ion 3400 mAh, non-removable",,,,,Tecno Spark Plus,K9,,microSDHC,Tecno,,HSPA,,,"Fingerprint (rear-mounted), accelerometer, proximity",,,,Mali-400MP2,"2017, June",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,,"LED flash, HDR",LED flash,,,,5 MP,IPS LCD,,Mediatek MT6580 (28 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"6.0 inches, 99.2 cm2(~74.2% screen-to-body ratio)","13 MP, f/2.0, AF","4.2, A2DP, LE",FM radio,"microUSB 2.0, OTG",Corning Gorilla Glass (unspecified version),,"Available. Released 2017, July",16GB 2GB RAM,,Android 7.0 (Nougat),"Scarlet Red, Champagne Gold, Anthracite Grey, Elegant Blue",,,,,194 g (6.84 oz),,"720 x 1280 pixels, 16:9 ratio (~245 ppi density)"
eMMC 5.0,,152.2 x 71.7 x 5.6 mm (5.99 x 2.82 x 0.22 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-spark-cm.jpg,"Li-Ion 3050 mAh, non-removable",,,,,Tecno Spark CM,KA9,,microSDHC,Tecno,,"HSPA, LTE",,,"Fingerprint (rear-mounted), accelerometer, proximity",,,,Mali-T720MP2,"2017, December",Quad-core 1.3 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 8, 40, 41","Quad-LED flash, HDR",LED flash,,,,8 MP,IPS LCD,,Mediatek MT6737,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,HSDPA 850 / 900 / 2100,"5.7 inches, 83.8 cm2(~76.8% screen-to-body ratio)","13 MP, f/2.0, AF","4.2, A2DP, LE",FM radio,microUSB 2.0,Corning Gorilla Glass (unspecified version),,"Available. Released 2017, December",16GB 2GB RAM,,Android 7.0 (Nougat),"Midnight Black, Champagne Gold",,,,,172 g (6.07 oz),,"720 x 1440 pixels, 18:9 ratio (~282 ppi density)"
,,159.4 x 76.2 x 7.8 mm (6.28 x 3.00 x 0.31 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-spark2.jpg,"Li-Ion 3500 mAh, non-removable",,,,,Tecno Spark 2,"KA7, KA7O",,microSDHC,Tecno,,HSPA,,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,Mali-400MP2,"2018, June",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,,"Triple-LED flash, HDR",Dual-LED flash,,,,8 MP,IPS LCD,,Mediatek MT6580 (28 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"6.0 inches, 92.9 cm2(~76.5% screen-to-body ratio)","13 MP, f/2.0, AF","4.2, A2DP, LE",FM radio,"microUSB 2.0, OTG",Corning Gorilla Glass (unspecified version),,"Available. Released 2018, June","16GB 1GB RAM, 16GB 2GB RAM",,Android 8.1 Oreo (Go edition),"Champagne Gold, Black, Coral Blue, Metallic Red",,,,,175 g (6.17 oz),,"720 x 1440 pixels, 18:9 ratio (~268 ppi density)"
,,153 x 76.4 x 7.9 mm (6.02 x 3.01 x 0.31 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-spark.jpg,"Li-Ion 3000 mAh, non-removable",,,,,Tecno Spark,K7,,microSDHC,Tecno,,HSPA,,,"Fingerprint (rear-mounted), accelerometer, proximity",720p,,,Mali-400MP2,"2017, May",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,,"LED flash, HDR",HDR,,,,5 MP,IPS LCD,,Mediatek MT6580 (28 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"5.5 inches, 83.4 cm2(~71.3% screen-to-body ratio)","13 MP, f/2.0, AF","4.2, A2DP, LE",FM radio,"microUSB 2.0, OTG",Corning Gorilla Glass (unspecified version),,"Available. Released 2017, June","16GB 1GB RAM, 16GB 2GB RAM",,Android 7.0 (Nougat),"Champagne Gold, Black, Coral Blue, Metallic Red",,,,,169 g (5.96 oz),,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)"
eMMC 5.1,,158 x 75.2 x 5.2 mm (6.22 x 2.96 x 0.20 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-x-pro.jpg,"Li-Ion 3750 mAh, non-removable",,,,,Tecno Camon X Pro,CA8,,microSDXC,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,10W wired,,Mali-G71 MP2,"2018, March",Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 40, 41","Quad-LED flash, HDR","Dual-LED flash, HDR",,,,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",IPS LCD,,Mediatek MT6763T Helio P23 (16 nm),,Wi-Fi 802.11 a/b/g/n,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"6.0 inches, 92.9 cm2(~78.2% screen-to-body ratio)","16 MP, f/1.8, PDAF","4.2, A2DP, LE",FM radio,microUSB 2.0,NEG,,"Available. Released 2018, March",64GB 4GB RAM,,Android 8.1 (Oreo),"Midnight Black, Bordeaux Red",,,,,148 g (5.22 oz),,"1080 x 2160 pixels, 18:9 ratio (~402 ppi density)"
eMMC 5.1,,158.6 x 75.8 x 5.2 mm (6.24 x 2.98 x 0.20 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-x.jpg,"Li-Ion 3750 mAh, non-removable",,,,,Tecno Camon X,,,microSDXC,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,10W wired,,Mali-G71 MP2,"2018, March",Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 40","Quad-LED flash, HDR","Dual-LED flash, HDR",,,,"20 MP, f/2.0, (wide)",IPS LCD,,Mediatek MT6763T Helio P23 (16 nm),,Wi-Fi 802.11 a/b/g/n,,HSDPA 850 / 900 / 1800 / 1900 / 2100,"6.0 inches, 92.9 cm2(~77.3% screen-to-body ratio)","16 MP, f/1.8, PDAF","4.2, A2DP, LE",FM radio,microUSB 2.0,NEG,,"Available. Released 2018, March","16GB 3GB RAM, 32GB 3GB RAM",,Android 8.1 (Oreo),"Champagne Gold, Midnight Black, City Blue",,,,,149 g (5.26 oz),,"720 x 1440 pixels, 18:9 ratio (~268 ppi density)"
eMMC 5.1,,152.8 x 75.8 x 5.6 mm (6.02 x 2.98 x 0.22 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-cx-mc.jpg,"Li-Ion 3200 mAh, non-removable",,,,,Tecno Camon CX Manchester City LE,,,microSDXC,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,10W wired,,Mali-T860MP2,"2017, March",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),GPS,GSM / HSPA / LTE,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 40","Quad-LED flash, HDR","Dual-LED flash, HDR",,,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm, AF",IPS LCD,,Mediatek MT6750T (28 nm),,Wi-Fi 802.11 a/b/g/n,,HSDPA 850 / 900 / 1800 / 1900 / 2100,"5.5 inches, 83.4 cm2(~72.0% screen-to-body ratio)","16 MP, f/2.0, PDAF","4.2, A2DP, LE",FM radio,microUSB 2.0,NEG,,"Available. Released 2017, March",64GB 4GB RAM,,Android 7.0 (Nougat),City Blue,,,,,150 g (5.29 oz),,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)"
,,153 x 75.4 x 6.6 mm (6.02 x 2.97 x 0.26 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-cx-air.jpg,"Li-Ion 3200 mAh, non-removable",,,,,Tecno Camon CX Air,CX Air,,microSDXC,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",,10W wired,,,"2017, April",Octa-core 1.3 GHz,GPS,GSM / HSPA / LTE,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 40","Quad-LED flash, HDR","Dual-LED flash, HDR",,,,"13 MP, f/2.2, AF",IPS LCD,,,,Wi-Fi 802.11 a/b/g/n,,HSDPA 850 / 900 / 1800 / 1900 / 2100,"5.5 inches, 83.4 cm2(~72.3% screen-to-body ratio)","13 MP, f/2.0, PDAF","4.2, A2DP, LE",FM radio,microUSB 2.0,NEG,,"Available. Released 2017, April",16GB 2GB RAM,,Android 7.0 (Nougat),"Champagne Gold, Sky Grey, Elegant Blue",,,,,150 g (5.29 oz),,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)"
eMMC 5.1,,152.8 x 75.8 x 5.6 mm (6.02 x 2.98 x 0.22 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-cx.jpg,"Li-Ion 3200 mAh, non-removable",,,,,Tecno Camon CX,"Camon CX, T819",,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,10W wired,,Mali-T860MP2,"2017, March",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),GPS,GSM / HSPA / LTE,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 40","Quad-LED flash, HDR","Dual-LED flash, HDR",,,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm, AF",IPS LCD,,Mediatek MT6750T (28 nm),,Wi-Fi 802.11 a/b/g/n,,HSDPA 850 / 900 / 1800 / 1900 / 2100,"5.5 inches, 83.4 cm2(~72.0% screen-to-body ratio)","16 MP, f/2.0, PDAF","4.2, A2DP, LE",FM radio,microUSB 2.0,NEG,,"Available. Released 2017, March","16GB 2GB RAM, 32GB 3GB RAM",,Android 7.0 (Nougat),"Grey, Rose Golden, Golden, Blue",,,,,150 g (5.29 oz),,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)"
eMMC 5.0,,152.2 x 71.7 x 5.6 mm (5.99 x 2.82 x 0.22 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-cm.jpg,"Li-Ion 3000 mAh, non-removable",,,,,Tecno Camon CM,CA6,,microSDXC,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,Mali-T720MP2,"2017, December",Quad-core 1.3 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 40","Quad-LED flash, HDR","LED flash, HDR",,,,"13 MP, f/2.0",IPS LCD,,Mediatek MT6737H,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"5.7 inches, 83.8 cm2(~76.8% screen-to-body ratio)","13 MP, f/2.0, AF","4.2, A2DP, LE",FM radio,microUSB 2.0,Corning Gorilla Glass 3,,"Available. Released 2018, January","16GB 2GB RAM, 32GB 3GB RAM",,Android 7.0 (Nougat),"Champagne Gold, Midnight Black, City Blue",,,,,150 g (5.29 oz),,"720 x 1440 pixels, 18:9 ratio (~282 ppi density)"
,,160 x 79.5 x 7.9 mm (6.30 x 3.13 x 0.31 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-phantom8.jpg,"Li-Ion 3500 mAh, non-removable",,,,,Tecno Phantom 8,"AX8, AX8S",,microSDXC (uses shared SIM slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,10W wired,,Mali-T880MP2,"2018, April",Octa-core (4x2.6 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Micro-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,"4K@30fps, 1080p@30fps",No,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40","Dual-LED dual-tone flash, HDR, panorama","Dual-LED dual-tone flash, HDR",,,,,IPS LCD,,Mediatek MT6757T Helio P25 (16 nm),,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,HSDPA 850 / 900 / 1800 / 1900 / 2100,"5.7 inches, 89.6 cm2(~70.4% screen-to-body ratio)","20 MP, f/2.0, (wide)","4.2, A2DP, LE",FM radio,"USB Type-C 2.0, OTG",Corning Gorilla Glass 3,"12 MP, f/2.0, PDAF13 MP, f/2.6","Available. Released 2018, April",64GB 6GB RAM,,Android 7.0 (Nougat),"Galaxy Blue, Champagne Gold, Phantom Black",,,,,185 g (6.53 oz),,"1080 x 1920 pixels, 16:9 ratio (~386 ppi density)"
,,160.4 x 83.5 x 7.7 mm (6.31 x 3.29 x 0.30 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-phantom6plus.jpg,"Li-Ion 4050 mAh, non-removable",,,,,Tecno Phantom 6 Plus,Phantom6-Plus,,microSDXC,Tecno,,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,10W wired,,Mali-T880 MP4,"2016, September",Deca-core 2.0 GHz,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Micro-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,"4K@30fps, 1080p@30fps",No,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40","Dual-LED dual-tone flash, HDR, panorama","LED flash, HDR",,,,"8 MP, f/2.2",IPS LCD,,Mediatek MT6797 Helio X20 (20 nm),,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,HSDPA 850 / 900 / 1800 / 1900 / 2100,"6.0 inches, 99.2 cm2(~74.1% screen-to-body ratio)","21 MP, f/2.0, PDAF","4.0, A2DP, LE",FM radio,"USB Type-C 2.0, OTG",Corning Gorilla Glass 3,,"Available. Released 2016, October",64GB 4GB RAM,,Android 7.0 (Nougat),Champange Gold,,,,,196.7 g (6.95 oz),,"1080 x 1920 pixels, 16:9 ratio (~367 ppi density)"
,,151.5 x 75.5 x 6.2 mm (5.96 x 2.97 x 0.24 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-phantom6.jpg,"Li-Ion 2700 mAh, non-removable",,,,,Tecno Phantom 6,Phantom6,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Accelerometer, proximity",1080p@30fps,10W wired,,Mali-T860MP2,"2016, September",Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40","Dual-LED dual-tone flash, HDR, panorama",HDR,,,,,AMOLED,,Mediatek MT6755 (28 nm),,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,HSDPA 850 / 900 / 1800 / 1900 / 2100,"5.5 inches, 83.4 cm2(~72.9% screen-to-body ratio)","8 MP, f/2.0","4.0, A2DP, LE",FM radio,"USB Type-C 2.0, OTG",Corning Gorilla Glass 3,"13 MP, f/2.0, AF5 MP, f/2.4, (depth)","Available. Released 2018, October",32GB 3GB RAM,,Android 6.0 (Marshmallow),"Champange Gold, Star Gray",,,,,141.8 g (5.01 oz),,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)"
