,Positioning,Quad,Single_1,4G bands,Java,Talk time,Video,Charging,Video_1,_1,Dual,WLAN,Messaging,SAR EU,GPRS,Phonebook,3G bands,CPU,OS,USB,2G bands,Announced,Internal,Chipset,GPU,Status,3.5mm jack,Price,Music play,Features_1,Build,Games,NFC,EDGE,_3,_2,Model Name,SIM,Brand,Type,Technology,Size,Model Image,Weight,Call records,Keyboard,Infrared port,Colors,Resolution,Protection,Speed,Sensors,_4,Models,Radio,Bluetooth,SAR,Features,Browser,Dimensions,Card slot,Loudspeaker,Type_1,Single,Stand-by
eMMC 5.0,GPS,,2 MP,"3, 5, 40",,Up to 7 h (3G),720p@30fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A53,Android 7.0 (Nougat),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2017, September. Released 2017, September",8GB 1GB RAM,Mediatek MT6737M (28 nm),Mali-T720,Discontinued,Yes,About 4500 INR,,LED flash,,,No,,,,Micromax Bharat 3 Q437,"Dual SIM (Micro-SIM, dual stand-by)",Micromax,TFT,GSM / HSPA / LTE,"4.5 inches, 55.8 cm2(~61.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-bharat-3.jpg,130 g (4.59 oz),,,,"Gold, Black","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Accelerometer,,Q437,FM radio,"4.0, A2DP",,LED flash,,136.5 x 67 x 9.7 mm (5.37 x 2.64 x 0.38 in),microSDHC,Yes,"Li-Ion 2000 mAh, removable",5 MP,Up to 180 h (3G)
,GPS,,2 MP,"1, 3, 5, 40",,Up to 16 h (3G),720p@30fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,,Android 7.0 (Nougat),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2017, Q4. Released 2017, Q4",8GB 1GB RAM,,,Discontinued,Yes,About 50 EUR,,,,,No,,,,Micromax Bharat 2+,"Dual SIM (Micro-SIM, dual stand-by)",Micromax,TFT,GSM / HSPA / LTE,"4.0 inches, 45.5 cm2(~57.5% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-brahat2-q402.jpg,120 g (4.23 oz),,,,Gold,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Accelerometer,,,FM radio,"4.0, A2DP",,LED flash,,125 x 63.4 x 10.8 mm (4.92 x 2.50 x 0.43 in),microSDHC,Yes,"Li-Ion 1600 mAh, removable",5 MP,Up to 160 h (3G)
eMMC 5.0,GPS,,"8 MP, f/2.0, 1/4.0""","3, 5, 40",,,1080p@30fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A53,Android 7.0 (Nougat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2017, September. Released 2017, September",32GB 3GB RAM,Mediatek MT6737 (28 nm),Mali-T720,Discontinued,Yes,,,LED flash,,,No,,,,Micromax Selfie 2 Note Q4601,Dual SIM,Micromax,IPS LCD,GSM / HSPA / LTE,"5.5 inches, 83.4 cm2(~70.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie2-.jpg,167 g (5.89 oz),,,,Black,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Fingerprint (rear-mounted), accelerometer, proximity",,,FM radio,"4.0, A2DP",,"LED flash, panorama",,153.5 x 77.5 x 8.5 mm (6.04 x 3.05 x 0.33 in),microSDHC,Yes,"Li-Ion 3000 mAh, removable","13 MP, f/2.0, 1/3.0"", AF",
eMMC 5.1,GPS,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm, AF","3, 5, 40",,Up to 20 h (3G),1080p@30fps,,1080p@30fps,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 850 / 900 / 1900 / 2100,Quad-core 1.4 GHz Cortex-A53,"Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)","microUSB 2.0, OTG",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2017, August. Released 2017, September",32GB 3GB RAM,Qualcomm MSM8917 Snapdragon 425 (28 nm),Adreno 308,Discontinued,Yes,About 10000 INR,,LED flash,"Glass front, aluminum back, aluminum frame",,No,,,,Micromax Canvas Infinity,"Dual SIM (Micro-SIM, dual stand-by)",Micromax,IPS LCD,GSM / HSPA / LTE,"5.7 inches, 85.7 cm2(~77.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-infinity.jpg,160 g (5.64 oz),,,,Black,"720 x 1440 pixels, 18:9 ratio (~279 ppi density)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Fingerprint (rear-mounted), accelerometer, proximity",,HS2,FM radio,"4.1, A2DP",,"LED flash, auto-HDR",,152 x 73 x 9 mm (5.98 x 2.87 x 0.35 in),microSDXC (dedicated slot),Yes,"Li-Ion 2980 mAh, removable","13 MP, f/2.0, 1/3.1"", 1.12µm, AF",Up to 420 h (3G)
eMMC 5.1,GPS,,,"3, 5, 7, 20, 38, 40",,,1080p@30fps,,,,"13 MP, AF5 MP, f/2.4, (depth)",Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Android 7.0 (Nougat),"microUSB 2.0, OTG",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2017, August. Released 2017, August",32GB 3GB RAM,Mediatek MT6750T (28 nm),Mali-T860MP2,Discontinued,Yes,About 10000 INR,,,,,No,,,,Micromax Evok Dual Note E4815,Nano-SIM + Nano-SIM,Micromax,IPS LCD,GSM / HSPA / LTE,"5.5 inches, 83.4 cm2(~70.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-evok-dual-note-e4817.jpg,-,,,,"Champagne Gold, Prussian Blue","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,FM radio,"4.0, A2DP",,Dual-LED dual-tone flash,,154 x 76.4 x 7.8 mm (6.06 x 3.01 x 0.31 in),microSDHC (uses shared SIM slot),Yes,"Li-Po 3000 mAh, non-removable",5 MP,
eMMC 5.0,GPS,,"8 MP, f/2.0, 1/4.0""","3, 5, 40",,,1080p@30fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 850 / 900 / 1900 / 2100,Quad-core 1.3 GHz Cortex-A53,Android 7.0 (Nougat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2017, July. Released 2017, August",32GB 3GB RAM,Mediatek MT6737 (28 nm),Mali-T720,Discontinued,Yes,About 10000 INR,,LED flash,,,No,,,,Micromax Selfie 2 Q4311,Dual SIM,Micromax,IPS LCD,GSM / HSPA / LTE,"5.2 inches, 74.5 cm2(~71.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie2-.jpg,157 g (5.54 oz),,,,Black,"720 x 1280 pixels, 16:9 ratio (~282 ppi density)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Fingerprint (rear-mounted), accelerometer, proximity",,Q4311,FM radio,"4.0, A2DP",,"LED flash, panorama",,144 x 72 x 8.4 mm (5.67 x 2.83 x 0.33 in),microSDHC,Yes,"Li-Ion 3000 mAh, non-removable","13 MP, f/2.0, 1/3.0"", AF",
eMMC 5.0,GPS,,5 MP,"3, 5, 40",,Up to 7 h (3G),1080p@30fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 850 / 900 / 1900 / 2100,Quad-core 1.3 GHz Cortex-A53,Android 7.0 (Nougat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2017, July. Released 2017, August",16GB 2GB RAM,Mediatek MT6737 (28 nm),Mali-T720,Discontinued,Yes,About 7000 INR,Up to 15 h,LED flash,,,No,,,,Micromax Canvas 1,Dual SIM,Micromax,IPS LCD,GSM / HSPA / LTE,"5.0 inches, 68.9 cm2(~67.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-1-.jpg,150 g (5.29 oz),,,,"Matte Black, Chrome Black","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Accelerometer, proximity",,C1,FM radio,"4.0, A2DP",,"Dual-LED dual-tone flash, panorama",,143 x 71 x 8.3 mm (5.63 x 2.80 x 0.33 in),microSDXC (dedicated slot),Yes,"Li-Ion 2500 mAh, removable","8 MP, f/2.2, 1/3.2"", 1.4µm, AF",
eMMC 5.0,GPS,,"5 MP, f/2.0","3, 5, 40",,Up to 11 h (3G),1080p@28fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A53,Android 7.0 (Nougat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2017, July. Released 2017, July",16GB 3GB RAM,Mediatek MT6737 (28 nm),Mali-T720,Discontinued,Yes,About 12000 INR,Up to 22 h,,,,No,,,,Micromax Canvas 2 Q4310,"Dual SIM (Micro-SIM, dual stand-by)",Micromax,IPS LCD,GSM / HSPA / LTE,"5.0 inches, 68.9 cm2(~67.5% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-2-q4310.jpg,160 g (5.64 oz),,,,"Black, Gold","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 5,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","Fingerprint (front-mounted), accelerometer, proximity",,Q4310,"FM radio, RDS, recording","4.0, A2DP",,"LED flash, HDR",,144.2 x 70.8 x 8.5 mm (5.68 x 2.79 x 0.33 in),microSDXC (dedicated slot),Yes,"Li-Ion 3050 mAh, non-removable","13 MP, f/2.0, AF",
eMMC 5.0,GPS,,5 MP,"3, 5, 40",,,1080p@30fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A53,Android 6.0 (Marshmallow),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2017, April. Released 2017, April",16GB 2GB RAM,Mediatek MT6737 (28 nm),Mali-T720,Discontinued,Yes,About 100 EUR,,,,,No,,,,Micromax Canvas Evok Power Q4260,"Hybrid Dual SIM (Micro-SIM, dual stand-by)",Micromax,IPS LCD,GSM / HSPA / LTE,"5.0 inches, 68.9 cm2(~66.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-evok-power-q4260.jpg,-,,,,Champagne Gold,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 3,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","Fingerprint (rear-mounted), accelerometer, proximity",,Q426,"FM radio, recording","4.0, A2DP",,LED flash,,144.3 x 72.4 x 9.7 mm (5.68 x 2.85 x 0.38 in),microSDHC (uses shared SIM slot),Yes,"Li-Po 4000 mAh, non-removable","8 MP, AF",
,GPS,,5 MP,"3, 5, 40",,,1080p@30fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Octa-core 1.3 GHz Cortex-A53,Android 6.0 (Marshmallow),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2017, April. Released 2017, April",32GB 3GB RAM,Mediatek MT6753 (28 nm),Mali-T720MP3,Discontinued,Yes,About 140 EUR,,,,,No,,,,Micromax Canvas Evok Note E453,Nano-SIM + Nano-SIM,Micromax,IPS LCD,GSM / HSPA / LTE,"5.5 inches, 83.4 cm2(~72.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-evok-note-e453.jpg,162 g (5.71 oz),,,,Champagne Gold,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,"FM radio, recording","4.0, A2DP",,Dual-LED dual-tone flash,,153 x 75 x 8.5 mm (6.02 x 2.95 x 0.33 in),microSDHC (uses shared SIM slot),Yes,"Li-Po 4000 mAh, non-removable","13 MP, AF",
,GPS,,VGA,"3, 5, 40",,,Yes,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.1 GHz,Android 6.0 (Marshmallow),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2017, April. Released 2017, April",4GB 512MB RAM,Spreadtrum SC9832,,Discontinued,Yes,About 50 EUR,,,,,No,,,,Micromax Bharat 2 Q402,"Dual SIM (Micro-SIM, dual stand-by)",Micromax,"TFT, 256K colors",GSM / HSPA / LTE,"4.0 inches, 45.5 cm2(~57.5% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-brahat2-q402.jpg,120 g (4.23 oz),,,,Gold,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Accelerometer,,"Q402, Q402Plus",FM radio,"4.0, A2DP",,LED flash,,125 x 63.4 x 10.3 mm (4.92 x 2.50 x 0.41 in),microSDHC,Yes,"Li-Ion 1300 mAh, non-removable",2 MP,
eMMC 5.1,GPS,,13 MP,LTE,,,"4K@30fps, 1080p@30fps","18W wired, QC3, 100% in 45 min",1080p@30fps,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Android 6.0 (Marshmallow),USB Type-C,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2017, March. Released 2017, April",128GB 4GB RAM,Qualcomm MSM8976 Snapdragon 652 (28 nm),Adreno 510,Discontinued,Yes,About 360 EUR,,,,,No,,,,Micromax Dual 5,Dual SIM,Micromax,AMOLED,GSM / HSPA / LTE,"5.5 inches, 83.4 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-dual-5.jpg,164 g (5.78 oz),,,Yes,Gold,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","Fingerprint (rear-mounted), accelerometer, proximity, compass",,E4820,FM radio,"4.0, A2DP",,"Dual-LED dual-tone flash, HDR, panorama",,-,microSDXC,Yes,"Li-Ion 3200 mAh, non-removable","13 MP, PDAF2 MP, (depth)",
,GPS,,2 MP,"3, 5, 40",,Up to 5 h (3G),720p@30fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.1 GHz,Android 6.0 (Marshmallow),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2017, March. Released 2017, March",8GB 1GB RAM,Spreadtrum SC9832A,,Discontinued,Yes,About 60 EUR,,,,,No,,,,Micromax Spark Vdeo Q415,"Dual SIM (Micro-SIM, dual stand-by)",Micromax,IPS LCD,GSM / HSPA / LTE,"4.5 inches, 55.8 cm2(~61.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-spark-vdeo-q415.jpg,140 g (4.94 oz),,,,Gold,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Accelerometer,,,FM radio,"4.0, A2DP",,LED flash,,133.8 x 67.5 x 10 mm (5.27 x 2.66 x 0.39 in),microSDHC,Yes,"Li-Ion 1800 mAh, non-removable",5 MP,Up to 150 h (3G)
,GPS,,5 MP,"3, 5, 40",,,1080p@30fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz,Android 6.0 (Marshmallow),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2017, February. Released 2017, March",8GB 1GB RAM,Spreadtrum SC9832A,,Discontinued,Yes,About 100 EUR,,,,,No,,,,Micromax Vdeo 5,Dual SIM,Micromax,IPS LCD,GSM / HSPA / LTE,"5.5 inches, 83.4 cm2(~70.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-vdeo-5.jpg,-,,,,Gold,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass (unspecified version),"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Accelerometer, proximity",,,FM radio,"4.0, A2DP",,LED flash,,153.5 x 77.6 x 8.6 mm (6.04 x 3.06 x 0.34 in),microSDHC,Yes,"Li-Ion 3000 mAh, non-removable","8 MP, AF",
eMMC 4.5,GPS,,2 MP,"3, 5, 40",,Up to 24 h (3G),720p@30fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.1 GHz Cortex-A7,Android 6.0 (Marshmallow),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2017, January. Released 2017, February",8GB 1GB RAM,Qualcomm MSM8909 Snapdragon 210 (28 nm),Adreno 304,Discontinued,Yes,About 90 EUR,,,,,No,,,,Micromax Vdeo 4,Dual SIM (Micro-SIM),Micromax,IPS LCD,GSM / HSPA / LTE,"5.0 inches, 68.9 cm2(~66.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-vdeo-4.jpg,-,,,,Gold,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass (unspecified version),"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Accelerometer, proximity",,Q4251,FM radio,"4.0, A2DP",,LED flash,,145.5 x 71.5 x 9.8 mm (5.73 x 2.81 x 0.39 in),microSDHC,Yes,"Li-Ion 4000 mAh, non-removable",8 MP,Up to 350 h (3G)
,GPS,,2 MP,"3, 5, 40",,Up to 4 h 30 min (3G),720p@30fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz,Android 6.0 (Marshmallow),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2017, January. Released 2017, February",8GB 1GB RAM,Spreadtrum SC9832A,,Discontinued,Yes,About 80 EUR,,,,,No,,,,Micromax Vdeo 3,Dual SIM,Micromax,IPS LCD,GSM / HSPA / LTE,"4.5 inches, 55.8 cm2(~64.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-vdeo-3.jpg,-,,,,Rose Gold,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",Corning Gorilla Glass (unspecified version),"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Accelerometer, proximity",,Q4202,FM radio,"4.0, A2DP",,LED flash,,132 x 66 x 9.7 mm (5.20 x 2.60 x 0.38 in),microSDHC,Yes,"Li-Ion 1800 mAh, removable",5 MP,Up to 120 h (3G)
,GPS,,2 MP,"3, 5, 40",,,Yes,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz,Android 6.0 (Marshmallow),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2016, December. Released 2016, December",8GB 1GB RAM,Spreadtrum,,Discontinued,Yes,About 70 EUR,,,,,No,,,,Micromax Vdeo 2,Dual SIM,Micromax,IPS LCD,GSM / HSPA / LTE,"4.5 inches, 55.8 cm2(~64.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-vdeo2.jpg,156 g (5.50 oz),,,,"Rose Gold, Black","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Corning Gorilla Glass (unspecified version),"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Accelerometer,,Q4101,FM radio,"4.0, A2DP",,LED flash,,132 x 66 x 9.7 mm (5.20 x 2.60 x 0.38 in),microSDHC,Yes,"Li-Ion 1800 mAh, removable",5 MP,
,GPS,,2 MP,"3, 5, 40",,,Yes,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz,Android 6.0 (Marshmallow),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2016, December. Released 2016, December",8GB 1GB RAM,Spreadtrum,,Discontinued,Yes,About 60 EUR,,,,,No,,,,Micromax Vdeo 1,Dual SIM,Micromax,IPS LCD,GSM / HSPA / LTE,"4.0 inches, 45.5 cm2(~43.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-vdeo-.jpg,-,,,,"Rose Gold, Black","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Corning Gorilla Glass (unspecified version),"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Accelerometer,,Q4001,FM radio,"4.0, A2DP",,LED flash,,165 x 63.6 x 10 mm (6.50 x 2.50 x 0.39 in),microSDHC,Yes,"Li-Ion 1600 mAh, removable","5 MP, AF",
,GPS,,2 MP,"3, 5, 40",,,Yes,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz,Android 6.0 (Marshmallow),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2016, November. Released 2016, November",8GB 1GB RAM,Spreadtrum,,Discontinued,Yes,About 70 EUR,,,,,No,,,,Micromax Canvas Spark 4G Q4201,Dual SIM,Micromax,IPS LCD,GSM / HSPA / LTE,"5.0 inches, 68.9 cm2(~65.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-spark-4g-q4201.jpg,165 g (5.82 oz),,,,White Champagne,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",Corning Gorilla Glass (unspecified version),"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Accelerometer,,,FM radio,"4.0, A2DP",,LED flash,,144 x 72.7 x 10.6 mm (5.67 x 2.86 x 0.42 in),microSDHC,Yes,"Li-Ion 2000 mAh, removable","5 MP, AF",
,GPS,,2 MP,"3, 5, 40",,Up to 27 h,720p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.0 GHz Cortex-A53,Android 5.1 (Lollipop),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2016, October. Released 2016, November",8GB 1GB RAM,,,Discontinued,Yes,,,,,,No,,,,Micromax Canvas Fire 6 Q428,Dual SIM,Micromax,IPS LCD,GSM / HSPA / LTE,"5.0 inches, 68.9 cm2(~65.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-fire-6-q428.jpg,155 g (5.47 oz),,,,Black,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Accelerometer, proximity",,,FM radio,"4.0, A2DP",,LED flash,,145 x 73 x 8.3 mm (5.71 x 2.87 x 0.33 in),microSDHC,Yes,"Li-Ion 3050 mAh, removable","8 MP, AF",Up to 550 h
,GPS,,5 MP,"3, 5, 40",,Up to 4 h 30 min,720p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A53,Android 5.1 (Lollipop),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2016, September. Released 2016, October",16GB 2GB RAM,Mediatek MT6735P (28 nm),Mali-T720MP2,Discontinued,Yes,About 80 EUR,,,,,No,,,,Micromax Canvas 5 Lite Q462,Dual SIM,Micromax,"TFT, 256K colors",GSM / HSPA / LTE,"5.0 inches, 68.9 cm2(~65.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-5-lite-q462.jpg,151 g (5.33 oz),,,,Black,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Accelerometer, proximity",,"Q463, Q462",FM radio,"4.0, A2DP",,LED flash,,144 x 73.5 x 8.9 mm (5.67 x 2.89 x 0.35 in),microSDHC,Yes,"Li-Ion 2000 mAh, non-removable","8 MP, AF",Up to 150 h
,GPS,,VGA,,,Up to 6 h 30 min,720p,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A7,Android 5.1 (Lollipop),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2016, July. Released 2016, July",8GB 1GB RAM,Spreadtrum SC7731G,,Discontinued,Yes,,,,,,No,,,,Micromax Bolt Q381,"Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by)",Micromax,IPS LCD,GSM / HSPA,"5.0 inches, 68.9 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-q381.jpg,-,,,,Black,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,HSPA,Accelerometer,,Q381,FM radio,2.1,,,,-,microSDHC,Yes,"Li-Ion 2000 mAh, removable",5 MP,Up to 360 h
,GPS,,5 MP,"3, 5, 40",,Up to 25 h,720p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz,Android 5.1 (Lollipop),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2016, August. Released 2016, August",8GB 1GB RAM,Spreadtrum SC9832,,Discontinued,Yes,About 100 EUR,,,,,No,,,,Micromax Canvas Mega 2 Q426,"Dual SIM (Micro-SIM, dual stand-by)",Micromax,IPS LCD,GSM / HSPA / LTE,"6.0 inches, 99.2 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-mega-2-q426.jpg,-,,,,Black,"540 x 960 pixels, 16:9 ratio (~184 ppi density)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Accelerometer, proximity",,,FM radio,2.1,0.40 W/kg (body),LED flash,,-,microSDHC,Yes,"Li-Ion 3000 mAh, non-removable","8 MP, AF",Up to 245 h
,GPS,,2 MP,,,Up to 17 h,720p@30fps,,,,,Wi-Fi 802.11 b/g/n,,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A7,Android 6.0 (Marshmallow),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2016, July. Released 2016, July",8GB 1GB RAM,Mediatek MT6580M (28 nm),Mali-400MP2,Discontinued,Yes,About 50 EUR,,,,,No,,,,Micromax Canvas Spark 2 Plus Q350,Dual SIM,Micromax,IPS LCD,GSM / HSPA,"5.0 inches, 68.9 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-spark-2-plus-q350.jpg,-,,,,"Gray, Copper Gold, Champagne Gold","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,Q350,FM radio,"4.0, A2DP",,LED flash,,-,microSDHC,Yes,"Li-Ion 2000 mAh, removable",5 MP,Up to 350 h
