,_5,Penta,Triple,256GB 8GB RAM,Alarm,SIM,Stand-by_1,NFC,Dual,Browser,Camera,Build,Bluetooth,Radio,Protection,64GB 4GB RAM,Features_1,Colors,Quad,Features,Games,128GB 6GB RAM,Talk time,GPU,128GB 4GB RAM,Audio quality,Loudspeaker,64GB 3GB RAM,128MB 48MB RAM,Model Name,Dimensions,Messaging,4G bands,3G bands,Resolution,CPU,Battery (old),USB,Technology,Weight,OS,5G bands,4MB,Display,Alert types,Model Image,Performance,Models,_2,Chipset,Status,Java,Call records,Type,32GB 3GB RAM,_6,Internal,Speed,_4,SAR EU,_1,Price,Stand-by,Card slot,Video,Clock,SAR,Type_1,Announced,Brand,Phonebook,Talk time_1,Charging,WLAN,EDGE,_3,Keyboard,4GB 512MB RAM,Languages,GPRS,3.5mm jack,Single_1,Positioning,Single,Size,Music play,128MB 64MB RAM,Infrared port,Loudspeaker_1,Sensors,2G bands,Video_1
GSM 850 / 1900 - SIM1 & SIM 2,,,,,,Dual SIM (Mini-SIM),,,,"WAP 2.0/xHTML, Adobe Flash Lite",,,2.1,"FM radio, recording (selected markets)",,,,"Chrome Black, Golden White",,,Yes + downloadable,,Up to 5 h,,,Noise -83.2dB / Crosstalk -80.1dB,Yes,,,Nokia C2-03,103 x 51.4 x 17 mm (4.06 x 2.02 x 0.67 in),"SMS, MMS, Email, Push Email",,,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,microUSB 2.0,GSM,115 g (4.06 oz),,,,,,https://fdn2.gsmarena.com/vv/bigpic/Nokia-C2-03-white-light-gold.jpg,,,No,,Discontinued,"Yes, MIDP 2.1",Yes,"TFT resistive touchscreen, 65K colors",,,10MB,,,0.61 W/kg (head),Handwriting recognition,About 70 EUR,Up to 400 h,"microSDHC (dedicated slot), 2 GB included",QCIF@15fps,,,Removable Li-Ion 1020 mAh battery (BL-5C),"2011, June. Released 2011, September",Nokia,"1000 entries, Photocall",,,No,Class 12,MP4/H.264 playerMP3/AAC/WAV playerOrganizerVoice memoPredictive text input,,,,Class 12,Yes,,No,2 MP,"2.6 inches, 20.9 cm2(~39.5% screen-to-body ratio)",Up to 37 h,,,Voice 74dB / Noise 72dB / Ring 75dB,,GSM 900 / 1800 - SIM1 & SIM 2,
GSM 850 / 1900,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, Adobe Flash Lite",,,"2.1, A2DP","FM radio, recording (selected markets)",,,,"Chrome Black, Golden White",,,Yes + downloadable,,Up to 5 h,,,Noise -83.3dB / Crosstalk -80.7dB,Yes,,,Nokia C2-02,103 x 51.4 x 17 mm (4.06 x 2.02 x 0.67 in),"SMS, MMS, Email, Push Email",,,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,microUSB 2.0,GSM,115 g (4.06 oz),,,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-02.jpg,,,No,,Discontinued,"Yes, MIDP 2.1",Yes,"TFT resistive touchscreen, 65K colors",,,10MB,,,0.60 W/kg (head),Handwriting recognition,About 70 EUR,Up to 600 h,"microSDHC (dedicated slot), 2 GB included",QCIF@15fps,,0.68 W/kg (head)     0.55 W/kg (body),Removable Li-Ion 1020 mAh battery (BL-5C),"2011, June. Released 2011, August",Nokia,"1000 entries, Photocall",,,No,Class 12,"MP4/H.264 playerMP3/AAC/WAV playerSNS integration (Facebook, Twitter, Flickr)Nokia MapsOrganizerVoice memoPredictive text input",,,,Class 12,Yes,,No,2 MP,"2.6 inches, 20.9 cm2(~39.5% screen-to-body ratio)",Up to 37 h,,,Voice 75dB / Noise 72dB / Ring 75dB,,GSM 900 / 1800,
TD-SCDMA,,,,,,Mini-SIM,,,,,,,"3.0, A2DP","Stereo FM radio, RDS",Corning Gorilla Glass,,,"Black, White",,Dual-LED flash,,,Up to 5 h 20 min (2G) / Up to 7 h 40 min (3G),,,,Yes,,,Nokia 702T,"117.1 x 60.4 x 10 mm, 67.4 cc (4.61 x 2.38 x 0.39 in)",,,TD-SCDMA,"640 x 480 pixels, 4:3 ratio (~325 ppi density)",680 MHz ARM 11,,"microUSB 2.0, OTG",GSM,127 g (4.48 oz),Symbian Anna OS,,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-702t.jpg,,,,,Discontinued,,,TFT,,,8GB 256MB RAM,HSPA,,0.75 W/kg (head),"Stainless steel panelsTV OutMP4/H.264 playerMP3/WMA/WAV/eAAC+ playerQuickOffice document editor (Word, Excel, PowerPoint, PDF)OrganizerVoice command/dial/commandsPredictive text input",About 180 EUR,Up to 360 h (2G) / Up to 360 h (3G),microSDHC (dedicated slot),720p@25fps,,,Removable Li-Ion 1200 mAh battery (BL-4D),"2011, June. Released 2011, Q3",Nokia,,,,Wi-Fi 802.11 b/g/n,Yes,,QWERTY,,,Yes,Yes,VGA,"GPS, A-GPS",8 MP,"2.46 inches, 18.7 cm2(~26.5% screen-to-body ratio)",Up to 72 h,,,,"Accelerometer, proximity, compass",GSM 850 / 900 / 1800 / 1900,
TD-SCDMA,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",,,"3.0, A2DP","Stereo FM radio, RDS; FM transmitter",Corning Gorilla Glass,,,"Black, Lime",,Dual-LED flash,,,Up to 5 h 20 min (2G) / Up to 7 h 45 min (3G),,,,Yes,,,Nokia T7,"113.5 x 59 x 12.8 mm, 80 cc (4.47 x 2.32 x 0.50 in)",,,TD-SCDMA,"360 x 640 pixels, 16:9 ratio (~210 ppi density)",680 MHz ARM 11,,"microUSB 2.0, OTG",GSM,134 (4.73 oz),"Symbian^3, upgradable to Nokia Belle OS",,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-t7-00-ofic.jpg,,,"Anodized aluminum casingTV Out with compositeMP3/WMA/WAV/eAAC+ playerMP4/H.264/WMV playerVoice command/dialDocument viewer (Word, Excel, PowerPoint, PDF)Video/photo editorPredictive text input",,Discontinued,,,AMOLED,,,290MB 256MB RAM 1GB ROM,HSPA,,0.97 W/kg (head),ClearBlack display,About 240 EUR,Up to 360 h (2G) / Up to 360 h (3G),microSDHC (dedicated slot),"720p@25fps, 720p@30fps (via SW update)",,0.77 W/kg (head)     0.80 W/kg (body),Removable Li-Ion 1200 mAh battery (BL-4D),"2011, June. Released 2011, Q3",Nokia,,,,Wi-Fi 802.11 b/g/n,Yes,,,,,Yes,Yes,VGA,"GPS, A-GPS; Ovi Maps",8 MP,"3.5 inches, 33.8 cm2(~50.4% screen-to-body ratio)",,,,,"Accelerometer, proximity, compass",GSM 850 / 900 / 1800 / 1900,
"MP3/WAV/eAAC+/WMA/FLAC playerMP4/H.264/WMV playerDocument viewer (Word, Excel, PowerPoint, PDF viewer)Video/photo editorPredictive text input (Swype)",,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML, RSS feeds",,,"2.1, A2DP, EDR",No,,,,Black,,Dual-LED flash,,,,PowerVR SGX530,,,Yes,,,Nokia N950,-,,,HSDPA 850 / 900 / 1700 / 1900 / 2100,"480 x 854 pixels, 16:9 ratio (~245 ppi density)",1.0 GHz Cortex-A8,,microUSB 2.0,GSM / HSPA,-,MeeGo 1.2 Harmattan OS,,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-n950.jpg,,,,TI OMAP 3630,Discontinued,,,LCD,,,"8.5GB user available, 1GB RAM",HSPA 14.4/5.76 Mbps,,,,,,No,Yes,,0.80 W/kg (head)     1.24 W/kg (body),Removable Li-Ion 1320 mAh battery,"2011, June",Nokia,,,,Wi-Fi 802.11 b/g/n,,,QWERTY,,,,Yes,Yes,"GPS, A-GPS; Ovi Maps","12 MP, AF","4.0 inches, 44.1 cm2",,,,,"Accelerometer, proximity, compass",GSM 850 / 900 / 1800 / 1900,
Handwriting recognition,,,,,,Mini-SIM,,Yes,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",,,"3.0, A2DP","Stereo FM radio, RDS; FM transmitter",Corning Gorilla Glass,,,"Nokia Oro Light, Nokia Oro Dark",,Dual-LED flash,,,Up to 9 h 36 min (2G) / Up to 5 h 18 min (3G),Broadcom BCM2727,,,Yes,,,Nokia Oro,"117.3 x 57.5 x 12.2 mm, 77.7 cc (4.62 x 2.26 x 0.48 in)",,,HSDPA 850 / 900 / 1700 / 1900 / 2100,"360 x 640 pixels, 16:9 ratio (~210 ppi density)",680 MHz ARM 11,,"microUSB 2.0, OTG",GSM / HSPA,132 g (4.66 oz),Symbian Anna OS,,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-oro.jpg,,,,,Discontinued,,,AMOLED,,,8GB 256MB RAM,HSPA 10.2/2 Mbps,,0.73 W/kg (head),"18-carat gold platingSapphire crystal and leather materialsWeb TVTV-outMP3/WMA/WAV/eAAC+ playerDivX/XviD/MP4/H.264/WMV playerQuickoffice document viewer (Word, Excel, PowerPoint, PDF)Adobe ReaderPhoto editorVoice memo/dial/commandPredictive text input",About 230 EUR,Up to 555 h (2G) / Up to 656 h (3G),microSDHC (dedicated slot),720p@25fps,,1.03 W/kg (head)     0.83 W/kg (body),Removable Li-Ion 1200 mAh battery (BL-5K),"2011, May. Released 2011, August",Nokia,,,,Wi-Fi 802.11 b/g/n,,,,,,,Yes,VGA,"GPS, A-GPS; Ovi Maps 3.0",8 MP,"3.5 inches, 33.8 cm2(~50.1% screen-to-body ratio)",Up to 54 h,,,,"Accelerometer, proximity, compass",GSM 850 / 900 / 1800 / 1900,
GSM 900 / 1800 - SIM 2,,,,,,"Dual SIM (Mini-SIM, dual stand-by)",,,,No,,,No,Stereo FM radio,,,,"Red, Dark Grey, Ocean Blue, Orange, White",,,Yes,,Up to 13 h,,,,Yes,,,Nokia X1-01,"112.2 x 47.3 x 16 mm, 73.2 cc (4.42 x 1.86 x 0.63 in)",SMS,,,128 x 160 pixels (~114 ppi density),,,No,GSM,91.1 g (3.21 oz),,,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-x1-01.jpg,,,Dedicated music keys,,Discontinued,No,Yes,"TFT, 65K colors",,,,,MP3 playerOrganizerSpeaking clockPredictive text input,1.28 W/kg (head),Flashlight,About 30 EUR,Up to 1032 h,microSDHC (dedicated slot),,,,Removable Li-Ion 1320 mAh battery (BL-5J),"2011, May. Released 2011, June",Nokia,500 entries,,,No,No,No,,,,No,Yes,,No,,"1.8 inches, 10.2 cm2(~19.2% screen-to-body ratio)",Up to 36 h,,,Voice 78dB / Noise 73dB / Ring 79dB,,GSM 900 / 1800 - SIM 1,
No,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",Photo/Video,,"3.0, A2DP","Stereo FM radio, RDS",Corning Gorilla Glass,,,"Dark steel, Silver steel",,Dual-LED flash,,,Up to 6 h 30 min (2G) / Up to 4 h 30 min (3G),Broadcom BCM2727,,Noise -88.9dB / Crosstalk -89.1dB,"Yes, with stereo speakers",,,Nokia X7-00,"119.7 x 62.8 x 11.9 mm, 85 cc (4.71 x 2.47 x 0.47 in)",,,HSDPA 850 / 900 / 1700 / 1900 / 2100,"360 x 640 pixels, 16:9 ratio (~184 ppi density)",680 MHz ARM 11,,"microUSB 2.0, OTG",GSM / HSPA,146 g (5.15 oz),"Symbian Anna, upgradable to Nokia Belle OS",,,Contrast ratio: Infinite (nominal),,https://fdn2.gsmarena.com/vv/bigpic/nokia-x7-ofic.jpg,,,,,Discontinued,,,AMOLED,,,"256MB RAM, 1GB ROM",HSPA 10.2/2 Mbps,,0.61 W/kg (head),"Stainless steel panelsMP3/WMA/WAV/eAAC+ playerDivX/XviD/MP4/H.264/WMV playerQuickoffice document viewer (Word, Excel, PowerPoint, PDF)Adobe ReaderVoice memo/dial/commandPredictive text input",About 180 EUR,Up to 450 h (2G) / Up to 450 h (3G),"microSDHC (dedicated slot), 8 GB included",720p@25fps,,,Removable Li-Ion 1200 mAh battery (BL-5K),"2011, April. Released 2011, June",Nokia,,,,Wi-Fi 802.11 b/g/n,,,,,,,Yes,,"GPS, A-GPS",8 MP,"4.0 inches, 44.1 cm2(~58.7% screen-to-body ratio)",Up to 50 h,,,Voice 66dB / Noise 61dB / Ring 80dB,"Accelerometer, proximity",GSM 850 / 900 / 1800 / 1900,
"Stainless steel panelsTV-outMP4/H.264/RV playerMP3/WMA/WAV/RA/eAAC+ playerQuickOffice document editor (Word, Excel, PowerPoint, PDF)OrganizerVoice command/dial/commandsPredictive text input",,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",Photo/Video,,"3.0, A2DP","Stereo FM radio, RDS",Corning Gorilla Glass,,,"Black, White, Silver",,Dual-LED flash,,,Up to 14 h 48 min (2G) / Up to 7 h 30 min (3G),,,Noise -88.0dB / Crosstalk -89.1dB,Yes,,,Nokia E6,"115.5 x 59 x 10.5 mm, 66 cc (4.55 x 2.32 x 0.41 in)",,,HSDPA 850 / 900 / 1700 / 1900 / 2100,"640 x 480 pixels, 4:3 ratio (~325 ppi density)",680 MHz ARM 11,,"microUSB 2.0, OTG",GSM / HSPA,133 g (4.69 oz),"Symbian Anna, upgradable to Nokia Belle OS",,,Contrast ratio: 1631:1 (nominal),,https://fdn2.gsmarena.com/vv/bigpic/nokia-e6-00-ofic.jpg,,,,,Discontinued,,,TFT,,,8GB 256MB RAM,HSPA 10.2/2 Mbps,,1.14 W/kg (head),,About 140 EUR,Up to 681 h (2G) / Up to 744 h (3G),microSDHC (dedicated slot),720p@25fps,,1.25 W/kg (head)     0.81 W/kg (body),Removable Li-Po 1500 mAh battery (BP-4L),"2011, April. Released 2011, June",Nokia,,,,Wi-Fi 802.11 b/g/n,,,QWERTY,,,,Yes,VGA,"GPS, A-GPS",8 MP,"2.46 inches, 18.7 cm2(~27.5% screen-to-body ratio)",,,,Voice 68dB / Noise 61dB / Ring 70dB,"Accelerometer, proximity, compass",GSM 850 / 900 / 1800 / 1900,
"Web TVTV-outMP3/WMA/WAV/eAAC+ playerDivX/XviD/MP4/H.264/WMV playerQuickoffice document viewer (Word, Excel, PowerPoint, PDF)Adobe ReaderVoice memo/dial/commandPredictive text input",,,,,,Mini-SIM,,Yes,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",,,"3.0, A2DP","Stereo FM radio, RDS; FM transmitter",Corning Gorilla Glass,,,Frosty metal,,Dual-LED flash,,,Up to 9 h 30 min (2G) / Up to 5 h (3G),Broadcom BCM2727,,,Yes,,,Nokia C7 Astound,"117.3 x 56.8 x 10.5 mm, 64 cc (4.62 x 2.24 x 0.41 in)",,,HSDPA 850 / 900 / 1700 / 2100,"360 x 640 pixels, 16:9 ratio (~210 ppi density)",680 MHz ARM 11,,"microUSB 2.0, OTG",GSM / HSPA,130 g (4.59 oz),"Symbian^3, upgradable to Nokia Belle OS",,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-astound.jpg,,,,,Discontinued,,,AMOLED,,,8GB 256MB RAM,HSPA 10.2/2 Mbps,,0.73 W/kg (head),,About 220 EUR,Up to 555 h (2G) / Up to 656 h (3G),microSDHC (dedicated slot),"720p@25fps, 720p@30fps (via SW update)",,1.03 W/kg (head)     0.83 W/kg (body),Removable Li-Ion 1200 mAh battery (BL-5K),"2011, March. Released 2011, April 6th",Nokia,,,,Wi-Fi 802.11 b/g/n,,,,,,,Yes,VGA,"GPS, A-GPS; Ovi Maps 3.0",8 MP,"3.5 inches, 33.8 cm2(~50.7% screen-to-body ratio)",Up to 54 h,,,,"Accelerometer, proximity, compass",GSM 850 / 900 / 1800 / 1900,
GSM 850 / 1900,,,,,,Mini-SIM,,,,No,,,No,Stereo FM radio,,,,"Orange, Ocean blue, dark gray",,,Yes,,Up to 13 h,,,,Yes,,,Nokia X1-00,"112.2 x 47.3 x 16 mm, 73.2 cc (4.42 x 1.86 x 0.63 in)",SMS,,,128 x 160 pixels (~114 ppi density),,,No,GSM,91.1 g (3.21 oz),,,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-x1-00.jpg,,,Dedicated music keys,,Discontinued,No,Yes,"TFT, 65K colors",,,,,MP3 playerOrganizerSpeaking clockPredictive text input,1.28 W/kg (head),Flashlight,About 40 EUR,Up to 1466 h,microSDHC (dedicated slot),,,1.01 W/kg (head)     0.61 W/kg (body),Removable Li-Ion 1320 mAh battery (BL-5J),"2011, March. Released 2011, May",Nokia,500 entries,,,No,No,No,,,,No,Yes,,No,,"1.8 inches, 10.2 cm2(~19.2% screen-to-body ratio)",Up to 38 h,,,,,GSM 900 / 1800,
Dedicated music key,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML (Opera Mini)",,,"2.1, A2DP","Stereo FM radio, RDS",,,,"Red, DeepGrey, Silver, Lilac, Azure",,,Yes + downloadable,,Up to 4 h 30 min,,,Noise -83.8B / Crosstalk -83.8dB,Yes,,,Nokia X2-01,"119.4 x 59.8 x 14.3 mm, 86.6 cc (4.70 x 2.35 x 0.56 in)","SMS, MMS, Email",,,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,microUSB 2.0,GSM,107.5 g (3.77 oz),,,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-x2-01-ofic.jpg,,,MP4/H.264/WMV playerMP3/WAV/WMA/AAC playerOrganizerVoice memoPredictive text input,,Discontinued,"Yes, MIDP 2.1",Yes,"TFT,  256K colors",,,55MB 64MB RAM 128MB ROM,,,1.00 W/kg (head),No,About 50 EUR,Up to 480 h,microSDHC (dedicated slot),320p@24fps,,1.04 W/kg (head)     1.00 W/kg (body),Removable Li-Ion 1020 mAh battery (BL-5C),"2010, November. Released 2011, January",Nokia,"Yes, Photocall",,,No,Class 32,,QWERTY,,,Yes,Yes,,No,VGA,"2.4 inches, 17.8 cm2(~25.0% screen-to-body ratio)",,,,Voice 70dB / Noise 65dB / Ring 71dB,,GSM 850 / 900 / 1800 / 1900,
UMTS 900 / 2100  / 1900,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",Photo,,"2.1, A2DP, EDR","Stereo FM radio, RDS",,,,"Black, Warm silver, White",,,Yes,,Up to 8 h 40 min (2G) / Up to 4 h 30 min (3G),,,Noise -87.3dB / Crosstalk -88.8dB,Yes,,,Nokia C2-01,"109.8 x 46.9 x 15.3 mm, 78.8 cc (4.32 x 1.85 x 0.60 in)","SMS, MMS, Email",,UMTS 850 / 1900 / 2100,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,microUSB 2.0,GSM / UMTS,89 g (3.14 oz),,,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-01-ofic.jpg,,,MP4/H.264 playerMP3/WAV/WMA/eAAC+ playerOrganizerVoice memo/dial/commandsPredictive text input,,Discontinued,"Yes, MIDP 2.1",Yes,"TFT,  256K colors",,,43MB 64MB RAM 128MB ROM,"Yes, 384 kbps",,1.20 W/kg (head),No,About 70 EUR,Up to 396 h (2G) / Up to 456 h (3G),microSDHC (dedicated slot),320p@15fps,,1.33 W/kg (head)     0.83 W/kg (body),Removable Li-Ion 1020 mAh battery (BL-5C),"2010, November. Released 2011, March",Nokia,"2000 entries, Photocall",,,No,,,,,,,Yes,,No,3.15 MP,"2.0 inches, 12.4 cm2(~24.1% screen-to-body ratio)",Up to 34 h,,,Voice 72dB / Noise 66dB / Ring 79dB,,GSM 850 / 900 / 1800 / 1900,
Handwriting recognition,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",Photo,,"2.0, A2DP",Stereo FM radio,,,,"Graphite Black, Lime Green, Petrol Blue, Aluminum Grey, Pink/black",,,,,Up to 11 h 30 min (2G) / Up to 4 h 30 min (3G),,,Noise -90.0dB / Crosstalk -92.0dB,Yes,,,Nokia C5-03,"105.8 x 51 x 13.8 mm, 65 cc (4.17 x 2.01 x 0.54 in)",,,HSDPA 900 / 1900 / 2100,"360 x 640 pixels, 16:9 ratio (~229 ppi density)",600 MHz ARM 11,,microUSB 2.0,GSM / HSPA,93 g (3.28 oz),"Symbian 9.4, Series 60 rel. 5",,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-c5-03.jpg,,,MP4/H.264/WMV playerMP3/WAV/еAAC+/WMA playerPhoto editorOrganizerVoice command/dialPredictive text input,,Discontinued,,,"TFT resistive touchscreen, 16M colors",,,40MB 128MB RAM,HSPA 10.2/2 Mbps,,1.29 W/kg (head),No,About 100 EUR,Up to 600 h (2G) / Up to 576 h (3G),"microSDHC (dedicated slot), 2 GB included",480p@15fps,,1.36 W/kg (head)     0.89 W/kg (body),Removable Li-Ion 1000 mAh battery,"2010, October. Released 2010, December",Nokia,,,,"Wi-Fi 802.11 b/g, UPnP technology",,,,,,,Yes,,"GPS, A-GPS; Nokia Maps",5 MP,"3.2 inches, 28.2 cm2(~52.3% screen-to-body ratio)",Up to 35 h,,,Voice 73dB / Noise 65dB / Ring 75dB,Accelerometer,GSM 850 / 900 / 1800 / 1900,
Nokia ClearBlack display,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",Photo/Video,,"3.0, A2DP","Stereo FM radio, RDS",Corning Gorilla Glass,,,"Dark Grey, Silver White, Green, Blue, Orange",,Dual-LED flash,,,Up to 9 h (2G) / Up to 5 h (3G),Broadcom BCM2727,,Noise -88.3dB / Crosstalk -89.3dB,Yes,,,Nokia E7,"123.7 x 62.4 x 13.6 mm, 104.9 cc (4.87 x 2.46 x 0.54 in)",,,HSDPA 850 / 900 / 1700 / 1900 / 2100,"360 x 640 pixels, 16:9 ratio (~184 ppi density)",680 MHz ARM 11,,"microUSB 2.0, OTG",GSM / HSPA,176 g (6.21 oz),"Symbian^3, upgradable to Nokia Belle OS",,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-e7.jpg,,,,,Discontinued,,,AMOLED,,,16GB 256MB RAM,HSPA 10.2/2 Mbps,,0.56 W/kg (head),"TV-out (720p video) via HDMI and compositeDolby Digital Plus via HDMIMP3/WAV/eAAC+/WMA playerMP4/H.264/WMV playerVoice command/dialDocument editor (Word, Excel, PowerPoint, PDF)Video/photo editorVoice memo/dialPredictive text input",About 150 EUR,Up to 432 h (2G) / Up to 480 h (3G),No,"720p@25fps, 720p@30fps (via SW update)",,0.93 W/kg (head)     1.23 W/kg (body),Non-removable Li-Ion 1200 mAh battery (BL-4D),"2010, September. Released 2011, February",Nokia,,,,Wi-Fi 802.11 b/g/n,,,QWERTY,,,,Yes,VGA,"GPS, A-GPS; Ovi Maps 3.0",8 MP,"4.0 inches, 44.1 cm2(~57.1% screen-to-body ratio)",,,,Voice 66dB / Noise 62dB / Ring 75dB,"Accelerometer, proximity, compass",GSM 850 / 900 / 1800 / 1900,
HSDPA 850 / 900 / 1700 / 1900 / 2100 - American version,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",Photo/Video,,"3.0, A2DP","Stereo FM radio, RDS",Corning Gorilla Glass,,,"Silver Grey, Black",,Dual-LED flash,,,Up to 11 h 30 min (2G) / Up to 4 h 30 min (3G),Broadcom BCM2727,,Noise -88.2dB / Crosstalk -89.4dB,Yes,,,Nokia C6-01,"103.8 x 52.5 x 13.9 mm, 65 cc (4.09 x 2.07 x 0.55 in)",,,HSDPA 900 / 1700 / 1900 / 2100,"360 x 640 pixels, 16:9 ratio (~229 ppi density)",680 MHz ARM 11,,"microUSB 2.0, OTG",GSM / HSPA,131 g (4.62 oz),"Symbian^3, upgradable to Nokia Belle OS",,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-c6-01-ofic.jpg,,,"TV-outSNS integrationWebTVMP3/WMA/WAV/eAAC+ playerDivX/XviD/MP4/WMV/H.264 playerDocument viewer (Word, Excel, PowerPoint, PDF)Voice command/dialPredictive text input",,Discontinued,,,AMOLED,,,340MB 256MB RAM 1GB ROM,HSPA 10.2/2 Mbps,,1.10 W/kg (head),Nokia ClearBlack display,About 170 EUR,Up to 408 h (2G) / Up to 372 h (3G),"microSDHC (dedicated slot), 2 GB included","720p@25fps, 720p@30fps (via SW update)",,1.00 W/kg (head)     1.25 W/kg (body),Removable Li-Ion 1050 mAh battery (BL-5CT),"2010, September. Released 2010, November",Nokia,,,,Wi-Fi 802.11 b/g/n,,,,,,,Yes,VGA,"GPS, A-GPS",8 MP,"3.2 inches, 28.2 cm2(~51.8% screen-to-body ratio)",Up to 50 h,,,Voice 75dB / Noise 66dB / Ring 77dB,"Accelerometer, proximity, compass",GSM 850 / 900 / 1800 / 1900,
"Web TVTV-outMP3/WMA/WAV/eAAC+ playerDivX/XviD/MP4/H.264/WMV playerQuickoffice document viewer (Word, Excel, PowerPoint, PDF)Adobe ReaderVoice memo/dial/commandPredictive text input",,,,,,Mini-SIM,,Via software update,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",Photo,,"3.0, A2DP","Stereo FM radio, RDS; FM transmitter",Corning Gorilla Glass,,,"Charcoal black, Frosty metal, Mahogany brown",,Dual-LED flash,,,Up to 9 h 30 min (2G) / Up to 5 h (3G),Broadcom BCM2727,,Noise -88.1dB / Crosstalk - 88.9dB,Yes,,,Nokia C7,"117.3 x 56.8 x 10.5 mm, 64 cc (4.62 x 2.24 x 0.41 in)",,,HSDPA 850 / 900 / 1700 / 1900 / 2100,"360 x 640 pixels, 16:9 ratio (~210 ppi density)",680 MHz ARM 11,,"microUSB 2.0, OTG",GSM / HSPA,130 g (4.59 oz),"Symbian^3, upgradable to Nokia Belle OS",,,,,https://fdn2.gsmarena.com/vv/bigpic/nokia-c7-ofic.jpg,,,,,Discontinued,,,AMOLED,,,8GB 256MB RAM,HSPA 10.2/2 Mbps,,0.73 W/kg (head),,About 150 EUR,Up to 552 h (2G) / Up to 648 h (3G),microSDHC (dedicated slot),"720p@25fps, 720p@30fps (via SW update)",,1.03 W/kg (head)     0.83 W/kg (body),Removable Li-Ion 1200 mAh battery (BL-5K),"2010, September. Released 2010, October",Nokia,,,,Wi-Fi 802.11 b/g/n,,,,,,,Yes,VGA,"GPS, A-GPS; Ovi Maps 3.0",8 MP,"3.5 inches, 33.8 cm2(~50.7% screen-to-body ratio)",Up to 54 h,,,Voice 66dB / Noise 65dB / Ring 75dB,"Accelerometer, proximity, compass",GSM 850 / 900 / 1800 / 1900,
No,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",Photo,,"2.1, A2DP","Stereo FM radio, RDS",,,,"Silver, Warm grey, Golden khaki",,LED flash,Yes + downloadable,,Up to 5 h 30 min (2G) / Up to 4 h (3G),,,Noise -88.4dB / Crosstalk -88.1dB,Yes,,,Nokia C3-01 Touch and Type,"111 x 47.5 x 11 mm, 51.4 cc (4.37 x 1.87 x 0.43 in)","SMS, MMS, Email, IM",,HSDPA 850 / 900 / 1900 / 2100,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",680 MHz (RM-640)/ 1.0 GHz (RM-776),,microUSB 2.0,GSM / HSPA,100 g (3.53 oz),,,,,,https://fdn2.gsmarena.com/vv/bigpic/Nokia-C3-Touch-and-Type.jpg,,,,,Discontinued,"Yes, MIDP 2.1",Yes,"TFT resistive touchscreen, 256K colors",,,30MB 64MB RAM 128MB ROM,HSPA 10.2/2 Mbps,,0.99 W/kg (head),"Facebook, TwitterMP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerOrganizerVoice memoPredictive text input",About 70 EUR,Up to 405 h (2G) / Up to 440 h (3G),microSDHC (dedicated slot),480p@15fps,,0.87 W/kg (head)     0.58 W/kg (body),Removable Li-Ion 1050 mAh battery (BL-5CT),"2010, September. Released 2010, October",Nokia,"Yes, Photocall",,,Wi-Fi 802.11 b/g/n,,,,,,,Yes,,No,5 MP,"2.4 inches, 17.8 cm2(~33.8% screen-to-body ratio)",Up to 20 h,,,Voice 73dB / Noise 66dB / Ring 77dB,,GSM 850 / 900 / 1800 / 1900,
