,Positioning,Resolution,Type_1,Loudspeaker_1,Java,Triple,4G bands,Status,_3,Display,Video_1,128GB 4GB RAM,3.5mm jack,Battery (old),_2,Features_1,Quad,_1,Models,Performance,_4,Unspecified,256GB 8GB RAM,Protection,_6,Bluetooth,Music play,GPU,Chipset,OS,2G bands,Card slot,256GB,SAR EU,Single,Speed,GPRS,Weight,128GB 6GB RAM,CPU,Sensors,Size,Model Name,USB,512GB 12GB RAM,Browser,Price,Talk time,128GB 8GB RAM,EDGE,Battery (new),_5,64GB 4GB RAM,Internal,Stand-by,Video,Dual,Dimensions,Announced,Single_1,Dual_1,Audio quality,SIM,Radio,Camera,1TB 16GB RAM,Features,WLAN,Infrared port,Phonebook,Messaging,Keyboard,256GB 12GB RAM,Model Image,Call records,3G bands,Technology,Games,Brand,512GB 16GB RAM,SAR,Colors,Type,Charging,5G bands,Loudspeaker,Build,NFC
IP67 dust/water resistant (up to 1m for 30 min),"GPS, GLONASS, BDS, GALILEO","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","Li-Po 4000 mAh, non-removable",,,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40","Available. Released 2017, November",,,1080p@30fps,,No,,32-bit/384kHz audio,,,UFS 2.1,,,,,,Corning Gorilla Glass (unspecified version),,"4.2, A2DP, aptX HD, LE",,Mali-G72 MP12,Kirin 970 (10 nm),"Android 8.0 (Oreo), EMUI 9.1",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,,"8 MP, f/2.0, 26mm (wide), 1/3.2"", 1.4µm, AF","HSPA 42.2/5.76 Mbps, LTE (3CA) Cat18 1200/150 Mbps",,178 g (6.28 oz),,Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass","6.0 inches, 92.9 cm2(~80.9% screen-to-body ratio)",Huawei Mate 10 Porsche Design,USB Type-C 2.0,,,About 600 EUR,,,,,,,256GB 6GB RAM,,"4K@30fps, 1080p@30/60fps","12 MP, f/1.6, 27mm (wide), 1/2.9"", 1.25µm, PDAF, OIS20 MP B/W, f/1.6, 27mm (wide), 1/2.7""",154.2 x 74.5 x 7.9 mm (6.07 x 2.93 x 0.31 in),"2017, October",,,,Nano-SIM + Nano-SIM,No,,,"Laser AF, Leica optics, dual-LED dual-tone flash, panorama, HDR","Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct",Yes,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-mate10-porshe-design-.jpg,,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM / HSPA / LTE,,Huawei,,,Diamond Black,"OLED, HDR10","22.5W wired, 58% in 30 min",,Yes,"Glass front (Gorilla Glass), glass back, aluminum frame",Yes
IP67 dust/water resistant (up to 1m for 30 min),"GPS, GLONASS, BDS","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","Li-Po 4000 mAh, non-removable",Voice 70dB / Noise 73dB / Ring 84dB,,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40","Available. Released 2017, November",,"Contrast ratio: Infinity (nominal), 4.096 (sunlight)",1080p@30fps,,No,Endurance rating 96h,32-bit/384kHz audio,,,UFS 2.1,"BLA-L29, BLA-L09, BLA-AL00, BLA-A09, BLA-TL00",GeekBench: 6783 (v4.4)GFXBench: 21fps (ES 3.1 onscreen),,,,Corning Gorilla Glass (unspecified version),,"4.2, A2DP, aptX HD, LE",,Mali-G72 MP12,Kirin 970 (10 nm),"Android 8.0 (Oreo), upgradable to Android 10, EMUI 10.2",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),No,,,"8 MP, f/2.0, 26mm (wide), 1/3.2"", 1.4µm, AF","HSPA 42.2/5.76 Mbps, LTE (3CA) Cat18 1200/150 Mbps",,178 g (6.28 oz),,Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass","6.0 inches, 92.9 cm2(~80.9% screen-to-body ratio)",Huawei Mate 10 Pro,"USB Type-C 3.1, OTG",,,About 450 EUR,,,,,,,"64GB 4GB RAM, 128GB 6GB RAM",,"4K@30fps, 1080p@30/60fps","12 MP, f/1.6, 27mm (wide), 1/2.9"", 1.25µm, PDAF, OIS20 MP B/W, f/1.6, 27mm (wide), 1/2.7""",154.2 x 74.5 x 7.9 mm (6.07 x 2.93 x 0.31 in),"2017, October",,,Noise -93.5dB / Crosstalk -93.4dB,Nano-SIMNano-SIM + Nano-SIM,No,Photo/Video,,"Laser AF, Leica optics, dual-LED dual-tone flash, panorama, HDR","Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct",Yes,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-mate10-pro.jpg,,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM / HSPA / LTE,,Huawei,,,"Midnight Blue, Titanium Gray, Mocha Brown, Pink Gold","OLED, HDR10","22.5W wired, 58% in 30 min",,"Yes, with stereo speakers","Glass front (Gorilla Glass), glass back, aluminum frame",Yes
"IP53, dust and splash resistant","GPS, GLONASS, BDS","1440 x 2560 pixels, 16:9 ratio (~499 ppi density)","Li-Po 4000 mAh, non-removable",Voice 90dB / Noise 73dB / Ring 84dB,,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40 - ALP-L09, ALP-L29","Available. Released 2017, November",,"Contrast ratio: 1383:1 (nominal), 2.742 (sunlight)",1080p@30fps,,Yes,Endurance rating 87h,32-bit/384kHz audio,,,UFS 2.1,"ALP-L29, ALP-L09, ALP-AL00, ALP-TL00",AnTuTu: 214037 (v7)GeekBench: 6625 (v4.4)GFXBench: 13fps (ES 3.1 onscreen),,,,Corning Gorilla Glass (unspecified version),,"4.2, A2DP, aptX HD, LE",,Mali-G72 MP12,Kirin 970 (10 nm),"Android 8.0 (Oreo), upgradable to Android 10, EMUI 10.2",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),microSDXC (uses shared SIM slot) - dual SIM model only,,,"8 MP, f/2.0, 26mm (wide), 1/3.2"", 1.4µm, AF","HSPA 42.2/5.76 Mbps, LTE (3CA) Cat16 1024/150 Mbps",,186 g (6.56 oz),,Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),"Fingerprint (front-mounted), accelerometer, gyro, proximity, barometer, compass","5.9 inches, 95.6 cm2(~81.6% screen-to-body ratio)",Huawei Mate 10,"USB Type-C 3.1, OTG",,,About 230 EUR,,,,,,,64GB 4GB RAM,,"4K@30fps, 1080p@30/60fps","12 MP, f/1.6, 27mm (wide), 1/2.9"", 1.25µm, PDAF, OIS20 MP B/W, f/1.6, 27mm (wide), 1/2.7""",150.5 x 77.8 x 8.2 mm (5.93 x 3.06 x 0.32 in),"2017, October",,,Noise -93.5dB / Crosstalk -93.4dB,Nano-SIMNano-SIM + Nano-SIM,No,Photo/Video,,"Laser AF, Leica optics, dual-LED dual-tone flash, panorama, HDR","Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct",Yes,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-mate10-.jpg,,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM / HSPA / LTE,,Huawei,,,"Mocha Brown, Black, Champagne Gold, Pink Gold","IPS LCD, HDR10","22.5W wired, 58% in 30 min",,"Yes, with stereo speakers","Glass front (Gorilla Glass), glass back, aluminum frame",Yes
IP68 dust/water resistant (up to 1.5m for 30 min)Compatible with standard 22mm straps,GPS,390 x 390 pixels (~326 ppi density),"Li-Ion 420 mAh, non-removable",,,,LTE,"Available. Released 2017, November",MP3 playerPhoto viewerVoice dial/commands,,,,No,,No,,,eMMC 4.5,,,,,,Corning Gorilla Glass (unspecified version),,"4.1, A2DP, LE, EDR",,Adreno 304,Qualcomm MSM8909W Snapdragon Wear 2100,Android Wear OS 2.1,GSM 900 / 1800,No,,,,"HSPA, LTE",,64 g (2.26 oz),,Quad-core 1.1 GHz Cortex-A7,"Accelerometer, gyro, heart rate, barometer, compass",1.2 inches,Huawei Watch 2 Pro,No,,,About 330 EUR,,,,,,,4GB 768MB RAM,,,,48.3 x 45 x 12.6 mm (1.90 x 1.77 x 0.50 in),"2017, October",,,,eSIM,No,,,,Wi-Fi 802.11 b/g/n (market/region dependent),,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-2-pro.jpg,,HSDPA 2100,GSM / HSPA / LTE,,Huawei,,,Titanium Grey,OLED,10W wired,,Yes,"Glass front (Gorilla Glass), stainless steel 316L frame",Yes
"1, 3, 7, 8, 20","GPS, GLONASS, BDS","1080 x 2160 pixels, 18:9 ratio (~409 ppi density)","Li-Ion 3340 mAh, non-removable",Voice 67dB / Noise 71dB / Ring 84dB,,,"1, 3, 5, 7, 8, 28, 38, 40, 41","Available. Released 2017, November",,"Contrast ratio: 1852:1 (nominal), 2.654 (sunlight)",1080p@30fps,,Yes,Endurance rating 76h,,,,eMMC 5.1,"RNE-L21, RNE-L22, RNE-L01, RNE-L02, RNE-L11, RNE-L23, RNE-L03, RNE-AL00",GeekBench: 3603 (v4.4)GFXBench: 2.7fps (ES 3.1 onscreen),,,,,,"4.2, A2DP, LE, aptX",,Mali-T830 MP2,Kirin 659 (16 nm),"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo), EMUI 5.1",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),microSDXC (uses shared SIM slot),,,,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",,164 g (5.78 oz),,Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),"Fingerprint (rear-mounted), accelerometer, proximity, compass","5.9 inches, 89.8 cm2(~76.5% screen-to-body ratio)",Huawei Mate 10 Lite,"microUSB 2.0, OTG",,,About 190 EUR,,,,,,,64GB 4GB RAM,,1080p@30fps,"16 MP, f/2.2, 27mm (wide), PDAF2 MP, (depth)",156.2 x 75.2 x 7.5 mm (6.15 x 2.96 x 0.30 in),"2017, October",,"13 MP, f/2.0, 26mm (wide)2 MP, depth sensor",Noise -89.2dB / Crosstalk -83.8dB,Nano-SIMNano-SIM + Nano-SIM,FM radio,Photo/Video,,"LED flash, panorama, HDR","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-10-lite.jpg,,HSDPA 850 / 900 / 2100,GSM / HSPA / LTE,,Huawei,,,"Graphite Black, Prestige Gold, Aurora Blue",IPS LCD,,,Yes,"Glass front, aluminum back, aluminum frame",No
eMMC 5.1,"GPS, GLONASS","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Li-Ion 3020 mAh, non-removable",,,,"1, 3, 5, 7, 8, 20","Available. Released 2017, September",,,,,Yes,,,,,,"SLA-L02, SLA-L22, SLA-L03, SLA-L23",,,,,,,"v4.1, A2DP, LE",,Adreno 308,Qualcomm MSM8917 Snapdragon 425 (28 nm),"Android 7.0 (Nougat), EMUI 5.1",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDXC,,,"13 MP, AF","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,145 g (5.11 oz),,Quad-core 1.4 GHz Cortex-A53,"Fingerprint (rear-mounted), accelerometer, proximity","5.0 inches, 68.9 cm2(~67.6% screen-to-body ratio)",Huawei P9 lite mini,microUSB 2.0,,,About 150 EUR,,,,,,,16GB 2GB RAM,,1080p@30fps,,143.5 x 71 x 8.1 mm (5.65 x 2.80 x 0.32 in),"2017, August",5 MP,,,Nano-SIM + Nano-SIM,FM radio,,,LED flash,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-y6-pro-2017-p9-lite-mini.jpg,,HSDPA 850 / 900 / 1900 / 2100,GSM / HSPA / LTE,,Huawei,,,"Silver, black, gold",IPS LCD,,,Yes,"Glass front, aluminum back, aluminum frame",No
eMMC 5.1,"GPS, GLONASS","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Li-Ion 4000 mAh, non-removable",,,,"1, 3, 5, 7, 8, 38, 39, 40, 41","Available. Released 2017, June",,,,,Yes,,,,,,"TRT-L53, TRT-L21A, TRT-AL00, SLA-TL10, TRT-TL10, SLA-AL00, TRT-AL00A",,,,,,,"v4.1, A2DP, LE",,Adreno 505,Qualcomm MSM8940 Snapdragon 435 (28 nm),"Android 7.0 (Nougat), EMUI 5.1",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDXC (uses shared SIM slot),,,"12 MP, f/2.2, 1/2.9"", 1.25µm, PDAF","HSPA, LTE",,165 g (5.82 oz),,Octa-core 1.4 GHz Cortex-A53,"Fingerprint (rear-mounted), accelerometer, proximity, compass","5.5 inches, 83.4 cm2(~71.1% screen-to-body ratio)",Huawei Y7 Prime,"microUSB 2.0, OTG",,,About 180 EUR,,,,,,,32GB 3GB RAM,,1080p@30fps,,153.6 x 76.4 x 8.4 mm (6.05 x 3.01 x 0.33 in),"2017, June","8 MP, f/2.0",,,Nano-SIM + Nano-SIM,FM radio,,,"LED flash, HDR, panorama","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-7-plus-new.jpg,,HSDPA 850 / 900 / 1900 / 2100,GSM / HSPA / LTE,,Huawei,,,"Gray, Silver, Prestige Gold, Black, Aurora Blue",IPS LCD,,,Yes,"Glass front, aluminum back, aluminum frame",No
CDMA 800 & TD-SCDMA,"GPS, GLONASS, BDS - cellular model only","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)","Li-Po 4800 mAh, non-removable",,,,"1, 3, 5, 7, 8, 38, 39, 40, 41","Available. Released 2017, June",,,,,Yes,,Tuned by Harman Kardon,,,eMMC 5.1,"CPN-AL00, CPN-W09, CPN-L09",,,,,,,"4.0, A2DP",,Adreno 505,Qualcomm MSM8940 Snapdragon 435 (28 nm),"Android 7.0 (Nougat), EMUI 5.1",GSM 850 / 900 / 1800 / 1900,microSDXC (dedicated slot),,,"8 MP, AF","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps - cellular model only",,310 g (10.93 oz),,Octa-core 1.4 GHz Cortex-A53,"Accelerometer, proximity","8.0 inches, 185.6 cm2(~70.6% screen-to-body ratio)",Huawei MediaPad M3 Lite 8,"microUSB 2.0, OTG",,,About 270 EUR,,,,,,,"16GB 4GB RAM, 32GB 3GB RAM, 64GB 4GB RAM",,1080p@30fps,,213.3 x 123.3 x 7.5 mm (8.40 x 4.85 x 0.30 in),"2017, June",8 MP,,,Nano-SIM (cellular model only),No,,,,Wi-Fi 802.11 a/b/g/n/ac,,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m3-8-lite.jpg,,HSDPA 850 / 900 / 1900 / 2100,GSM / CDMA / HSPA / LTE,,Huawei,,,"Gold, white, space grey",S-IPS LCD,,,Yes,,No
eMMC 5.1,"GPS, GLONASS, BDS - cellular model only","800 x 1280 pixels, 16:10 ratio (~157 ppi density)","Li-Ion 4800 mAh, non-removable",,,,"1, 3, 5, 7, 8, 19, 20, 38, 39, 40, 41","Available. Released 2017, June",,,,,Yes,,,,,,"AGS-W09, AGS-L09, AGS-L03",,,,,,,"4.0, A2DP",,Adreno 308,Qualcomm MSM8917 Snapdragon 425 (28 nm),"Android 7.0 (Nougat), EMUI 5.1",GSM 850 / 900 / 1800 / 1900,microSDXC (dedicated slot),,,"5 MP, AF","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps - cellular model only",,460 g (1.01 lb),,Quad-core 1.4 GHz Cortex-A53,Accelerometer,"9.6 inches, 9.6, 267.2 cm2(~72.8% screen-to-body ratio)",Huawei MediaPad T3 10,microUSB 2.0,,,About 180 EUR,,,,,,,"16GB 1GB RAM, 16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM",,1080p@30fps,,229.8 x 159.8 x 8 mm (9.05 x 6.29 x 0.31 in),"2017, May",2 MP,,,Micro-SIM - cellular model only,FM radio,,,,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t3-10.jpg,,HSDPA 850 / 900 / 1900 / 2100 & TD-SCDMA,GSM / HSPA / LTE,,Huawei,,,"Space Gray, Luxurious Gold",IPS LCD,,,Yes,,No
eMMC 5.1,GPS - cellular model only,"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)","Li-Ion 6660 mAh, non-removable",,,,"1, 3, 5, 7, 8, 20","Available. Released 2017, June",,,,,Yes,,,,,,"Bach-L09, Bach-W09, BAH-L09, BAH-W09",,,,,,,"4.0, A2DP",,Adreno 505,Qualcomm MSM8940 Snapdragon 435 (28 nm),"Android 7.0 (Nougat), EMUI 5.1",GSM 850 / 900 / 1800 / 1900,microSDXC (dedicated slot),,,"8 MP, AF","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps - cellular model only",,310 g (10.93 oz),,Octa-core 1.4 GHz Cortex-A53,"Accelerometer, proximity, gyro (Bach-L09 only)","10.1 inches, 295.8 cm2(~71.5% screen-to-body ratio)",Huawei MediaPad M3 Lite 10,"microUSB 2.0, OTG",,,About 250 EUR,,,,,,,"16GB 4GB RAM, 32GB 3GB RAM, 64GB 4GB RAM",,1080p@30fps,,241.3 x 171.5 x 7.1 mm (9.50 x 6.75 x 0.28 in),"2017, May",8 MP,,,Nano-SIM (cellular model only),No,,,,Wi-Fi 802.11 a/b/g/n/ac,,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m3-10-lite.jpg,,HSDPA 850 / 900 / 1900 / 2100,GSM / HSPA / LTE,,Huawei,,,"Gold, white, space grey",IPS LCD,,,"Yes, with stereo speakers (4 speakers)",,No
eMMC 5.1,"GPS, GLONASS, BDS","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Li-Po 3340 mAh, non-removable",,,,LTE,"Available. Released 2017, June",,,,,Yes,,,,,24-bit/192kHz audio,"BAC-AL00, BAC-L03, BAC-L23, BAC-L21, BAC-L22, BAC-TL00",,,,,,,"4.2, A2DP, LE, aptX",,Mali-T830 MP2,Kirin 659 (16 nm),"Android 7.0 (Nougat), EMUI 5.1",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),microSDXC (uses shared SIM slot) - dual SIM model only,,,"20 MP, f/2.0, (wide), 1/2.8"", 1.0µm","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Yes,169 g (5.96 oz),,Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","5.5 inches, 83.4 cm2(~72.3% screen-to-body ratio)",Huawei nova 2 plus,USB Type-C 2.0,,,About 300 EUR,,,Yes,,,,"64GB 4GB RAM, 128GB 4GB RAM",,1080p@30fps,"12, f/1.8, 1.25µm, PDAF8 MP",153.9 x 74.9 x 6.9 mm (6.06 x 2.95 x 0.27 in),"2017, May",,,,Nano-SIMNano-SIM + Nano-SIM,No,,,"LED flash, panorama, HDR","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-2-plus.jpg,,HSDPA,GSM / HSPA / LTE,,Huawei,,,"Aurora Blue, Grass Green, Streamer Gold, Obsidian Black, Rose Gold",IPS LCD,18W wired,,Yes,"Glass front, aluminum back, aluminum frame",No
CDMA 800,"GPS, GLONASS, BDS","1080 x 1920 pixels, 16:9 ratio (~443 ppi density)","Li-Po 2950 mAh, non-removable",,,,"1, 3, 5, 7, 8, 18, 19, 20, 26, 38, 40, 41","Available. Released 2017, June",,,,,Yes,,24-bit/192kHz audio,,,eMMC 5.1,"PIC-AL00, PIC-TL00, PIC-LX9, HWV31",,,,,,,"4.2, A2DP, LE, aptX",,Mali-T830 MP2,Kirin 659 (16 nm),"Android 7.0 (Nougat), EMUI 5.1",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),microSDXC (uses shared SIM slot),,,"20 MP, f/2.0, (wide), 1/2.8"", 1.0µm","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,143 g (5.04 oz),,Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","5.0 inches, 68.3 cm2(~69.7% screen-to-body ratio)",Huawei nova 2,USB Type-C 2.0,,,About 250 EUR,,,,,,,64GB 4GB RAM,,1080p@30fps,"12, f/1.8, 1.25µm, PDAF8 MP",142.2 x 68.9 x 6.9 mm (5.60 x 2.71 x 0.27 in),"2017, May",,,,Nano-SIMNano-SIM + Nano-SIM,No,,,"LED flash, panorama, HDR","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-2.jpg,,HSDPA 800 / 850 / 2100 / 900,GSM / CDMA / HSPA / LTE,,Huawei,,,"Aurora Blue, Grass Green, Streamer Gold, Obsidian Black, Rose Gold",IPS LCD,18W wired,,Yes,"Glass front, aluminum back, aluminum frame",No
,"GPS, GLONASS","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Li-Po 2200 mAh, removable",,,,"1, 3, 7, 8, 20","Available. Released 2016, September",,,720p,,Yes,,,LED flash,,,"LYO-L21, LYO-L01, CAM-L21",,,,,,,"4.0, A2DP",,Mali-T720MP2,Mediatek MT6735 (28 nm),"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow), EMUI 3.1",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),microSDXC (dedicated slot),,,"13 MP, AF","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",,140 g (4.94 oz),,Quad-core 1.3 GHz Cortex-A53,"Accelerometer, proximity, compass","5.0 inches, 68.9 cm2(~66.6% screen-to-body ratio)",Huawei Y6II Compact,"microUSB 2.0, OTG",,,About 130 EUR,,,,,,,16GB 2GB RAM,,720p@30fps,,143.8 x 72 x 8.9 mm (5.66 x 2.83 x 0.35 in),"2016, September",5 MP,,,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",FM radio,,,"Dual-LED flash, HDR, panorama","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-y6-ii-compact.jpg,,HSDPA 900 / 1900 / 2100,GSM / HSPA / LTE,,Huawei,,,"Black, White, Gold",IPS LCD,,,Yes,"Glass front, plastic back, plastic frame",No
eMMC 5.1,"GPS, GLONASS, BDS","800 x 1280 pixels, 16:10 ratio (~189 ppi density)","Li-Ion 4800 mAh, non-removable",,,,"1, 3, 5, 7, 8, 20, 38, 39, 40, 41 - KOB-L09","Available. Released 2017, May",,,,,Yes,,,,,,"KOB-L09, KOB-W09",,,,,,,"4.0, A2DP",,Adreno 308,Qualcomm MSM8917 Snapdragon 425 (28 nm),"Android 7.0 (Nougat), EMUI 5.1",GSM 850 / 900 / 1800 / 1900 - KOB-L09,No,,,"5 MP, AF","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,350 g (12.35 oz),,Quad-core 1.4 GHz Cortex-A53,Accelerometer,"8.0 inches, 185.6 cm2(~70.5% screen-to-body ratio)",Huawei MediaPad T3 8.0,microUSB 2.0,,,About 160 EUR,,,,,,,"16GB 2GB RAM, 32GB 3GB RAM",,1080p@30fps,,211.1 x 124.7 x 8 mm (8.31 x 4.91 x 0.31 in),"2017, April",2 MP,,,Nano-SIM,No,,,,"Wi-Fi 802.11 b/g/n or a/b/g/n, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t3-8.jpg,,HSDPA 850 / 900 / 1900 / 2100 - KOB-L09,GSM / HSPA / LTE,,Huawei,,,"Space Gray, Luxurious Gold",IPS LCD,,,Yes,,No
,GPS,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Li-Ion 3100 mAh battery,,,,,"Available. Released 2017, May",,,,,Yes,,,,,,"BG2-U01, BG2-W09, BG2-U03",,,,,,,"4.0, A2DP",,Mali-450MP4,Mediatek MT8127 (28 nm),"Android 6.0 (Marshmallow), EMUI 4.1",N/A,No,,,2 MP,,No,250 g (8.82 oz),,Quad-core 1.3 GHz Cortex-A7,Accelerometer,"7.0 inches, 137.9 cm2(~74.3% screen-to-body ratio)",Huawei MediaPad T3 7.0,microUSB 2.0,,,About 100 EUR,,,No,,,,"8GB 1GB RAM, 16GB 1GB RAM, 16GB 2GB RAM",,720p@30fps,,179 x 103.7 x 8.6 mm (7.05 x 4.08 x 0.34 in),"2017, April",2 MP,,,No,No,,,,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t3-7-.jpg,,,No cellular connectivity,,Huawei,,,Gray,IPS LCD,,,Yes,,No
eMMC 5.1,"GPS, GLONASS","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Li-Ion 4000 mAh, non-removable",,,,"1, 3, 7, 8, 20","Available. Released 2017, July",,,,,Yes,,,,,,"H1711, TRT-LX1, TRT-LX3, TRT-LX2",,,,,,,"v4.1, A2DP, LE",,Adreno 505,Qualcomm MSM8940 Snapdragon 435 (28 nm),"Android 7.0 (Nougat), EMUI 5.1",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),microSDXC (uses shared SIM slot),,,"12 MP, f/2.2, 1/2.9"", 1.25µm, PDAF","HSPA, LTE",,165 g (5.82 oz),,Octa-core 1.4 GHz Cortex-A53,"Accelerometer, gyro, proximity, compass","5.5 inches, 83.4 cm2(~71.1% screen-to-body ratio)",Huawei Y7,"microUSB 2.0, OTG",,,About 160 EUR,,,,,,,16GB 2GB RAM,,1080p@30fps,,153.6 x 76.4 x 8.4 mm (6.05 x 3.01 x 0.33 in),"2017, May","8 MP, f/2.0",,,Single SIM or Hybrid Dual SIM,FM radio,,,"LED flash, HDR, panorama","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-y71.jpg,,HSDPA 850 / 900 / 1900 / 2100,GSM / HSPA / LTE,,Huawei,,,"Grey/Prestige, Gold/Silver",IPS LCD,,,Yes,"Glass front, aluminum back, aluminum frame",No
