,Triple,Resolution,Games,Price,Phonebook,Type_1,Call records,Talk time,Video,_2,GPU,Card slot,Chipset,Java,Infrared port,Charging,Technology,Announced,Type,OS,Single_1,Features_1,Music play,Brand,5G bands,Dual_1,Protection,Browser,Radio,CPU,Video_1,EDGE,Stand-by,Weight,Build,SIM,Internal,Single,_3,Size,3.5mm jack,_1,Status,Model Image,USB,Sensors,GPRS,Model Name,3G bands,Speed,Loudspeaker,Bluetooth,Dual,Colors,4G bands,WLAN,Positioning,NFC,Quad,Models,Keyboard,2G bands,Messaging,Features,Dimensions
GSM 850 / 900 / 1800 / 1900 - SIM 2  (S130 only),,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Downloadable,About 40 EUR,Yes,Removable Li-Ion 900 mAh battery,Yes,Up to 3 h,Yes,Music playerVideo playerOrganizer,,microSDHC (dedicated slot),,No,,,GSM,"2011, July. Released 2011, Q3","TFT, 256K colors",,,,,BLU,,,,,Stereo FM radio,,,No,Up to 260 h,59 g (2.08 oz),,Mini-SIM,"64MB ROM, 32MB RAM",1.3 MP,,"2.4 inches, 17.8 cm2(~37.3% screen-to-body ratio)",Yes,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-spark.jpg,microUSB,,Class 12,BLU Spark,,,Yes,Yes,,"Coffee, Violet, Pink, Green, Cyan",,No,No,,,,,GSM 850 / 900 / 1800 / 1900,"SMS, MMS",,92 x 52 x 15 mm (3.62 x 2.05 x 0.59 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2  (F110 only),,176 x 220 pixels (~141 ppi density),Downloadable,,Yes,Removable Li-Ion 700 mAh battery,Yes,Up to 6 h,Yes,Music playerVideo playerOrganizer,,microSDHC (dedicated slot),,No,,,GSM,"2011, July. Released 2011, Q3","TFT, 256K colors",,,,,BLU,,,,,Stereo FM radio,,,No,Up to 600 h,70 g (2.47 oz),,Mini-SIM,"64MB ROM, 32MB RAM",1.3 MP,,"2.0 inches, 12.6 cm2(~30.7% screen-to-body ratio)",Yes,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-deejay-flip.jpg,microUSB,,Class 10,BLU Deejay Flip,,,Yes,"2.1, A2DP",,"Blue, Red, Purple, Green, Yellow",,No,No,,,,,GSM 850 / 900 / 1800 / 1900,"SMS, MMS, IM",,92 x 44.5 x 18 mm (3.62 x 1.75 x 0.71 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2  (Q190 only),,220 x 176 pixels (~141 ppi density),Downloadable,About 30 EUR,Yes,Removable Li-Ion 750 mAh battery,Yes,Up to 6 h,Yes,No,,microSDHC (dedicated slot),,No,,,GSM,"2011, July. Released 2011, Q3","TFT, 256K colors",,,,,BLU,,,,,Stereo FM radio,,,No,Up to 600 h,54 g (1.90 oz),,Mini-SIM,"64MB ROM, 32MB RAM",1.3 MP,Analog TV (Q190T only)Music playerVideo playerOrganizer,"2.0 inches, 12.6 cm2(~23.1% screen-to-body ratio)",Yes,Flashlight,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-tattoo-mini.jpg,microUSB,,Class 10,BLU Tattoo Mini,,,Yes,"2.1, A2DP",,"Silver, Pink",,No,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900,"SMS, MMS, IM",,99 x 55 x 13 mm (3.90 x 2.17 x 0.51 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2  (Q210E only),,160 x 128 pixels (~102 ppi density),Downloadable,About 50 EUR,Yes,Removable Li-Ion 750 mAh battery,Yes,Up to 3 h 30 min,Yes,Analog TV (Q210T only)BLU MailMusic playerVideo playerOrganizer,,microSDHC (dedicated slot),,Yes,,,GSM,"2011, July. Released 2011, Q3","TFT, 256K colors",,,,,BLU,,,,,FM radio,,,No,Up to 140 h,69 g (2.43 oz),,Mini-SIM,"256MB ROM, 64MB RAM",2 MP,,"2.0 inches, 12.6 cm2(~22.0% screen-to-body ratio)",No,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-samba-elite.jpg,miniUSB,,Class 10,BLU Samba Elite,,,Yes,"2.1, A2DP",,"Black, Silver, Grey, Pink, Blue, Violet",,No,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900,"SMS, MMS",,102 x 56 x 13.5 mm (4.02 x 2.20 x 0.53 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2  (Q51 only),,160 x 128 pixels (~116 ppi density),Downloadable,About 30 EUR,Yes,Removable Li-Ion 850 mAh battery,Yes,Up to 3 h,,"Facebook, TwitterMusic playerVideo playerOrganizer",,microSDHC (dedicated slot),,No,,,GSM,"2011, July. Released 2011, Q3","TFT, 65K colors",,,,,BLU,,,,,Stereo FM radio,,,No,Up to 168 h,75 g (2.65 oz),,Mini-SIM,"64MB ROM, 32MB RAM",,,"1.77 inches, 9.9 cm2(~17.8% screen-to-body ratio)",Yes,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-samba-jr.jpg,microUSB,,Class 10,BLU Samba JR,,,Yes,No,,"Light blue, Red, Silver, Violet, Magenta, Green",,No,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900,"SMS, MMS, IM",,99.3 x 55.9 x 13.8 mm (3.91 x 2.20 x 0.54 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2  (Q61 only),,160 x 128 pixels (~116 ppi density),Downloadable,,Yes,Removable Li-Ion 750 mAh battery,Yes,Up to 6 h,,No,,microSDHC (dedicated slot),,No,,,GSM,"2011, July. Released 2011, Q3","TFT, 65K colors",,,,,BLU,,,,,Stereo FM radio,,,No,Up to 600 h,50 g (1.76 oz),,Mini-SIM,"64MB ROM, 32MB RAM",,Music playerVideo playerOrganizer,"1.77 inches, 9.9 cm2(~17.4% screen-to-body ratio)",Yes,Flashlight,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-lindy.jpg,microUSB,,Class 12,BLU Lindy,,,Yes,No,,"Blue, Silver, Black, Light Blue, Pink",,No,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900,"SMS, MMS",,101 x 56.2 x 13.7 mm (3.98 x 2.21 x 0.54 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2  (M110 only),,176 x 220 pixels (~159 ppi density),Downloadable,About 40 EUR,Yes,Removable Li-Ion 560 mAh battery,Yes,Up to 1 h 30 min,Yes,FacebookMusic playerVideo playerOrganizer,,microSDHC (dedicated slot),,Yes,,,GSM,"2011, July. Released 2011, Q3","TFT, 65K colors",,,,,BLU,,,,,Stereo FM radio,,,No,Up to 150 h,47 g (1.66 oz),,Mini-SIM,"128MB ROM, 64MB RAM",1.3 MP,,"1.77 inches, 9.9 cm2(~27.9% screen-to-body ratio)",Yes,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-swing.jpg,microUSB,,Class 10,BLU Swing,,,Yes,"2.1, A2DP",,"Black, White",,No,No,,,,,GSM 850 / 900 / 1800 / 1900,"SMS, MMS",,84 x 42 x 17.5 mm (3.31 x 1.65 x 0.69 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2  (T410 only),,128 x 160 pixels (~116 ppi density),Downloadable,,Yes,Removable Li-Ion 800 mAh battery,Yes,Up to 4 h,Yes,No,,microSDHC (dedicated slot),,No,,,GSM,"2011, July. Released 2011, Q3","TFT, 65K colors",,,,,BLU,,,,,FM radio,,,No,Up to 300 h,48 g (1.69 oz),,Mini-SIM,"64MB ROM, 32MB RAM",1.3 MP,Music playerVideo playerOrganizer,"1.77 inches, 9.9 cm2(~22.8% screen-to-body ratio)",Yes,Flashlight,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-bar-q.jpg,microUSB,,Yes,BLU Bar Q,,,Yes,"2.1, A2DP",,"Black, White, Red, Light Blue, Violet, Yellow, Green, Pink",,No,No,,,,,GSM 850 / 900 / 1800 / 1900,"SMS, MMS",,100.5 x 43 x 14.8 mm (3.96 x 1.69 x 0.58 in)
No,,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,About 110 EUR,,Removable Li-Ion 1450 mAh battery,,Up to 8 h (2G) / Up to 6 h (3G),320p@18fps,,Adreno 200,microSDHC (dedicated slot),Qualcomm MSM7227 Snapdragon S1,,,,GSM / HSPA,"2011, February. Released 2011, April","TFT, 256K colors",Android 2.2 (Froyo),,,,BLU,,,,HTML,"Stereo FM radio, RDS",600 MHz ARM 11,,,Up to 700 h (2G) / Up to 500 h (3G),-,,Mini-SIM,512MB 256MB RAM,3.15 MP,,"3.2 inches, 30.5 cm2(~47.4% screen-to-body ratio)",Yes,MP3/AAC/AAC+/eAAC+/AMR-NB/AMR-WB/MIDI/PCM/WMAMP4/H.264/WMV playerPredictive text input,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-magic.jpg,microUSB 2.0,"Accelerometer, proximity, compass",,BLU Magic,HSDPA 850 / 1900 / 2100,HSPA 7.2/0.384 Mbps,Yes,2.1,,"Black, White",,"Wi-Fi 802.11 b/g, hotspot","GPS, A-GPS",,,,,GSM 850 / 900 / 1800 / 1900,,,111 x 58 x 13.5 mm (4.37 x 2.28 x 0.53 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2,,,Downloadable,,1000 entries,Removable Li-Ion 1000 mAh battery,Yes,Up to 5 h 30 min,320p@15fps,No,,microSDHC (dedicated slot),,"Yes, MIDP 2.0",,,GSM,"2011, February. Released 2011, Q2","TFT resistive touchscreen, 256K colors",,,,,BLU,,,,"WAP 2.0/xHTML, HTML","Stereo FM radio, RDS",,,Class 12,Up to 390 h,120 g (4.23 oz),,Dual SIM (Mini-SIM),512MB 256MB RAM,3.15 MP,MP3/WMA/AAC playerH.264/MP4 playerOrganizer,3.2 inches,Yes,Handwriting recognition,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-touch.jpg,2.0,,Class 12,BLU Touch,,,Yes,"2.0, A2DP",,"Black, White, Pink, Silver, Orange, Green",,No,No,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS, Email",,109 x 56 x 12.5 mm (4.29 x 2.20 x 0.49 in)
No,,,Downloadable,About 50 EUR,500 entries,Removable Li-Ion 1000 mAh battery,Yes,Up to 3 h 20 min (2G) / Up to 2 h 45 min (3G),Yes,,,microSDHC (dedicated slot),,"Yes, MIDP 2.1",,,GSM / UMTS,"2011, February. Released 2011, Q2","TFT, 65K colors",,,,,BLU,,,,"WAP 2.0/xHTML, HTML","Stereo FM radio, RDS",,,,Up to 350 h (2G) / Up to 300 h (3G),90 g (3.17 oz),,Mini-SIM,64MB,VGA,,1.8 inches,No,MP4/H.263 playerMP3/WAV/WMV/eAAC+ playerOrganizer,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-diesel.jpg,miniUSB 2.0,,,BLU Diesel 3G,UMTS 850 / 2100,"Yes, 384 kbps",Yes,"2.1, A2DP",,Black,,No,No,,,,,GSM 850 / 900 / 1800 / 1900,"SMS, EMS, MMS, Email",,107.5 x 45 x 13.3 mm (4.23 x 1.77 x 0.52 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2  (Q160 only),,,Downloadable,About 40 EUR,Yes,Removable Li-Ion 800 mAh battery,Yes,Up to 10 h,Yes,MP3/H.263 playerOrganizer,,microSDHC (dedicated slot),,No,,,GSM,"2011, February. Released 2011, April","TFT, 256K colors",,,,,BLU,,,,WAP 2.0/xHTML (Opera Mini),Stereo FM radio,,,No,Up to 600 h,120 g (4.23 oz),,Dual SIM (Mini-SIM),64MB 32MB,VGA,,1.8 inches,Yes,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-deejay-q.jpg,microUSB 2.0,,Class 10,BLU Deejay II,,,Yes,"2.1, A2DP",,"Red, Silver, Green, Yellow, Blue, Pink, Purple",,No,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900,"SMS, MMS",,105 x 58 x 14 mm (4.13 x 2.28 x 0.55 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2  (Q110 only),,,Downloadable,About 50 EUR,Yes,Removable Li-Ion 800 mAh battery,Yes,Up to 8 h,Yes,MP3/H.263 playerOrganizer,,microSDHC (dedicated slot),,No,,,GSM,"2011, February. Released 2011, April","TFT, 256K colors",,,,,BLU,,,,WAP 2.0/xHTML (Opera Mini),Stereo FM radio,,,No,Up to 600 h,120 g (4.23 oz),,Dual SIM (Mini-SIM),64MB 32MB,VGA,,1.8 inches,Yes,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-samba-q.jpg,microUSB 2.0,,Class 10,BLU Samba Q,,,Yes,No,,"Red, Silver, Green, Yellow, Blue, Pink, Purple",,No,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900,"SMS, MMS",,105 x 58 x 14 mm (4.13 x 2.28 x 0.55 in)
GSM 900 / 1800,,"96 x 64 pixels, 3:2 ratio (~88 ppi density)",Downloadable,,SIM card only,Removable Li-Ion 500 mAh battery,Yes,Up to 8 h,,,,microSDHC (dedicated slot),,No,,,GSM,"2011, February. Released 2011, Q2",Monochrome graphic,,,,,BLU,,,,No,FM radio,,,No,Up to 400 h,-,,Mini-SIM,16MB,,,"1.31 inches, 5.1 cm2(~10.8% screen-to-body ratio)",No,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-ultra-100.jpg,miniUSB (charging only),,No,BLU Ultra,,,Yes,No,,"Black, Yellow, Blue, Red",,No,No,,,,,GSM 850 / 1900,SMS,,105.5 x 45 x 12.7 mm (4.15 x 1.77 x 0.5 in)
No,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,About 100 EUR,,Removable Li-Ion 1200 mAh battery,,Up to 12 h (2G) / Up to 6 h (3G),320p@15fps,,Adreno 200,"microSDHC (dedicated slot), 2 GB included",Qualcomm MSM7227 Snapdragon S1,,,,GSM / HSPA,"2010, September. Released 2010, Q4","TFT resistive touchscreen, 256K colors",Android 2.2 (Froyo),,,,BLU,,,,HTML,"Stereo FM radio, RDS",600 MHz ARM 11,,,Up to 500 h (2G) / Up to 500 h (3G),94 g (3.32 oz),,Mini-SIM,512MB 256MB RAM,3.15 MP,,"2.8 inches, 24.3 cm2(~44.7% screen-to-body ratio)",Yes,MP3/AAC/AAC+/eAAC+/AMR-NB/AMR-WB/MIDI/PCM/WMAMP4/H.264/WMV playerPredictive text input,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/tango.jpg,microUSB 2.0,"Accelerometer, compass",,BLU Tango,HSDPA 850 / 900,HSPA 3.6/0.384 Mbps,Yes,2.1,,"Black, White, Red",,"Wi-Fi 802.11 b/g, hotspot","GPS, A-GPS",,,,,GSM 850 / 900 / 1800 / 1900,,,98.7 x 55 x 13 mm (3.89 x 2.17 x 0.51 in)
GSM 850 / 900 / 1800 / 1900  - SIM 2  (Q410 only),,"360 x 480 pixels, 4:3 ratio (~246 ppi density)",Downloadable,About 100 EUR,1000 entries,Removable Li-Ion 930 mAh battery,Yes,Up to 8 h,Yes,,,microSDHC (dedicated slot),,Yes,,,GSM / UMTS,"2010, October. Released 2010, October","TFT, 256K colors",,Yes,,,BLU,,,,WAP 2.0/xHTML,Stereo FM radio,,,,Up to 800 h,123 g (4.34 oz),,Dual SIM (Mini-SIM),256MB 128MB RAM,2 MP,,"2.44 inches, 18.4 cm2(~27.3% screen-to-body ratio)",Yes,MP3/AAC+ playerMP4/H.263 playerOrganizer,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-speed.jpg,microUSB,,,BLU Speed,UMTS 850 / 2100 - SIM 1 only,"Yes, 384 kbps",Yes,"2.0, A2DP",,"Black, Silver, Red",,Wi-Fi 802.11 b/g,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS, Email, IM",,109 x 62 x 15 mm (4.29 x 2.44 x 0.59 in)
MP3/AAC+/WAV playerMP4/H.263 player,,,Downloadable,,1000 entries,Removable Li-Ion 800 mAh battery,Yes,Up to 7 h,Yes,,,microSDHC (dedicated slot),,Yes,,,GSM / HSPA,"2010, September. Released 2010, October","TFT resistive touchscreen, 256K colors",,Yes,,,BLU,,,,WAP 2.0/xHTML,FM radio,,,,Up to 600 h,102 g (3.60 oz),,Mini-SIM,52MB,2 MP,,3.0 inches,No,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-smart.jpg,Proprietary,,,BLU Smart,HSDPA 850 / 2100,HSPA 3.6/0.384 Mbps,Yes,"2.0, A2DP",,Black,,Wi-Fi 802.11 b/g,No,,,,,GSM 850 / 900 / 1800 / 1900,"SMS, MMS, Email, IM",,104 x 55 x 12.2 mm (4.09 x 2.17 x 0.48 in)
GSM 850 / 900 / 1800 / 1900  - SIM 2  (Q310 only),,,Downloadable,About 70 EUR,1000 entries,Removable Li-Ion 800 mAh battery,Yes,Up to 5 h,Yes,MP3/AAC+ playerMP4/H.263 playerOrganizerPredictive text input,,microSDHC (dedicated slot),,Yes,,,GSM,"2010, September. Released 2010, Q4","TFT, 256K colors",,,,,BLU,,,,WAP 2.0/xHTML (Opera Mini),Stereo FM radio,,,Class 10,Up to 450 h,110 g (3.88 oz),,Dual SIM (Mini-SIM),50MB,2 MP,,2.4 inches,Yes,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-cubo.jpg,microUSB 2.0,,Class 10,BLU Cubo,,,Yes,2.0,,"Black, Grey, White",,Wi-Fi 802.11 b/g,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS, Email, IM",,95.5 x 61 x 14.2 mm (3.76 x 2.40 x 0.56 in)
MP4/H.263 playerMP3/WAV/WMV/eAAC+ playerOrganizer,,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",Downloadable,About 40 EUR,1000 entries,Removable Li-Ion 800 mAh battery,Yes,Up to 13 h 45 min (2G) / Up to 4 h 30 min (3G),320p@15fps,,,microSDHC (dedicated slot),,Yes,,,GSM / UMTS,"2010, September. Released 2010, September","TFT, 256K colors",,Yes,,,BLU,,,,WAP 2.0/xHTML,Stereo FM radio,,,,Up to 600 h (2G) / Up to 583 h (3G),82 g (2.89 oz),,Mini-SIM,70MB,VGA,,"2.0 inches, 12.4 cm2(~24.7% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-flash.jpg,Proprietary,,,BLU Flash,UMTS 850 / 2100,"Yes, 384 kbps",Yes,"2.0, A2DP",,Black,,No,No,,,,,GSM 850 / 900 / 1800 / 1900,"SMS, MMS, Email, IM",,109 x 46 x 13.5 mm (4.29 x 1.81 x 0.53 in)
GSM 850 / 900 / 1800 / 1900  - SIM 2  (Q210 only),,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",Downloadable,About 50 EUR,500 entries,Removable Li-Ion 700 mAh battery,Yes,Up to 10 h,Yes,MP4/MP3 playerOrganizerPredictive text input,,microSDHC (dedicated slot),,"Yes, MIDP 2.1",,,GSM,"2010, September. Released 2010, Q4","TFT, 256K colors",,,,,BLU,,,,WAP 2.0/xHTML (Opera Mini),Stereo FM radio,,,No,Up to 600 h,76 g (2.68 oz),,Dual SIM (Mini-SIM),32MB,2 MP,,"2.0 inches, 12.4 cm2(~21.5% screen-to-body ratio)",No,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-samba-mini.jpg,Proprietary,,Yes,BLU Samba Mini,,,Yes,"2.0, A2DP",,"Red, Purple, Blue, Green, Yellow, Pink, Silver",,No,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS",,99.5 x 58 x 12 mm (3.92 x 2.28 x 0.47 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2,,,Downloadable,About 30 EUR,200 entries,Removable Li-Ion 750 mAh battery,Yes,Up to 6 h,No,MP3 playerOrganizerPredictive text input,,microSD (dedicated slot),,No,,,GSM,"2010, June. Released 2010, June","TFT, 65K colors",,,,,BLU,,,,WAP 2.0/xHTML (Opera Mini),FM radio,,,No,Up to 450 h,96 g (3.39 oz),,Dual SIM (Mini-SIM),16MB,CIF,,1.8 inches,No,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-samba.jpg,Proprietary,,Yes,BLU Samba,,,Yes,1.2,,"Silver, Red, Yellow, Blue, Green, Purple, Pink",,No,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS",,111 x 56 x 14 mm (4.37 x 2.20 x 0.55 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2,,,Downloadable,,200 entries,Removable Li-Ion 750 mAh battery,Yes,Up to 6 h,No,MP3 playerOrganizerPredictive text input,,microSD (dedicated slot),,No,,,GSM,"2010, June. Released 2010, June","TFT, 65K colors",,,,,BLU,,,,WAP 2.0,FM radio,,,No,Up to 450 h,104 g (3.67 oz),,Dual SIM (Mini-SIM),16MB,CIF,,2.0 inches,No,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-tattoo.jpg,Proprietary,,Yes,BLU Tattoo,,,Yes,1.2,,"Black, White, Blue, Pink, Yellow, Green",,No,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS",,111 x 56 x 13.7 mm (4.37 x 2.20 x 0.54 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2,,,Downloadable,,200 entries,Removable Li-Ion 750 mAh battery,Yes,Up to 6 h,No,Analog TVMP3 playerOrganizerPredictive text input,,microSD (dedicated slot),,No,,,GSM,"2010, June. Released 2010, June","TFT, 65K colors",,,,,BLU,,,,WAP 2.0,FM radio,,,No,Up to 450 h,104 g (3.67 oz),,Dual SIM (Mini-SIM),16MB,CIF,,2.0 inches,No,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-tattoo-tv.jpg,Proprietary,,Yes,BLU Tattoo TV,,,Yes,1.2,,"Black, White, Blue, Pink, Yellow, Green",,No,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS",,111 x 56 x 13.7 mm (4.37 x 2.20 x 0.54 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2,,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",Downloadable,About 60 EUR,500 entries,Removable Li-Ion 850 mAh battery,Yes,Up to 8 h,Yes,Analog TVMP3/MP4 playerOrganizerPredictive text input,,microSDHC (dedicated slot),,"Yes, MIDP 2.0",,,GSM,"2010, September. Released 2010, Q4","TFT, 256K colors",,,,,BLU,,,,WAP 2.0/xHTML (Opera Mini),Stereo FM radio,,,No,Up to 550 h,102 g (3.60 oz),,Dual SIM (Mini-SIM),32MB,VGA,,"2.0 inches, 12.4 cm2(~19.2% screen-to-body ratio)",Yes,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-disco2go-ii.jpg,Proprietary,,Yes,BLU Disco2GO II,,,Yes,"2.0, A2DP",,"Red, Green, Grey, Yellow",,No,No,,,,QWERTY,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS",,111 x 58 x 14 mm (4.37 x 2.28 x 0.55 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2  (T210 only),,128 x 160 pixels (~116 ppi density),Downloadable,About 40 EUR,200 entries,Removable Li-Ion 800 mAh battery,Yes,Up to 8 h,,No,,microSD (dedicated slot),,No,,,GSM,"2010, September. Released 2010, September","TFT, 65K colors",,,,,BLU,,,,WAP 2.0/xHTML,Stereo FM radio,,,No,Up to 580 h,83 g (2.93 oz),,Dual SIM (Mini-SIM),,,OrganizerMP3 playerPredictive text input,"1.77 inches, 9.9 cm2(~21.8% screen-to-body ratio)",No,Flashlight,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-deejay.jpg,miniUSB (charging only),,Class 10,BLU Deejay,,,Yes,No,,"Grey, Green, Purple, Pink, Blue",,No,No,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS",,103 x 44 x 15 mm (4.06 x 1.73 x 0.59 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2  (T310 only),,128 x 160 pixels (~116 ppi density),Downloadable,,200 entries,Removable Li-Ion 800 mAh battery,Yes,Up to 8 h,No,No,,microSD (dedicated slot),,No,,,GSM,"2010, September. Released 2010, September","TFT, 65K colors",,,,,BLU,,,,WAP 2.0/xHTML,Stereo FM radio,,,No,Up to 580 h,83 g (2.93 oz),,Dual SIM (Mini-SIM),,CIF,OrganizerMP3 playerPredictive text input,"1.77 inches, 9.9 cm2(~21.8% screen-to-body ratio)",No,Flashlight,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-click.jpg,miniUSB (charging only),,Class 10,BLU Click,,,Yes,No,,"Grey, Green, Purple, Pink, Blue",,No,No,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS",,103 x 44 x 15 mm (4.06 x 1.73 x 0.59 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2  (T410 only),,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",Downloadable,,500 entries,Removable Li-Ion 800 mAh battery,Yes,Up to 8 h,Yes,MP3/MP4 playerOrganizerPredictive text input,,microSDHC (dedicated slot),,"Yes, MIDP 2.0",,,GSM,"2010, September. Released 2010, Q4","TFT, 256K colors",,,,,BLU,,,,WAP 2.0/xHTML,Stereo FM radio,,,No,Up to 550 h,102 g (3.60 oz),,Dual SIM (Mini-SIM),32MB,2 MP (T410); VGA (T400),,"2.2 inches, 15.0 cm2(~30.6% screen-to-body ratio)",No,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-brilliant1-2.jpg,Proprietary,,Yes,BLU Brilliant,,,Yes,"2.0, A2DP",,"Black, White",,No,No,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS",,109 x 45 x 9.9 mm (4.29 x 1.77 x 0.39 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2,,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",Yes + downloadable,,500 entries,Removable Li-Ion 800 mAh battery,Yes,Up to 8 h,Yes,Analog TVMP3/MP4 playerOrganizerPredictive text input,,microSDHC (dedicated slot),,"Yes, MIDP 2.0",,,GSM,"2010, September. Released 2010, September","TFT, 256K colors",,,,,BLU,,,,WAP 2.0/xHTML,Stereo FM radio,,,No,Up to 550 h,102 g (3.60 oz),,Dual SIM (Mini-SIM),32MB,2 MP,,"2.2 inches, 15.0 cm2(~30.6% screen-to-body ratio)",No,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-slim-tv.jpg,Proprietary,,Yes,BLU Slim TV,,,Yes,"2.0, A2DP",,"Black, Red, Blue",,No,No,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS",LED flash,109 x 45 x 9.9 mm (4.29 x 1.77 x 0.39 in)
GSM 850 / 900 / 1800 / 1900 - SIM 2,,144 x 176 pixels (~114 ppi density),Downloadable,,200 entries,Removable Li-Ion 750 mAh battery,Yes,Up to 6 h,Yes,"Analog TVAlarm, Memo, CalculatorCalendar, World Clock",,microSD (dedicated slot),,No,,,GSM,"2010, September. Released 2010, September","TFT, 65K colors",,,,,BLU,,,,WAP 2.0/xHTML,FM radio,,,No,Up to 450 h,87 g (3.07 oz),,Dual SIM (Mini-SIM),32MB,CIF,,"2.0 inches, 12.6 cm2(~23.6% screen-to-body ratio)",No,No,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-tv2go-lite.jpg,Proprietary (charging only),,Yes,BLU TV2Go Lite,,,Yes,1.2,,"Black, White, Pink, Red, Green, Blue",,No,No,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1,"SMS, MMS",,110 x 48.8 x 14.2 mm (4.33 x 1.92 x 0.56 in)
