,CPU,Single,Internal,Model Image,SIM,WLAN,Price,Dimensions,_3,_4,Performance,128GB 8GB RAM,Battery (new),Dual,Camera,Dual_1,NFC,Infrared port,Quad,OS,4G bands,USB,Protection,Video,_5,5G bands,Size,Speed,Card slot,3G bands,2G bands,64GB 3GB RAM,Positioning,Announced,Type,Video_1,Type_1,Build,256GB 8GB RAM,SAR,Bluetooth,Loudspeaker_1,512GB 8GB RAM,Radio,Chipset,256GB 12GB RAM,Display,Features,Sensors,Technology,Colors,Weight,Status,Features_1,Single_1,Loudspeaker,Models,Charging,_1,Battery (old),GPU,_2,64GB 4GB RAM,3.5mm jack,Resolution,Model Name,Brand,Triple
"IP53, dust and splash resistant",Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),"32 MP, f/2.2, (wide), 1/3.1"", 0.7µm","256GB 12GB RAM, 512GB 12GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-note-40-pro-plus-5g-.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 290 EUR,164.3 x 74.5 x 8.1 mm (6.47 x 2.93 x 0.32 in),,,AnTuTu: 459546 (v10)GeekBench: 2233 (v6),,Active use score 12:23h,,,,Yes (market/region dependent),Yes,,"Android 14, up to 2 major Android upgrades, XOS 14","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41, 42, 66","USB Type-C 2.0, OTG",Corning Gorilla Glass,"1440p@30fps, 1080p@30/60fps",,"1, 3, 5, 7, 8, 12, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA","6.78 inches, 109.9 cm2(~89.8% screen-to-body ratio)","HSPA, LTE, 5G",No,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2024, March 18","AMOLED, 1B colors, 120Hz, 1300 nits (peak)","1440p@30fps, 1080p@30/60fps",4600 mAh,"Glass front, plastic frame, silicone polymer (eco leather) back",,,Yes,-26.5 LUFS (Good),,FM radio,Mediatek Dimensity 7020 (6 nm),,1130 nits max brightness (measured),"Dual-LED flash, HDR, panorama","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE / 5G,"Obsidian Black, Vintage Green, Racing Edition",190 g or 196 g (6.70 oz),"Available. Released 2024, March 19",Dual-LED flash,,"Yes, with stereo speakers",X6851B,"100W wired, 50% in 12 min20W wireless MagChargeReverse wiredReverse wireless",UFS 2.2,,IMG BXM-8-256,Tuned by JBL24-bit/192kHz Hi-Res audio,,No,1080 x 2436 pixels (~393 ppi density),Infinix Note 40 Pro+,Infinix,"108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF, OIS2 MP, f/2.42 MP, f/2.4"
"IP53, dust and splash resistant",Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),"32 MP, f/2.2, (wide), 1/3.1""",256GB 8GB RAM,https://fdn2.gsmarena.com/vv/bigpic/infinix-note-40-pro-5g-.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","$ 251.81 / ₹ 18,438",164.3 x 74.5 x 8.1 mm (6.47 x 2.93 x 0.32 in),,,,,,,,,Yes (market/region dependent),Yes,,"Android 14, XOS 14","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41, 42, 66","USB Type-C 2.0, OTG",Corning Gorilla Glass,"1440p@30fps, 1080p@30/60fps",,"1, 3, 5, 7, 8, 12, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA","6.78 inches, 109.9 cm2(~89.8% screen-to-body ratio)","HSPA, LTE, 5G",Unspecified,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2024, March 18","AMOLED, 1B colors, 120Hz, 1300 nits (peak)",1080p@30fps,5000 mAh,,$ 251.81,,Yes,,,FM radio,Mediatek Dimensity 7020 (6 nm),,,"Dual-LED flash, HDR, panorama","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE / 5G,"Vintage Green, Titan Gold, Racing Edition",190 g or 196 g (6.70 oz),"Available. Released 2024, March 19",Dual-LED flash,,"Yes, with stereo speakers",X6851,"45W wired, 50% in 26 min20W wireless MagChargeReverse wiredReverse wireless",UFS 2.2,,IMG BXM-8-256,Tuned by JBL24-bit/192kHz Hi-Res audio,,No,1080 x 2436 pixels (~393 ppi density),Infinix Note 40 Pro,Infinix,"108 MP, f/1.8, (wide), PDAF, OIS2 MP, f/2.42 MP, f/2.4"
HSDPA 850 / 900 / 2100,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"32 MP, f/2.2, (wide), 1/3.1""","256GB 8GB RAM, 256GB 12GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-note-40-pro-4g-.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 240 EUR,164.4 x 74.6 x 7.8 mm (6.47 x 2.94 x 0.31 in),"IP54, dust and splash resistant",UFS 2.2,,,,,,,Yes (market/region dependent),Yes,,"Android 14, XOS 14","1, 2, 3, 4, 5, 7, 8, 12, 17, 13, 26, 28, 38, 40, 41, 66","USB Type-C 2.0, OTG",Corning Gorilla Glass,"1440p@30fps, 1080p@30/60fps",Tuned by JBL24-bit/192kHz Hi-Res audio,,"6.78 inches, 109.9 cm2(~89.6% screen-to-body ratio)","HSPA, LTE",Unspecified,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2024, March 18","AMOLED, 120Hz, 1300 nits (peak)",1080p@30fps,5000 mAh,,,,Yes,,,FM radio,Mediatek Helio G99 Ultimate,,,"Quad-LED flash, HDR, panorama","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE,"Vintage Green, Titan Gold, Racing Edition",190 g (6.70 oz),"Available. Released 2024, March 19",Dual-LED flash,,"Yes, with stereo speakers",X6850,"70W wired, 50% in 20 min20W wireless MagChargeReverse wiredReverse wireless","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,Mali-G57 MC2,"1, 3, 5, 8, 38, 40, 41",,No,1080 x 2436 pixels (~393 ppi density),Infinix Note 40 Pro 4G,Infinix,"108 MP, f/1.8, (wide), 1/1.67"", PDAF, OIS2 MP, f/2.42 MP, f/2.4"
HSDPA 850 / 900 / 2100,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"32 MP, f/2.2, (wide), 1/3.1""",256GB 8GB RAM,https://fdn2.gsmarena.com/vv/bigpic/infinix-note-40-4g-.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 180 EUR,164.1 x 74.5 x 7.8 mm (6.46 x 2.93 x 0.31 in),"IP54, dust and splash resistant",UFS 2.2,,,,,,,Yes (market/region dependent),,,"Android 14, XOS 14","1, 2, 3, 4, 5, 7, 8, 12, 17, 13, 26, 28, 38, 40, 41, 66","USB Type-C 2.0, OTG",Corning Gorilla Glass,"1440p@30fps, 1080p@30/60fps",Tuned by JBL24-bit/192kHz Hi-Res audio,,"6.78 inches, 109.9 cm2(~89.9% screen-to-body ratio)","HSPA, LTE",Unspecified,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2024, March 18","AMOLED, 120Hz, 1300 nits (peak)",1080p@30fps,5000 mAh,,,,Yes,,,FM radio,Mediatek Helio G99 Ultimate,,,"Quad-LED flash, HDR, panorama","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE,"Titan Gold, Obsidian Black, Racing Edition",190 g (6.70 oz),"Available. Released 2024, March 19",,,"Yes, with stereo speakers",X6853,"45W wired, 50% in 26 min20W wireless MagChargeReverse wiredReverse wireless","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,Mali-G57 MC2,"1, 3, 5, 8, 38, 40, 41",,No,1080 x 2436 pixels (~393 ppi density),Infinix Note 40,Infinix,"108 MP, f/1.9, (wide), 1/1.52"", PDAF2 MP, f/2.43rd unspecified camera"
,Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),"50 MP, f/1.9, (wide), AF0.08 MP, (auxiliary lens)","64GB 4GB RAM, 128GB 4GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-8-plus.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 100 EUR,163.7 x 75.7 x 9 mm (6.44 x 2.98 x 0.35 in),,,,,,,,,No,,,"Android 13 (Go edition), XOS 13","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40","USB Type-C 2.0, OTG",,1080p@30fps,,,"6.6 inches, 104.6 cm2(~84.4% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2024, January 30","IPS LCD, 90Hz, 500 nits (peak)",Yes,6000 mAh,"Glass front, plastic back, plastic frame",,,"5.0, A2DP, LE",,,FM radio,Mediatek Helio G36 (12 nm),,,"Ring-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Galaxy White, Shiny Gold, Timber Black",204 g (7.20 oz),"Available. Released 2024, February",,"8 MP, f/2.0, (wide)",Yes,X6526,18W wiredReverse wired,,,PowerVR GE8320,,,Yes,"720 x 1612 pixels, 20:9 ratio (~267 ppi density)",Infinix Smart 8 Plus,Infinix,
,Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),"50 MP, f/1.9, (wide), AF0.08 MP, (auxiliary lens)","64GB 4GB RAM, 128GB 8GB RAM, 256GB 4GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-8-pro.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 100 EUR,163.6 x 75.6 x 8.5 mm (6.44 x 2.98 x 0.33 in),,,,,,,,,No,,,"Android 13 (Go edition), XOS 13","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40","USB Type-C 2.0, OTG",,1080p@30fps,,,"6.6 inches, 104.6 cm2(~84.6% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2024, January 29","IPS LCD, 90Hz, 500 nits (peak)",Yes,5000 mAh,"Glass front, plastic back, plastic frame",,,"5.0, A2DP, LE",,,FM radio,Mediatek Helio G36 (12 nm),,,"Ring-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE,"Rainbow Blue, Galaxy White, Shiny Gold, Timber Black",189 g (6.67 oz),"Available. Released 2024, February",,"8 MP, f/2.0, (wide)",Yes,X6525B,10W wiredReverse wired,,,PowerVR GE8320,,,Yes,"720 x 1612 pixels, 20:9 ratio (~267 ppi density)",Infinix Smart 8 Pro,Infinix,
,Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),"50 MP, (wide), AF0.08 MP, (auxiliary lens)",64GB 4GB RAM,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-8-india.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 b/g/n/ac, dual-band",About 80 EUR,163.6 x 75.6 x 8.5 mm (6.44 x 2.98 x 0.33 in),,,,,,,,,No,,,"Android 13 (Go edition), XOS 13","1, 3, 5, 8, 38, 40, 41","USB Type-C 2.0, OTG",,1080p@30fps,,,"6.6 inches, 104.6 cm2(~84.6% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2024, January 13","IPS LCD, 90Hz, 500 nits (peak)",Yes,5000 mAh,"Glass front, plastic back, plastic frame",,,"5.0, A2DP, LE",,,FM radio,Mediatek Helio G36 (12 nm),,,"Ring-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Rainbow Blue, Galaxy White, Shiny Gold, Timber Black",189 g (6.67 oz),"Available. Released 2024, January 17",,"8 MP, (wide)",Yes,X6525B,10W wiredReverse wired,,,PowerVR GE8320,,,Yes,"720 x 1612 pixels, 20:9 ratio (~267 ppi density)",Infinix Smart 8 (India),Infinix,
UFS 2.2,Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),"13 MP, f/1.8, 27mm (wide), AF0.08 MP, (auxiliary lens)",64GB 3GB RAM,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-8-hd.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","₹ 6,380",163.6 x 75.6 x 8.5 mm (6.44 x 2.98 x 0.33 in),,,,,,,,,No,,,"Android 13, XOS 13","1, 3, 5, 8, 38, 40, 41","USB Type-C 2.0, OTG",,1080p@30fps,,,"6.6 inches, 104.6 cm2(~84.6% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900,"₹ 6,380",GPS,"2023, December 08","IPS LCD, 90Hz, 500 nits (peak)",Yes,5000 mAh,"Glass front, plastic back, plastic frame",,,"5.0, A2DP, LE",,,FM radio,Unisoc T606 (12 nm),,,"Ring-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Timber Black, Shiny Gold, Crystal Green, Galaxy White",184 g (6.49 oz),"Available. Released 2023, December 13",,"8 MP, f/2.0, (wide)",Yes,X6525,10W wiredReverse wired,,,Mali-G57 MP1,,,Yes,"720 x 1612 pixels, 20:9 ratio (~267 ppi density)",Infinix Smart 8 HD,Infinix,
UFS 2.2,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"32 MP, f/2.2, (wide)","128GB 8GB RAM, 256GB 8GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-40-pro.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",,168.6 x 76.6 x 8.3 mm (6.64 x 3.02 x 0.33 in),,,AnTuTu: 428551 (v10)GeekBench: 1975 (v6),,Active use score 12:56h,"108 MP, f/1.8, (wide), 0.64µm, AF2 MP, f/2.4, (macro)0.08 MP, (auxiliary lens)",Photo/Video,,Yes,,,"Android 13, XOS 13.5","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","USB Type-C 2.0, OTG",,"1440p@30fps, 1080p@30fps",,,"6.78 inches, 109.2 cm2(~84.5% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, December 05","IPS LCD, 120Hz, 500 nits (peak)",1080p@30fps,5000 mAh,"Glass front, plastic back, plastic frame",,,Yes,-24.5 LUFS (Very good),,FM radio,Mediatek Helio G99 (6 nm),,"1822:1 contrast ratio, 534 nits max brightness (measured)","Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE,"Palm Blue, Horizon Gold, Starlit Black, Starfall Green, Free Fire",199 g (7.02 oz),"Available. Released 2023, December",Dual-LED flash,,"Yes, with stereo speakers",X6837,"33W wired, 20-75% in 35 minReverse wired",24-bit/192kHz Hi-Res audio,,Mali-G57 MC2,,,Yes,1080 x 2460 pixels (~396 ppi density),Infinix Hot 40 Pro,Infinix,
,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"32 MP, f/2.2, (wide)","128GB 8GB RAM, 256GB 8GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-40.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",,168.6 x 76.6 x 8.3 mm (6.64 x 3.02 x 0.33 in),,,,,,"50 MP, f/1.6, (wide), AF2 MP, f/2.4, (macro)0.08 MP, (auxiliary lens)",,,Yes,,,"Android 13, XOS 13.5","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","USB Type-C 2.0, OTG",,"1440p@30fps, 1080p@30fps",,,"6.78 inches, 109.2 cm2(~84.5% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, December 05","IPS LCD, 90Hz, 500 nits (peak)",1080p@30fps,5000 mAh,"Glass front, plastic back, plastic frame",,,Yes,,,FM radio,Mediatek MT6769H Helio G88 (12 nm),,,"Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Palm Blue, Horizon Gold, Starlit Black, Starfall Green",196 g (6.91 oz),"Available. Released 2023, December",Dual-LED flash,,"Yes, with stereo speakers",X6836,"33W wired, 20-75% in 35 minReverse wired",,,Mali-G52 MC2,,,Yes,1080 x 2460 pixels (~396 ppi density),Infinix Hot 40,Infinix,
,Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),"50 MP, f/1.6, (wide), AF0.08 MP, (auxiliary lens)","128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-40i.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","₹ 8,999",163.6 x 75.6 x 8.3 mm (6.44 x 2.98 x 0.33 in),,,,,,,,,Yes (market/region dependent),,,"Android 13, XOS 13","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","USB Type-C 2.0, OTG",,1080p@30fps,,,"6.56 inches, 103.4 cm2(~83.6% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, December 05","IPS LCD, 90Hz, 480 nits (peak)",1080p@30fps,5000 mAh,"Glass front, plastic back, plastic frame","₹ 8,999",,Yes,,,FM radio,Unisoc T606 (12 nm),,,"Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Starlit Black, Palm Blue, Horizon Gold, Starfall Green",190 g (6.70 oz),"Available. Released 2023, December",Dual-LED flash,"32 MP, f/2.2, (wide)",Yes,X6528B,18W wiredReverse wired,,,Mali-G57 MP1,,,Yes,"720 x 1612 pixels, 20:9 ratio (~269 ppi density)",Infinix Hot 40i,Infinix,
HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),"13 MP, f/1.9, 27mm (wide), AF0.08 MP, (auxiliary lens)","64GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-smart8.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 100 EUR,163.6 x 75.6 x 8.5 mm (6.44 x 2.98 x 0.33 in),,,,,,,,,No,,,Android 13,"1, 3, 5, 8, 38, 40, 41","USB Type-C 2.0, OTG",,1080p@30fps,,,"6.6 inches, 104.6 cm2(~84.6% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, November 09","IPS LCD, 90Hz, 500 nits (peak)",Yes,5000 mAh,"Glass front, plastic back, plastic frame",,,"5.0, A2DP, LE",,,FM radio,Unisoc T606 (12 nm),,,"Ring-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Timber Black, Shiny Gold, Crystal Green, Galaxy White",184 g (6.49 oz),"Available. Released 2023, November 09",,"8 MP, f/2.0, (wide)",Yes,"X6525, X6525D",10W wiredReverse wired,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,Mali-G57 MP1,,,Yes,"720 x 1612 pixels, 20:9 ratio (~267 ppi density)",Infinix Smart 8,Infinix,
"IP54, dust and splash resistant",Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"50 MP, f/2.5, (wide), 1/2.76"", PDAF",256GB 8GB RAM,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero-30-4g.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 180 EUR,164.5 x 75 x 7.9 mm (6.48 x 2.95 x 0.31 in),,,,,,,,,Yes,,,"Android 13, XOS 13","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40","USB Type-C 2.0, OTG",Corning Gorilla Glass 5,"1440p@30fps, 1080p@30/60fps",,,"6.78 inches, 111.0 cm2(~90.0% screen-to-body ratio)","HSPA, LTE",No,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, October 26","AMOLED, 1B colors, 120Hz, 950 nits (peak)","1440p@30fps, 1080p@30/60fps",5000 mAh,,,,Yes,,,FM radio,Mediatek Helio G99 (6 nm),,,"Quad-LED flash, HDR, panorama","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE,"Sunset Gold, Misty Green, Pearly White",182 g (6.42 oz),"Available. Released 2023, October 26",Dual-LED flash,,"Yes, with dual speakers",X6731B,"45W wired, PD3.0, 75% in 30 min",UFS 2.2,,Mali-G57 MC2,24-bit/192kHz Hi-Res audioTuned by JBL,,No,"1080 x 2400 pixels, 20:9 ratio (~388 ppi density)",Infinix Zero 30 4G,Infinix,"108 MP, f/1.7, (wide), 1/1.67"", PDAF2 MP, f/2.42 MP, f/2.4"
"IP53, dust and splash resistant",Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),"50 MP, f/2.5, (wide), 1/2.76"", PDAF","256GB 8GB RAM, 256GB 12GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-zero30-5g.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band","₹ 20,960",164.5 x 75 x 7.9 mm (6.48 x 2.95 x 0.31 in),,,"AnTuTu: 635016 (v9), 758738 (v10)GeekBench: 2952 (v5), 3122 (v6)GFXBench: 39fps (ES 3.1 onscreen)",,,,Photo/Video,,Yes,,,"Android 13, XOS 13","1, 2, 3, 4, 5, 7, 8, 12, 20, 28, 38, 40, 41, 66","USB Type-C 2.0, OTG",Corning Gorilla Glass 5,"4K@30/60fps, 1080p@30/60fps",,"1, 3, 5, 7, 8, 12, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA/Sub6","6.78 inches, 111.0 cm2(~90.0% screen-to-body ratio)","HSPA, LTE, 5G",No,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, September 01","AMOLED, 1B colors, 144Hz, 950 nits (peak)","4K@30/60fps, 1080p@30fps",5000 mAh,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5) or eco leather back, plastic frame",,,Yes,-26.6 LUFS (Good),,FM radio,Mediatek Dimensity 8020 (6 nm),"₹ 20,960",764 nits max brightness (measured),"LED flash, HDR, panorama","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE / 5G,"Rome Green, Golden Hour, Fantasy Purple",185 g (6.53 oz),"Available. Released 2023, September",LED flash,,"Yes, with dual speakers",X6731,"68W wired, 80% in 30 min",UFS 3.1,Endurance rating 102h,Mali-G77 MC9,24-bit/192kHz Hi-Res audio,,No,"1080 x 2400 pixels, 20:9 ratio (~388 ppi density)",Infinix Zero 30,Infinix,"108 MP, f/1.7, (wide), 1/1.67"", PDAF, OIS13 MP, f/2.2, 120˚ (ultrawide)2 MP, f/2.4"
LED strip on the back,Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),"32 MP, f/2.5, (wide)",256GB 8GB RAM,https://fdn2.gsmarena.com/vv/bigpic/infinix-gt10-pro-5g.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",About 260 EUR,162.7 x 75.9 x 8.1 mm (6.41 x 2.99 x 0.32 in),,,"AnTuTu: 666948 (v9), 802301 (v10)GeekBench: 3080 (v5.5), 3303 (v6.0)GFXBench: 40fps (ES 3.1 onscreen)",,,,Photo/Video,,Yes,,,"Android 13, up to 1 major Android upgrades, XOS 13","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41, 66",USB Type-C 2.0,,"4K@30fps, 1080p@30/60fps",,"1, 3, 5, 8, 12, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA","6.67 inches, 107.4 cm2(~87.0% screen-to-body ratio)","HSPA, LTE, 5G",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,"GPS, GLONASS, GALILEO","2023, August 03","AMOLED, 1B colors, 120Hz, 900 nits (peak)","1440p@30fps, 1080p@30/60fps",5000 mAh,,,,Yes,-25.1 LUFS (Very good),,FM radio,Mediatek Dimensity 8050 (6 nm),,701 nits max brightness (measured),"Quad-LED flash, HDR, panorama","Fingerprint (under display, optical), accelerometer, proximity, compass, gyro",GSM / HSPA / LTE / 5G,"Cyber Black, Mirage Silver",187 g (6.60 oz),"Available. Released 2023, August 13",Dual-LED flash,,"Yes, with stereo speakers",X6739,"45W wired, PD3",UFS 3.1,Endurance rating 112h,Mali-G77 MC9,,,Yes,"1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Infinix GT 10 Pro,Infinix,"108 MP, f/1.8, (wide), 1/1.67"", 0.64µm, AF2 MP, (macro)2 MP, (depth)"
