,CPU,Features,Stand-by,Camera,Single_1,Alert types,OS,Loudspeaker,Bluetooth,SAR EU,Games,Stand-by_1,_2,Price,_3,3.5mm jack,Keyboard,SIM,Single,Weight,Chipset,Loudspeaker_1,Call records,Status,WLAN,Infrared port,Talk time_1,2G bands,Battery (old),Display,Browser,Resolution,Talk time,Card slot,Alarm,Speed,Announced,Video_1,Technology,_1,SAR,Clock,Brand,Protection,GPU,Audio quality,Model Image,Size,Model Name,Music play,Messaging,Colors,Type,Phonebook,GPRS,Dimensions,Internal,USB,EDGE,Positioning,Radio,3G bands,Models,Video,Type_1,_4,Sensors,Java
GSM 850 / 1900 - K200a,,,Up to 300 h,,,Vibration; Downloadable polyphonic ringtones,,Yes,No,,3 embedded,,No,About 40 EUR,Predictive text inputSlide showFull screen viewerStopwatchTimer,No,,Mini-SIM,VGA,82 g (2.89 oz),,,"20 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 - K200i,,,WAP 1.2.1,"128 x 128 pixels, 1:1 ratio (~113 ppi density)",Up to 8 h,No,,,"2007, February",,GSM,Wallpapers,1.05 W/kg (head)     0.50 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k200.gif,"1.6 inches, 8.3 cm2(~17.4% screen-to-body ratio)",Sony Ericsson K200,,"SMS, EMS, MMS","Metallic Black, Light Champagne","STN, 65K colors",300 entries,Class 8,103 x 46 x 16.7 mm (4.06 x 1.81 x 0.66 in),2MB,No,No,No,No,,,No,Removable Li-Po 900 mAh battery (BST-37),,,No
"Wallpapers, themes",,,Up to 400 h,,,Vibration; Polyphonic(16) ringtones,,Yes,No,0.99 W/kg (head),Yes,,Predictive text inputCalculatorReminder,About 40 EUR,,No,,Mini-SIM,,75 g (2.65 oz),,,"10 dialed, 20 received and missed calls",Discontinued,No,,,GSM 900 / 1800,,,No,"96 x 64 pixels, 3:2 ratio (~85 ppi density)",Up to 9 h,No,,,"2007, February",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-j120.gif,"1.36 inches, 5.5 cm2(~12.6% screen-to-body ratio)",Sony Ericsson J120,,SMS,Night Black,"STN, 65K colors",200 entries,No,99 x 44 x 17 mm (3.90 x 1.73 x 0.67 in),,No,No,No,"Stereo FM radio, RDS",,,,Removable Li-Ion battery,,,No
GSM 850 / 1900 - J110a,,,Up to 400 h,,,Vibration; Downloadable polyphonic ringtones,,Yes,No,1.24 W/kg (head),Yes,,No,About 50 EUR,Predictive text inputCalculatorReminder,No,,Mini-SIM,,79 g (2.79 oz),,,"10 dialed, 20 received and missed calls",Discontinued,No,,,GSM 900 / 1800 - J110i,,,No,"96 x 64 pixels, 3:2 ratio (~85 ppi density)",Up to 9 h,No,,,"2007, February",,GSM,"Wallpapers, themes",,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-j110.gif,"1.36 inches, 5.5 cm2(~12.6% screen-to-body ratio)",Sony Ericsson J110,,"SMS, EMS","Smooth Grey, Soft Cream, Precious Purple","STN, 65K colors",200 entries,No,99 x 44 x 17 mm (3.90 x 1.73 x 0.67 in),,,No,No,No,,,,Removable Li-Ion battery,,,No
"Wallpapers, screensavers",,LED flash,Up to 350 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,"2.0, A2DP",,Yes + downloadable,,MP3/AAC/MP4 playerPredictive text inputAdobe Photoshop AlbumOrganizerVoice memo/dial,About 110 EUR,,No,,Mini-SIM,"2 MP, AF",85 g (3.00 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 850 / 900 / 1800 / 1900,,,i-mode,176 x 220 pixels (~148 ppi density),Up to 7 h,"Memory Stick Micro (M2), up to 2 GB",,,"2007, February",,GSM,No,1.17 W/kg (head)     0.74 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k550im.gif,"1.9 inches, 11.4 cm2(~24.2% screen-to-body ratio)",Sony Ericsson K550im,,"SMS, iMMS, iEmail, Instant Messaging",Jet Black,"TFD, 256K colors","1000 x 20 fields, Photo call",Class 10,102 x 46 x 14 mm (4.02 x 1.81 x 0.55 in),77MB,2.0,Yes,No,"Stereo FM radio, RDS",,,QCIF,Removable Li-Po 950 mAh battery (BST-33),,,"Yes, DoJa"
"Wallpapers, screensavers",,,Up to 425 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,"2.0, A2DP",,Yes + downloadable,,Walkman player 2.0Chinese input methodTrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo/dial,About 130 EUR,,No,,Mini-SIM,2 MP,72 g (2.54 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,,"WAP 2.0/HTML (NetFront), RSS reader","240 x 320 pixels, 4:3 ratio (~222 ppi density)",Up to 6 h 30 min,"Memory Stick Micro (M2), up to 4 GB, 1 GB included",,,"2007, February",,GSM,No,1.47 W/kg (head)     0.90 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w888.gif,"1.8 inches, 10.0 cm2(~20.9% screen-to-body ratio)",Sony Ericsson W888,,"SMS, MMS, Email, Instant Messaging","Flame Black, Steel Silver","TFT, 256K colors","1000 x 20 fields, Photo call",Class 10,103 x 46.5 x 9.5 mm (4.06 x 1.83 x 0.37 in),10MB,2.0,No,No,No,,,QCIF,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
GSM 850 / 1800 / 1900 - W200a,,,Up to 300 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,No,0.81 W/kg (head),Yes + downloadable,,No,About 50 EUR,Walkman Media Player 1.0Predictive text inputPhoto editorOrganizerVoice memo,No,,Mini-SIM,VGA,85 g (3.00 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900 - W200i,,,"WAP 2.0/xHTML, HTML(NetFront), RSS feeds",128 x 160 pixels (~114 ppi density),Up to 7 h,"Memory Stick Micro (M2), up to 2 GB",,,"2007, January",,GSM,"Wallpapers, screensavers",0.87 W/kg (head)     0.61 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w200.gif,"1.8 inches, 10.2 cm2(~22.9% screen-to-body ratio)",Sony Ericsson W200,,"SMS, MMS, Email, Instant Messaging","Rythm Black, Pulse White, Grey, Sweet Pink, Aquatic White, Mono Blue","UBC, 65K colors","Yes, Photo call",Class 10,101 x 44 x 18 mm (3.98 x 1.73 x 0.71 in),27MB,Proprietary,No,No,"Stereo FM radio, RDS",,,Yes,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
GSM 850 / 1800 / 1900 - Z310a,,,Up to 300 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,Yes,,Yes + downloadable,,No,About 80 EUR,Predictive text inputPhoto editorOrganizerVoice memo,No,,Mini-SIM,VGA,90 g (3.17 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900 - Z310i,,,"WAP 2.0/xHTML, HTML(NetFront), RSS feeds",128 x 160 pixels,Up to 7 h,No,,,"2006, December",,GSM,"Second external mono display (96 x 64 pixels)Reflective exterior surfaceWallpapers, screensavers",,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z310.gif,,Sony Ericsson Z310,,"SMS, EMS, MMS, Email","Jetset Black, Lush Pink, Brush Bronze","STN, 65K colors","1000 x 27 fields, Photo call",Class 10,87 x 46 x 24.5 mm (3.43 x 1.81 x 0.96 in),14MB,Proprietary,Yes,No,No,,,No,Removable Li-Ion 780 mAh battery (BST-36),,,"Yes, MIDP 2.0"
"Wallpapers, screensavers",,LED flash,Up to 350 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,"2.0, A2DP",,Yes + downloadable,,TrackID music recognitionWalkman 2.0 playerPredictive text inputOrganizerVoice memoExchangeable covers,About 160 EUR,,No,,Mini-SIM,2 MP,116 g (4.09 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,"WAP 2.0/HTML(NetFront), RSS feeds","240 x 320 pixels, 4:3 ratio (~200 ppi density)",Up to 7 h,"Memory Stick Duo Pro, 1 GB included",,,"2006, September",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w830.gif,"2.0 inches, 30 x 40 mm, 12.4 cm2(~26.9% screen-to-body ratio)",Sony Ericsson W830,,"SMS, MMS, Email","Precious Black, Golden White","TFT, 256K colors","1000 contacts, Photo call",Class 10,98 x 47 x 21 mm (3.86 x 1.85 x 0.83 in),16MB,Proprietary,Class 10,No,"Stereo FM radio, RDS",,,Yes,Removable Li-Po 900 mAh battery,,,"Yes, MIDP 2.0"
"Wallpapers, screensavers",,,Up to 360 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,2.0,,Yes + downloadable,,MP3/AAC/MP4 playerPredictive text inputPhoto editorOrganizerVoice memoExchangeable Style-Up covers,About 50 EUR,,No,,Mini-SIM,VGA,82 g (2.89 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML(NetFront)",128 x 160 pixels (~121 ppi density),Up to 7 h,No,,,"2006, September",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k320.gif,"1.7 inches, 28 x 34 mm, 9.1 cm2(~20.5% screen-to-body ratio)",Sony Ericsson K320,,"SMS, MMS, Email, Instant Messaging","Light Brown, Graphite Grey, Misty Silver","UBC, 65K colors","1000 entries, Photo call",Class 10,101 x 44 x 18 mm (3.98 x 1.73 x 0.71 in),15MB,Proprietary,No,No,No,,,QCIF,Removable Li-Ion 750 mAh battery (BST-36),,,"Yes, MIDP 2.0"
"Handwriting recognitionSecond external STN, mono display (128 x 36 pixels)Wallpapers, screensavers",,,Up to 320 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,Yes,,Yes + downloadable,,"Push to talkMedia player (MP3, 3GP, MP4)Predictive text inputPhoto editorOrganizerVoice memo",About 120 EUR,,No,,Mini-SIM,1.3 MP,93 g (3.28 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,,"WAP 2.0/HTML (NetFront),  RSS reader",176 x 220 pixels (~148 ppi density),Up to 5 h 15 min,"Memory Stick Micro (M2), up to 2 GB",,,"2006, September",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z558.gif,"1.9 inches, 11.4 cm2(~28.5% screen-to-body ratio)",Sony Ericsson Z558,,"SMS, MMS, Email","Sterling Black, Pearl Copper","TFT resistive touchscreen, 256K colors","1000 entries, Photocall",Class 10,87.5 x 45.5 x 20.5 mm (3.44 x 1.79 x 0.81 in),18MB,2.0,No,No,"Stereo FM radio, RDS",,,QCIF,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
"Second external OLED display (128 x 36 pixels)Reflective exterior surfaceWallpapers, screensavers",,,Up to 400 h (2G) / Up to 400 h (3G),,Videocall camera,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,"2.0, A2DP",,Yes + downloadable,,,About 110 EUR,,No,,Mini-SIM,2 MP,110 g (3.88 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML(NetFront), RSS feeds",176 x 220 pixels,Up to 7 h (2G) / Up to 2 h 30 min (3G),"Memory Stick Micro (M2), up to 2 GB",,"Yes, 384 kbps","2006, August",,GSM / UMTS,MP3/AAC/AAC+/eAAC+ playerPredictive text inputPhoto editorOrganizerVoice memo,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z610.gif,,Sony Ericsson Z610,,"SMS, EMS, MMS, Email, Instant Messaging","Luster Black, Airy Blue, Rose Pink","TFD, 256K colors","1000 x 27 fields, Photo call",,94.5 x 49 x 20 mm (3.72 x 1.93 x 0.79 in),16MB,2.0,,No,No,UMTS 2100,,Yes,Removable Li-Ion 950 mAh battery (BST-33),,,"Yes, MIDP 2.0"
"Wallpapers, screensavers",,,Up to 350 h (2G) / Up to 350 h (3G),,VGA videocall camera,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,"2.0, A2DP",,Yes + downloadable,,,About 110 EUR,,No,,Mini-SIM,2 MP,89 g (3.14 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML(NetFront), RSS feeds",176 x 220 pixels (~148 ppi density),Up to 7 h (2G) / Up to 2 h 30 min (3G),"Memory Stick Micro (M2), up to 2 GB",,"Yes, 384 kbps","2006, August",,GSM / UMTS,MP3/AAC/AAC+/eAAC+ playerVideo telephonyPredictive text inputPhoto editorOrganizerVoice memo,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k618.gif,"1.9 inches, 30 x 37 mm, 11.4 cm2(~24.6% screen-to-body ratio)",Sony Ericsson K618,,"SMS, EMS, MMS, Email, Instant Messaging","Vibrant Black, Bright White","TFT, 256K colors","Yes, Photo call",,102 x 45.2 x 16.9 mm (4.02 x 1.78 x 0.67 in),16MB,2.0,,No,No,UMTS 2100,,QCIF,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
"Wallpapers, screensavers",,LED flash,Up to 350 h (2G) / Up to 350 h (3G),,Videocall camera,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,"2.0, A2DP",,Yes + downloadable,,,About 200 EUR,,No,,Mini-SIM,2 MP,116 g (4.09 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,"WAP 2.0/HTML(NetFront), RSS feeds","240 x 320 pixels, 4:3 ratio (~200 ppi density)",Up to 7 h (2G) / Up to 2 h 30 min (3G),"Memory Stick Duo Pro, up to 4 GB",,"Yes, 384 kbps","2006, May. Released 2006, September",,GSM / UMTS,TrackID music recognitionWalkman 2.0 playerPredictive text inputOrganizerVoice memo,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w850.gif,"2.0 inches, 30 x 40 mm, 12.4 cm2(~26.9% screen-to-body ratio)",Sony Ericsson W850,,"SMS, MMS, Email","Precious Black, Golden White","TFT, 256K colors","1000 contacts, Photo call",,98 x 47 x 21 mm (3.86 x 1.85 x 0.83 in),16MB,Proprietary,,No,"Stereo FM radio, RDS",UMTS 2100,,QCIF,Removable Li-Po 950 mAh battery (BST-33),,,"Yes, MIDP 2.0"
"Second external orange on black monochrome STN display (128 x 128 pixels)Wallpapers, screensavers",,,Up to 350 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,"2.0, A2DP",0.93 W/kg (head),Yes + downloadable,,Motion sensorFitness applicationsMP3/AAC playerPush to talkPredictive text inputPhoto editorOrganizerVoice memo,About 130 EUR,,No,,Mini-SIM,2 MP,101 g (3.56 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/HTML(NetFront), RSS reader",176 x 220 pixels (~148 ppi density),Up to 10 h,"Memory Stick Micro (M2), up to 2 GB, 512 MB included",,,"2006, May",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w710.gif,"1.9 inches, 31 x 38 mm, 11.4 cm2(~26.9% screen-to-body ratio)",Sony Ericsson W710,,"SMS, MMS, Email","Performance Graphite, Hatha Violet","TFT, 256K colors","1000 contacts, Photo call",Class 10,88 x 48 x 24.5 mm (3.46 x 1.89 x 0.96 in),10MB,2.0,Class 10,No,"Stereo FM radio, RDS",,,QCIF,Removable Li-Po 900 mAh battery (BST-37),,,"Yes, MIDP 2.0"
"Second external white on blue monochrome 1.5-inch STN display (128 x 128 pixels)Wallpapers, screensavers",,,Up to 350 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,"2.0, A2DP",0.87 W/kg (head),Yes + downloadable,,MP3/AAC playerPush to talkPredictive text inputPhoto editorOrganizerVoice memo,About 130 EUR,,No,,Mini-SIM,2 MP,101 g (3.56 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/HTML(NetFront), RSS reader",176 x 220 pixels (~148 ppi density),Up to 10 h,"Memory Stick Micro (M2), up to 2 GB, 64 MB included",,,"2006, May",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z710.gif,"1.9 inches, 31 x 38 mm, 11.4 cm2(~26.9% screen-to-body ratio)",Sony Ericsson Z710,,"SMS, MMS, Email","Twilight Black, Metallic Sand","TFT, 256K colors","1000 entries, Photo call",Class 10,88 x 48 x 24.5 mm (3.46 x 1.89 x 0.96 in),10MB,2.0,Class 10,No,"Stereo FM radio, RDS",,,Yes,Removable Li-Po 900 mAh battery (BST-37),,,"Yes, MIDP 2.0"
GSM 850 / 1800 / 1900 - Z550a,,,Up to 320 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,Yes,1.24 W/kg (head),Yes + downloadable,,No,About 110 EUR,"Push to talkMedia player (MP3, 3GP, AAC, MP4)Predictive text inputPhoto editorOrganizerVoice memo",No,,Mini-SIM,1.3 MP,93 g (3.28 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900 - Z550i,,,"WAP 2.0/HTML (NetFront), RSS reader",176 x 220 pixels (~148 ppi density),Up to 5 h,"Memory Stick Micro (M2), up to 2 GB",,,"2006, May",,GSM,"Second external STN, mono display (128 x 36 pixels)Wallpapers, screensavers",,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z550.gif,"1.9 inches, 30 x 37 mm, 11.4 cm2(~28.6% screen-to-body ratio)",Sony Ericsson Z550,,"SMS, MMS, Email","Sterling Black, Pearl Copper","TFT, 256K colors","1000 entries, Photocall",Class 10,87.5 x 45.4 x 20 mm (3.44 x 1.79 x 0.79 in),25MB,Proprietary,No,No,"Stereo FM radio, RDS",,,QCIF,Removable Li-Ion 750 mAh battery,,,"Yes, MIDP 2.0"
"Wallpapers, screensavers",,LED flash,Up to 400 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,2.0,,Yes + downloadable,,MP3/AAC playerVideo playerPredictive text inputPhoto editorOrganizerVoice memoSyncML,About 130 EUR,,No,,Mini-SIM,2 MP,99 g (3.49 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,176 x 220 pixels (~157 ppi density),Up to 9 h,"Memory Stick Duo Pro, up to 4 GB, 256 MB included",,,"2006, April",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w700.gif,"1.8 inches, 28 x 35 mm, 10.2 cm2(~22.2% screen-to-body ratio)",Sony Ericsson W700,,"SMS, EMS, MMS, Email, Instant Messaging",Titanium Gold,"TFT, 256K colors","500 x 20 fields, Photo call",Class 10,100 x 46 x 20.5 mm (3.94 x 1.81 x 0.81 in),34MB,2.0,No,No,"Stereo FM radio, RDS",,,Yes,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
GSM 850 / 1800 / 1900 - Z525a,,,Up to 320 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,2.0,,Yes + downloadable,,No,About 90 EUR,Push-to-talkMP3/AAC/MP4 playerPhoto editorExchangeable coversOrganizerSyncML,No,,Mini-SIM,VGA,94 g (3.32 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900 - Z525i,,,WAP 2.0/xHTML,128 x 160 pixels (~114 ppi density),Up to 5 h,No,,,"2006, April",,GSM,"Second external CSTN display  4096 colors (101 x 80 pixels)Wallpapers, screensavers",1.47 W/kg (head)     0.70 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z525.gif,"1.8 inches, 29 x 35 mm, 10.2 cm2(~26.7% screen-to-body ratio)",Sony Ericsson Z525,,"SMS, EMS, MMS, Email, Instant Messaging",New Blue,"TFT, 65K colors","500 x 8 fields, Photo call",Class 10,83 x 46 x 24 mm (3.27 x 1.81 x 0.94 in),12MB,Proprietary,No,No,No,,,Yes,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
"Wallpapers, screensavers",,xenon flash,Up to 350 h (2G) / Up to 350 h (3G),,VGA videocall camera,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,Yes,"2.0, A2DP",,"FotoQuestFishing, MiniGolf + downloadable",,,About 150 EUR,,No,,Mini-SIM,"3.15 MP, AF",115 g (4.06 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML(NetFront)","240 x 320 pixels, 2.0 inch, 4:3 ratio (~200 ppi density)",Up to 7 h (2G) / Up to 2 h 30 min (3G),"Memory Stick Micro (M2), up to 2 GB",,"Yes, 384 kbps","2006, February. Released 2006, June",,GSM / UMTS,MP3/AAC/MP4 playerPredictive text inputPhoto editorOrganizerVoice memo/dial,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k800.gif,"2.0 inches, 30 x 40 mm, 12.4 cm2(~25.1% screen-to-body ratio)",Sony Ericsson K800,,"SMS, MMS, Email, Instant Messaging","Velvet Black, Allure Brown","TFT, 256K colors","1000 x 20 fields, Photo call",,105 x 47 x 22 mm (4.13 x 1.85 x 0.87 in),64MB,2.0,,No,"Stereo FM radio, RDS",UMTS 2100,,QCIF,Removable Li-Po 900 mAh battery (BST-33),,,"Yes, MIDP 2.0"
GSM 850 / 1800 / 1900 - K790a,,xenon flash,Up to 350 h,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,Yes,"2.0, A2DP",,Yes + downloadable,,No,About 150 EUR,MP3/AAC/MP4 playerPredictive text inputPhoto editorOrganizerVoice memo/dial,No,,Mini-SIM,"3.15 MP, AF",115 g (4.06 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900 - K790i,,,"WAP 2.0/xHTML, HTML(NetFront)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",Up to 7 h,"Memory Stick Micro (M2), up to 2 GB",,,"2006, February",,GSM,"Wallpapers, screensavers",0.64 W/kg (head)     0.20 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k790.gif,"2.0 inches, 12.4 cm2(~25.1% screen-to-body ratio)",Sony Ericsson K790,,"SMS, MMS, Email, Instant Messaging","Velvet Black, Allure Brown","TFT, 256K colors","1000 x 20 fields, Photo call",Class 10,105 x 47 x 22 mm (4.13 x 1.85 x 0.87 in),64MB,2.0,Class 10,No,"Stereo FM radio, RDS",,,QCIF,Removable Li-Po 900 mAh battery (BST-33),,,"Yes, MIDP 2.0"
"Wallpapers, screensavers",,,Up to 350 h (2G) / Up to 350 h (3G),,VGA videocall camera,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,"2.0, A2DP",,Yes + downloadable,,,,,No,,Mini-SIM,2 MP,91 g (3.21 oz),,,"20 received, 20 dialed and 20 missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,,"HTML (NetFront), RSS reader",176 x 220 pixels (~148 ppi density),Up to 7 h (2G) / Up to 2 h 30 min (3G),"Memory Stick Micro (M2), up to 2 GB",,"Yes, 384 kbps","2006, May",,GSM / UMTS,Vodafone music streaming serviceMP3/AAC playerVideo telephonyPredictive text inputPicture/video editorVoice memo/dial,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-v630.gif,"1.9 inches, 30 x 37 mm, 11.4 cm2(~24.4% screen-to-body ratio)",Sony Ericsson V630,,"SMS, EMS, MMS, Email, Instant Messaging",Vibrant Black,"TFT, 256K colors","Yes, Photo call",,102 x 45.7 x 16.9 mm (4.02 x 1.80 x 0.67 in),10MB,2.0,,No,No,UMTS 2100,,Yes,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
"Second external mono display (101 x 80 pixels)Wallpapers, screensavers",,,Up to 400 h,,,"Vibration; Downloadable polyphonic, MP3, MP4, WAVE, AMR, MIDI, iMelody ringtones, composer",,Yes,Yes,1.20 W/kg (head),Yes + downloadable,,Media playerPredictive text inputPhoto editorOrganizerRSS readerVoice memoExchangeable Style-Up covers,About 100 EUR,,No,,Mini-SIM,VGA,94 g (3.32 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML (NetFront)",128 x 160 pixels (~123 ppi density),Up to 9 h,"Memory Stick Micro (M2), up to 2 GB, 256 MB included",,,"2006, February",,GSM,No,1.42 W/kg (head)     0.48 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w300.gif,"1.66 inches, 8.7 cm2(~20.5% screen-to-body ratio)",Sony Ericsson W300,,"SMS, EMS, MMS, Email, Instant Messaging","Shadow Black, Shimmering White, Lime Green","TFT, 256K colors","1000 x 20 fields, Photo call",Class 10,90 x 47 x 24 mm (3.54 x 1.85 x 0.94 in),20MB,2.0,Class 10,No,"Stereo FM radio, RDS",,,QCIF,Removable Li-Po 900 mAh battery,,,"Yes, MIDP 2.0"
"Second external mono display (101 x 80 pixels)Wallpapers, screensavers",,,Up to 400 h,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,Yes,Yes,,"Neopets, PuzzleSlider, QuadraPop + downloadable",,Media playerPredictive text inputPhoto editorOrganizerRSS readerVoice memoExchangeable Style-Up covers,About 90 EUR,,No,,Mini-SIM,VGA,93 g (3.28 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML (NetFront)",128 x 160 pixels (~114 ppi density),Up to 9 h,"Memory Stick Micro (M2), up to 2 GB",,,"2006, February",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z530.gif,"1.8 inches, 28 x 35 mm, 10.2 cm2(~24.1% screen-to-body ratio)",Sony Ericsson Z530,,"SMS, EMS, MMS, Email, Instant Messaging","Soft Black, Chromic Grey, Elegant Red","UBC, 65K colors","1000 x 20 fields, Photo call",Class 10,90 x 47 x 24 mm (3.54 x 1.85 x 0.94 in),24MB,2.0,No,No,No,,,QCIF,Removable Li-Ion 900 mAh battery (BST-33),,,"Yes, MIDP 2.0"
