Unnamed: 0,Battery (new),Camera,3.5mm jack,Audio quality,EDGE,Video,Status,Single,Infrared port,Models,_6,128GB 6GB RAM,OS,Triple,SAR,Dual,Performance,64GB 4GB RAM,2G bands,Size,_2,Loudspeaker_1,SAR EU,Type,Dimensions,Bluetooth,128GB 8GB RAM,_5,4G bands,Music play,_4,USB,Talk time,Loudspeaker,Radio,512GB 16GB RAM,Video_1,Model Name,Technology,128GB 4GB RAM,Display,Speed,512GB 12GB RAM,5G bands,Model Image,Chipset,SIM,Sensors,Features_1,3G bands,Single_1,Quad,Type_1,Charging,Weight,Stand-by,GPRS,Positioning,Battery (old),256GB 8GB RAM,_1,256GB 12GB RAM,NFC,Brand,1TB 16GB RAM,_7,Build,Resolution,WLAN,Price,Colors,GPU,Internal,Card slot,CPU,Announced,Features,Protection,_3,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc,
"IP54, dust and splash resistant",,,No,,,1080p@30fps,"Available. Released 2024, October 16","32 MP, f/2.5, (wide)",,V2422,,,"Android 14, Funtouch 14",,0.95 W/kg (head)     0.91 W/kg (body),"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.0 cm2(~90.1% screen-to-body ratio)",UFS 2.2,,,"AMOLED, 120Hz, 1300 nits (peak)",164.4 x 74.9 x 7.5 mm (6.47 x 2.95 x 0.30 in),"5.1, A2DP, LE",,,"1, 3, 5, 8, 28, 38, 40, 41",,,"USB Type-C, OTG",,Yes,Unspecified,,1080p@30fps,vivo Y300 Plus,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y300-plus-5g-.jpg,Qualcomm SM6375 Snapdragon 695 5G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,44W wiredReverse wired,172 g or 183 g (6.07 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS, NavIC",,,Always-on display,,No,vivo,,,"Glass front, plastic back or glass back, plastic frame","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 260 EUR,"Silk black, Silk green",Adreno 619,128GB 8GB RAM,No,Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.8 GHz Kryo 660 Silver),"2024, October 16","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
IP68/IP69 dust/water resistant (up to 1.5m for 30 min),,,No,,,"4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, HDR","Available. Released 2024, October 25","32 MP, f/2.0, 20mm (ultrawide)",Yes,"V2419A, V2405DA",,,"Android 15, OriginOS 5 (China)","50 MP, f/1.6, 23mm (wide), 1/1.28"", 1.22µm, PDAF, OIS50 MP, f/2.6, 70mm (periscope telephoto), 1/1.95"", PDAF, OIS, 3x optical zoom50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF",,,,,GSM 850 / 900 / 1800 / 1900,"6.31 inches, 98.0 cm2(~90.5% screen-to-body ratio)",,,,"LTPO AMOLED, 1B colors, 120Hz, HDR10+, 4500 nits (peak)",150.8 x 71.8 x 8.2 mm (5.94 x 2.83 x 0.32 in),"5.4, A2DP, LE, aptX HD, LHDC 5",,,"1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 66",,,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,,"4K, 1080p",vivo X200 Pro mini,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-x200-pro-mini.jpg,Mediatek Dimensity 9400 (3 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,,Si/C Li-Ion 5700 mAh,90W wired30W wirelessReverse wired,187 g (6.60 oz),,,"GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L5)",,,UFS 4.0,,Yes,vivo,,,"Glass front, aluminum alloy frame","1216 x 2640 pixels, 19.5:9 ratio (~460 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band",About 610 EUR,"Black, White, Green, Pink",Immortalis-G925,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",No,Octa-core (1x3.63 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720),"2024, October 14","Laser AF, Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR",,,,,,,,,,,,,,,,
HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International,Active use score 15:09h,,No,,,"8K@30fps, 4K@30/60/120fps, 1080p, gyro-EIS, 10-bit Log, Dolby Vision HDR","Available. Released 2024, October 19","32 MP, f/2.0, 20mm (ultrawide)",Yes,V2413,24-bit/192kHz Hi-Res audio,,"Android 15, up to 4 major Android upgrades, Funtouch 15 (International), OriginOS 5 (China)","50 MP, f/1.6, 23mm (wide), 1/1.28"", 1.22µm, PDAF, OIS200 MP, f/2.7, 85mm (periscope telephoto), 1/1.4"", 0.56µm, multi-directional PDAF, OIS, 3.7x optical zoom, macro 2.7:150 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF",0.99 W/kg (head)     0.90 W/kg (body),,AnTuTu: 2609095(v10)GeekBench: 8152 (v6)3DMark: 6173 (Wild Life Extreme),,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.5 cm2(~90.3% screen-to-body ratio)","1, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 75, 77, 78, 79 SA/NSA/Sub6 - Malaysia",-25.0 LUFS (Very good),,"LTPO AMOLED, 1B colors, 120Hz, HDR10+, Dolby Vision, 4500 nits (peak)",162.4 x 76 x 8.2 mm or 8.5 mm,"5.4, A2DP, LE, aptX HD, LHDC 5",,UFS 4.0,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 42, 66 - International",,IP68/IP69 dust/water resistant (up to 1.5m for 30 min),"USB Type-C 3.2, OTG",,"Yes, with stereo speakers",No,$ 819.00,"4K@30/60fps, 1080p@30/60fps",vivo X200 Pro,GSM / HSPA / LTE / 5G,,1881 nits max brightness (measured),"HSPA, LTE, 5G",,"1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA/Sub6 - India",https://fdn2.gsmarena.com/vv/bigpic/vivo-x200-pro.jpg,Mediatek Dimensity 9400 (3 nm),Nano-SIM + Nano-SIM +eSIM(max 2 at a time)Nano-SIM + Nano-SIM,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass",HDR,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - China,,,Si/C Li-Ion 6000 mAh,90W wired30W wirelessReverse wired,223 g or 228 g (7.87 oz),,,"GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L5)",,,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - China",$ 799.00,Yes,vivo,,"Satellite connectivity support (optional, market/region dependent)","Glass front, aluminum alloy frame, glass back or glass fiber back","1260 x 2800 pixels, 20:9 ratio (~452 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band","$ 799.00 / ₹ 94,999","Cosmos Black, Titanium Grey, Blue, White",Immortalis-G925,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",No,Octa-core (1x3.63 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720),"2024, October 14","Laser AF, color spectrum sensor, Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, 3D LUT import",Scratch/drop-resistant glass (Armor Glass),"1, 3, 5, 8, 28, 38, 40, 41, 77, 78, 79 SA/NSA/Sub6 - China",,,,,,,,,,,,,,
HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - China,,,No,,,"4K, 1080p, gyro-EIS","Available. Released 2024, October 19","32 MP, f/2.0, 20mm (ultrawide)",Yes,"V2415A, V2405A",UFS 4.0,,"Android 15, up to 4 major Android upgrades, Funtouch 15 (International), OriginOS 5 (China)","50 MP, f/1.6, 23mm (wide), 1/1.56"", PDAF, OIS50 MP, f/2.6, 70mm (periscope telephoto), 1/1.95"", PDAF, OIS, 3x optical zoom50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF",1.00 W/kg (head)     0.78 W/kg (body),,,,GSM 850 / 900 / 1800 / 1900,"6.67 inches, 107.4 cm2(~89.6% screen-to-body ratio)","1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 66 - China",,,"AMOLED, 1B colors, 120Hz, HDR10+, 4500 nits (peak)",160.3 x 74.8 x 8 mm (6.31 x 2.94 x 0.31 in),"5.4, A2DP, LE, aptX HD, LHDC 5",,IP68/IP69 dust/water resistant (up to 1.5m for 30 min),"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 42 - Malaysia",,"1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6 - China","USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,"₹ 71,999","4K@30/60fps, 1080p@30/60fps",vivo X200,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 75, 77, 78 SA/NSA/Sub6 - Malaysia",https://fdn2.gsmarena.com/vv/bigpic/vivo-x200.jpg,Mediatek Dimensity 9400 (3 nm),Nano-SIM + Nano-SIM +eSIM(max 2 at a time)Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,"HSDPA 850 / 900 / 2100 - Malaysia, India",,,Si/C Li-Ion 5800 mAh,90W wiredReverse wired,197 g or 202 g (6.95 oz),,,"GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L5)",,,"1, 3, 5, 8, 28, 38, 40, 41 - India",$ 605.00,Yes,vivo,,,"Glass front, aluminum alloy frame, glass back or glass fiber back","1260 x 2800 pixels, 20:9 ratio (~460 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band","$ 605.00 / ₹ 65,999","Natural Green (Aurora Green), Cosmos Black, Blue, White, Titanium",Immortalis-G925,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",No,Octa-core (1x3.63 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720),"2024, October 14","Laser AF, Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, 3D LUT import",Schott Xensation Alpha,"1, 3, 5, 8, 28, 40, 77, 78 SA/NSA/Sub6 - India",,,,,,,,,,,,,,
"IP64, dust and water resistantMIL-STD-810H compliant** does not guarantee ruggedness or use in extreme conditions",,,Yes,,,1080p@30fps,"Available. Released 2024, October","50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAFAuxiliary lens",,V2419,,,"Android 14, Funtouch 14",,,,,,GSM 850 / 900 / 1800 / 1900,"6.68 inches, 107.4 cm2(~85.1% screen-to-body ratio)",,,,"IPS LCD, 90Hz, 1000 nits (HBM)",165.8 x 76.1 x 8.1 mm (6.53 x 3.00 x 0.32 in),"5.2, A2DP, LE",,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with dual speakers",FM radio,,Yes,vivo Y19s,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y19s.jpg,Unisoc Tiger T612 (12 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,"5 MP, f/2.2",,Li-Ion 5500 mAh,15W wiredReverse wired,198 g (6.98 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,eMMC 5.1,,No,vivo,,,"Glass front, plastic back, plastic frame","720 x 1608 pixels, 20:9 ratio (~264 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 130 EUR,"Pearl Silver, Glossy Black, Glacier Blue",Mali-G57,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",microSDXC (dedicated slot),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"2024, October 15","Ring-LED flash, panorama",,,,,,,,,,,,,,,,
"IP64, dust and water resistant",,,No,,,1080p@30fps,"Available. Released 2024, September 25","32 MP, f/2.5, (wide)",,,,,"Android 14, Funtouch 14",,,"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.67 inches, 107.4 cm2(~86.7% screen-to-body ratio)",24-bit/192kHz Hi-Res audio,,,"AMOLED, 1B colors, 120Hz, 1200 nits (HBM), 1800 nits (peak)",163.2 x 75.9 x 7.8 mm or 8.0 mm,"5.0, A2DP, LE",,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,,1080p@30fps,vivo V40 Lite 4G (IDN),GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-v40-lite-idn.jpg,Qualcomm SM6225 Snapdragon 685 (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 2100,,,Li-Ion 5000 mAh,"80W wired, 45% in 15 minReverse wired",188 g or 190 g (6.63 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,UFS 2.2,,Yes,vivo,,,"Glass front, plastic back, plastic frame","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 200 EUR,"Titanium Silver, Carbon Black, Pearl Violet",Adreno 610,"128GB 8GB RAM, 256GB 8GB RAM",microSDXC (uses shared SIM slot),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),"2024, September 25","Ring-LED flash, panorama, HDR",,,,,,,,,,,,,,,,
"IP64, dust and water resistant",,,No,,,1080p@30fps,"Available. Released 2024, September 25","32 MP, f/2.5, (wide)",,V2417,,,"Android 14, Funtouch 14",,,"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF8 MP, f/2.2, 120˚ (ultrawide)",,,GSM 850 / 900 / 1800 / 1900,"6.67 inches, 107.4 cm2(~86.7% screen-to-body ratio)",24-bit/192kHz Hi-Res audio,,,"AMOLED, 1B colors, 120Hz, 1200 nits (HBM), 1800 nits (peak)",163.2 x 75.9 x 7.8 mm or 8.0 mm,"5.0, A2DP, LE",,,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,,1080p@30fps,vivo V40 Lite (IDN),GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-v40-lite-5g-idn.jpg,Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,Li-Ion 5000 mAh,"80W wired, 80% in 30 minReverse wired",188 g or 190 g (6.63 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,UFS 2.2,,Yes,vivo,,,"Glass front, plastic back, plastic frame","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 250 EUR,"Titanium Silver, Carbon Black",Adreno 613,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",microSDXC (uses shared SIM slot),Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),"2024, September 25","Ring-LED flash, panorama, HDR",,,,,,,,,,,,,,,,
"IP64, dust and water resistant",,,No,,,"4K, 1080p, HDR, gyro-EIS, OIS","Available. Released 2024, October 02","50 MP, f/2.0, (wide), 1/2.76"", 0.64µm, AF",,,,,"Android 14, Funtouch 14",,0.88 W/kg (head)     0.84 W/kg (body),"50 MP, f/2.0, (wide), 1/1.95"", 0.8µm, PDAF, OIS8 MP, f/2.2, 116˚ (ultrawide)",,,GSM 850 / 900 / 1800 / 1900,"6.77 inches, 110.9 cm2(~90.3% screen-to-body ratio)",24-bit/192kHz Hi-Res audio,,,"AMOLED, 1B colors, 120Hz, HDR10+",163.7 x 75 x 7.5 mm (6.44 x 2.95 x 0.30 in),"5.4, A2DP, LE","₹ 25,399",,"1, 3, 5, 8, 28, 38, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,,1080p@30fps,vivo V40e,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 40, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-v40e.jpg,Mediatek Dimensity 7300 (4 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 2100,,,Li-Ion 5500 mAh,80W wiredReverse wired,183 g (6.46 oz),,,"GPS, GALILEO, GLONASS, BDS, QZSS",,"₹ 27,400",UFS 2.2,,No,vivo,,,"Glass front, plastic back, plastic frame",1080 x 2392 pixels (~388 ppi density),"Wi-Fi 802.11 a/b/g/n/ac, dual-band","₹ 25,399","Royal Bronze, Mint Green",Mali-G615 MC2,"128GB 8GB RAM, 256GB 8GB RAM",No,Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),"2024, September 25","Ring-LED flash, panorama, HDR",,,,,,,,,,,,,,,,
CDMA 800,,,No,,,"4K@30/60fps, 1080p, gyro-EIS, OIS","Available. Released 2024, September 24","16 MP, f/2.5, (wide), 1/3.0"", 1.0µm",Yes,V2417A,,,"Android 14, OriginOS 4",,,"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF, OIS8 MP, f/2.2, (ultrawide)",,,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.0 cm2(~89.3% screen-to-body ratio)",Always-on display,,,"AMOLED, 1B colors, 144Hz, HDR, 4500 nits (peak)",163.7 x 75.9 x 8 mm (6.44 x 2.99 x 0.31 in),"5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless",,,"1, 3, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,,"1080p@30fps, gyro-EIS",vivo iQOO Z9 Turbo+,GSM / CDMA / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-iqoo-z9-turbo-plus.jpg,Mediatek Dimensity 9300+ (4 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 2100,,,Si/C Li-Ion 6400 mAh,80W wired7.5W reverse wired,196 g (6.91 oz),,,"GPS (L1+L5), BDS (B1I+B1C+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), GLONASS, NavIC (L5)",,,"IP64, dust and water resistant",,Yes,vivo,,,"Glass front, plastic back, plastic frame","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band",About 280 EUR,"Black, White, Titanium",Immortalis-G720 MC12,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",Unspecified,Octa-core (1x3.4 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720),"2024, September 24","LED flash, panorama, HDR",,UFS 4.0,,,,,,,,,,,,,,
IP68 dust/water resistant (up to 1.5m for 30 min),,,No,,,"4K@30/60fps, 1080p@30fps, gyro-EIS, OIS","Available. Released 2024, September 19","50 MP, f/2.0, 21mm (wide), 1/2.76"", 0.64µm, AF",,,,,"Android 14, Funtouch 14",,0.99 W/kg (head)     0.99 W/kg (body),"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm",,,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.0 cm2(~90.2% screen-to-body ratio)",,,,"AMOLED, 1B colors, HDR10+, 120Hz, 4500 nits (peak)",164.2 x 74.9 x 7.6 mm (6.46 x 2.95 x 0.30 in),"5.3, A2DP, LE",,,"1, 3, 4, 5, 7, 8, 18, 19, 26, 28, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,,"4K@30/60fps, 1080p@30fps",vivo T3 Ultra,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 40, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-t3-ultra.jpg,Mediatek Dimensity 9200+ (4 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 1900 / 2100,,,Li-Ion 5500 mAh,"80W wired, PD, 100% in 56 minReverse wired",192 g (6.77 oz),,,"GPS, GALILEO, GLONASS, QZSS, BDS, NavIC",,,,,No,vivo,,,"Glass front, glass back","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 350 EUR,"Lunar Gray, Frost Green",Immortalis-G715 MC11,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",No,Octa-core (1x3.35 GHz Cortex-X3 & 3x3.0 GHz Cortex-A715 & 4x2.0 GHz Cortex-A510),"2024, September 12","Ring-LED flash, panorama, HDR",Schott Xensation Alpha,,,,,,,,,,,,,,,
CDMA 800,,,No,,,"4K@30fps, 1080p@30fps, gyro-EIS","Available. Released 2024, September 14","32 MP, f/2.0, (wide)",Yes,V2410A,,,"Android 14, OriginOS 4",,,"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.77 inches, 110.9 cm2(~88.8% screen-to-body ratio)",IP65 dust/water resistant,,,"AMOLED, 1B colors, 120Hz, 5000 nits (peak)",163.4 x 76.4 x 7.7 mm (6.43 x 3.01 x 0.30 in),"5.1, A2DP, LE, aptX HD, aptX Adaptive",,,"1, 3, 5, 8, 28, 38, 39, 40, 41",,UFS 2.2,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo Y300 Pro,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y300-pro.jpg,Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 2100,,,6500 mAh,80W wiredReverse wired,194 g (6.84 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,No,vivo,,,,1080 x 2392 pixels (~388 ppi density),"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 230 EUR,"Black, Ocean Blue, Titanium, White",Adreno 710,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",No,Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),"2024, September 05","LED flash, HDR, panorama",,Always-on display,,,,,,,,,,,,,,
CDMA 800,,,Yes,,,1080p@30fps,"Available. Released 2024, September","5 MP, f/2.2, (wide)",,V2354A,,,"Android 14, OriginOS 4",,,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.68 inches, 107.4 cm2(~85.3% screen-to-body ratio)",IP64 dust/water resistantNotification LED round light on the back,,,"IPS LCD, 120Hz, 1000 nits (HBM)",165.7 x 76 x 8 mm (6.52 x 2.99 x 0.31 in),"4.2, A2DP, LE, aptX Adaptive",,,"1, 3, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,,1080p@30fps,vivo Y37 Pro,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y37-pro.jpg,Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,6000 mAh,"44W wired, 50% in 36 minReverse wired",199 g (7.02 oz),,,"GPS, GALILEO, GLONASS, BDS, QZSS",,,CDMA2000 1x,,No,vivo,,,"Glass front, plastic frame, plastic back","720 x 1608 pixels, 20:9 ratio (~264 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 230 EUR,"Dark Gray, Green, Apricot",Adreno 613,256GB 8GB RAM,No,Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),"2024, August 29","LED flash, panorama",,UFS 2.2,,,,,,,,,,,,,,
